diamond_id,hour_i,frame_i,side,hourly_open_time,hourly_close_time,hourly_open,hourly_close,rsi,sar,stop_price,confirm_bar_open_time,confirm_time,entry_time,status
127,6173,74088,-1,2024-05-04 02:00:00+00:00,2024-05-04 03:00:00+00:00,62855.9,62700.4,71.47897124240563,81.92791295217175,62914.3,,,,cancelled_stop
128,6184,74220,-1,2024-05-04 13:00:00+00:00,2024-05-04 14:00:00+00:00,64071.3,63728.1,65.01496661848259,79.85644937860285,64171.9,2024-05-04 17:25:00+00:00,2024-05-04 17:30:00+00:00,2024-05-04 17:30:00+00:00,entered
129,6229,74760,-1,2024-05-06 10:00:00+00:00,2024-05-06 11:00:00+00:00,65170.7,64018.0,48.781143764011546,73.55497158327543,65272.0,2024-05-06 11:00:00+00:00,2024-05-06 11:05:00+00:00,2024-05-06 11:05:00+00:00,entered
130,6296,75564,1,2024-05-09 05:00:00+00:00,2024-05-09 06:00:00+00:00,61502.4,61570.7,39.24348888924239,27.88260515454087,61457.2,2024-05-09 06:05:00+00:00,2024-05-09 06:10:00+00:00,2024-05-09 06:10:00+00:00,entered
131,6303,75648,1,2024-05-09 12:00:00+00:00,2024-05-09 13:00:00+00:00,61070.4,61515.0,45.93556245975032,28.079897327036306,61035.9,2024-05-09 13:00:00+00:00,2024-05-09 13:05:00+00:00,2024-05-09 13:05:00+00:00,entered
132,6340,76092,1,2024-05-11 01:00:00+00:00,2024-05-11 02:00:00+00:00,60784.1,60872.8,37.80960022408765,26.076946254011816,60764.9,,,,cancelled_stop
133,6408,76908,-1,2024-05-13 21:00:00+00:00,2024-05-13 22:00:00+00:00,63095.0,62899.9,60.786779748787666,76.68604102319101,63130.0,2024-05-13 22:30:00+00:00,2024-05-13 22:35:00+00:00,2024-05-13 22:35:00+00:00,entered
134,6459,77520,-1,2024-05-16 00:00:00+00:00,2024-05-16 01:00:00+00:00,66222.1,66084.2,82.92930341836286,89.48933728442753,66687.7,2024-05-16 06:05:00+00:00,2024-05-16 06:10:00+00:00,2024-05-16 06:10:00+00:00,entered
135,6557,78696,1,2024-05-20 02:00:00+00:00,2024-05-20 03:00:00+00:00,66533.1,66683.6,49.878489595557085,28.325502127925844,66503.5,2024-05-20 03:00:00+00:00,2024-05-20 03:05:00+00:00,2024-05-20 03:05:00+00:00,entered
136,6583,79008,-1,2024-05-21 04:00:00+00:00,2024-05-21 05:00:00+00:00,71294.7,70937.9,71.27342915845986,83.52354425622572,71305.0,,,,cancelled_stop
137,6653,79848,1,2024-05-24 02:00:00+00:00,2024-05-24 03:00:00+00:00,67744.5,67993.3,43.058477432585136,25.208840212754907,67650.0,2024-05-24 03:00:00+00:00,2024-05-24 03:05:00+00:00,2024-05-24 03:05:00+00:00,entered
138,6746,80964,-1,2024-05-27 23:00:00+00:00,2024-05-28 00:00:00+00:00,69577.9,69410.3,51.90187892726552,75.94735897121012,69578.0,2024-05-28 00:00:00+00:00,2024-05-28 00:05:00+00:00,2024-05-28 00:05:00+00:00,entered
139,6816,81804,-1,2024-05-30 21:00:00+00:00,2024-05-30 22:00:00+00:00,68481.7,68426.3,52.18927328010938,72.11952130813214,68552.5,2024-05-30 22:00:00+00:00,2024-05-30 22:05:00+00:00,2024-05-30 22:05:00+00:00,entered
140,6905,82872,-1,2024-06-03 14:00:00+00:00,2024-06-03 15:00:00+00:00,69800.1,68778.6,52.60195604446866,76.1393934171989,70090.9,2024-06-03 15:00:00+00:00,2024-06-03 15:05:00+00:00,2024-06-03 15:05:00+00:00,entered
141,6944,83340,-1,2024-06-05 05:00:00+00:00,2024-06-05 06:00:00+00:00,71179.6,71004.5,66.6218969906176,77.26919578656059,71200.0,,,,cancelled_stop
142,7018,84228,1,2024-06-08 07:00:00+00:00,2024-06-08 08:00:00+00:00,69347.5,69577.9,40.54191081096936,24.718874998710888,69345.2,2024-06-08 08:00:00+00:00,2024-06-08 08:05:00+00:00,2024-06-08 08:05:00+00:00,entered
143,7099,85200,1,2024-06-11 16:00:00+00:00,2024-06-11 17:00:00+00:00,66229.4,66480.0,22.980812811369262,14.609512375456603,66159.0,2024-06-11 18:35:00+00:00,2024-06-11 18:40:00+00:00,2024-06-11 18:40:00+00:00,entered
144,7125,85512,-1,2024-06-12 18:00:00+00:00,2024-06-12 19:00:00+00:00,69807.4,68825.9,55.94098106071911,78.94397489723876,69816.7,,,,occupied_skip
145,7179,86160,1,2024-06-15 00:00:00+00:00,2024-06-15 01:00:00+00:00,66042.9,66186.3,45.189420726525064,24.096567402674566,65988.0,2024-06-15 01:00:00+00:00,2024-06-15 01:05:00+00:00,2024-06-15 01:05:00+00:00,entered
146,7243,86928,1,2024-06-17 16:00:00+00:00,2024-06-17 17:00:00+00:00,65365.2,65896.1,46.78667747794705,24.728794736010258,65140.5,2024-06-17 17:00:00+00:00,2024-06-17 17:05:00+00:00,2024-06-17 17:05:00+00:00,entered
147,7272,87276,1,2024-06-18 21:00:00+00:00,2024-06-18 22:00:00+00:00,64926.2,65216.3,48.609005378743625,29.029942045607726,64787.5,2024-06-18 22:00:00+00:00,2024-06-18 22:05:00+00:00,2024-06-18 22:05:00+00:00,entered
148,7312,87756,-1,2024-06-20 13:00:00+00:00,2024-06-20 14:00:00+00:00,65988.9,65160.0,44.495235285207286,72.08911025018422,66007.3,2024-06-20 14:00:00+00:00,2024-06-20 14:05:00+00:00,2024-06-20 14:05:00+00:00,entered
149,7337,88056,1,2024-06-21 14:00:00+00:00,2024-06-21 15:00:00+00:00,63626.6,64224.8,44.83630314056555,23.54602811069674,63460.0,,,,occupied_skip
150,7403,88848,1,2024-06-24 08:00:00+00:00,2024-06-24 09:00:00+00:00,62457.1,62738.4,33.489392300364344,17.54808007509051,62327.2,,,,occupied_skip
151,7416,89004,1,2024-06-24 21:00:00+00:00,2024-06-24 22:00:00+00:00,59505.3,60110.1,32.4872951282038,17.848545226705326,59411.7,2024-06-25 00:20:00+00:00,2024-06-25 00:25:00+00:00,2024-06-25 00:25:00+00:00,entered
152,7515,90192,1,2024-06-29 00:00:00+00:00,2024-06-29 01:00:00+00:00,60431.0,60750.8,44.30028049178203,26.62686002644918,60405.0,,,,occupied_skip
153,7567,90816,-1,2024-07-01 04:00:00+00:00,2024-07-01 05:00:00+00:00,63437.3,63275.0,72.39653310208415,84.26214980385379,63470.8,,,,cancelled_stop
154,7609,91320,1,2024-07-02 22:00:00+00:00,2024-07-02 23:00:00+00:00,61955.9,62091.0,40.543397125649996,29.27917484514812,61955.9,2024-07-03 00:10:00+00:00,2024-07-03 00:15:00+00:00,2024-07-03 00:15:00+00:00,entered
155,7624,91500,1,2024-07-03 13:00:00+00:00,2024-07-03 14:00:00+00:00,60034.5,60589.9,36.13297559073985,20.438474342005307,59760.0,2024-07-03 16:25:00+00:00,2024-07-03 16:30:00+00:00,2024-07-03 16:30:00+00:00,entered
156,7650,91812,1,2024-07-04 15:00:00+00:00,2024-07-04 16:00:00+00:00,57454.7,58140.1,40.106468030304015,23.84279930821357,57364.0,2024-07-04 16:00:00+00:00,2024-07-04 16:05:00+00:00,2024-07-04 16:05:00+00:00,entered
157,7669,92040,1,2024-07-05 10:00:00+00:00,2024-07-05 11:00:00+00:00,54523.0,54979.9,36.43077935131916,16.971328767618687,54400.0,2024-07-05 11:05:00+00:00,2024-07-05 11:10:00+00:00,2024-07-05 11:10:00+00:00,entered
158,7704,92460,-1,2024-07-06 21:00:00+00:00,2024-07-06 22:00:00+00:00,57964.9,57877.2,66.74792572173305,72.32068101504156,58287.9,,,,cancelled_stop
159,7707,92496,-1,2024-07-07 00:00:00+00:00,2024-07-07 01:00:00+00:00,58233.1,57929.9,63.09935791846026,72.17456970724663,58289.5,,,,cancelled_stop
160,7737,92856,1,2024-07-08 06:00:00+00:00,2024-07-08 07:00:00+00:00,55479.1,55629.7,37.91221390110103,20.92466761590528,55205.9,2024-07-08 07:25:00+00:00,2024-07-08 07:30:00+00:00,2024-07-08 07:30:00+00:00,entered
161,7791,93504,-1,2024-07-10 12:00:00+00:00,2024-07-10 13:00:00+00:00,58496.7,58162.7,50.73740299655674,73.50055106331271,58572.4,2024-07-10 13:00:00+00:00,2024-07-10 13:05:00+00:00,2024-07-10 13:05:00+00:00,entered
162,7885,94632,-1,2024-07-14 10:00:00+00:00,2024-07-14 11:00:00+00:00,60189.4,59931.7,61.16972476141756,72.68281040104354,60234.7,2024-07-14 12:30:00+00:00,2024-07-14 12:35:00+00:00,2024-07-14 12:35:00+00:00,entered
163,7910,94932,-1,2024-07-15 11:00:00+00:00,2024-07-15 12:00:00+00:00,62550.0,62466.0,68.05828629360587,79.31777438909441,62618.7,,,,cancelled_stop
164,7927,95136,-1,2024-07-16 04:00:00+00:00,2024-07-16 05:00:00+00:00,64767.5,64503.0,68.00058130723323,77.22790243806278,65000.0,2024-07-16 05:25:00+00:00,2024-07-16 05:30:00+00:00,2024-07-16 05:30:00+00:00,entered
165,8018,96228,-1,2024-07-19 23:00:00+00:00,2024-07-20 00:00:00+00:00,66727.2,66668.1,69.58883904771393,81.14620406872405,66920.8,2024-07-20 00:35:00+00:00,2024-07-20 00:40:00+00:00,2024-07-20 00:40:00+00:00,entered
166,8040,96492,-1,2024-07-20 21:00:00+00:00,2024-07-20 22:00:00+00:00,67345.4,67096.2,62.01272022252279,77.21949065370617,67349.8,2024-07-21 00:40:00+00:00,2024-07-21 00:45:00+00:00,2024-07-21 00:45:00+00:00,entered
167,8153,97848,1,2024-07-25 14:00:00+00:00,2024-07-25 15:00:00+00:00,64046.5,64818.0,48.774516355792215,28.310282777447867,63433.6,2024-07-25 15:00:00+00:00,2024-07-25 15:05:00+00:00,2024-07-25 15:05:00+00:00,entered
168,8175,98112,-1,2024-07-26 12:00:00+00:00,2024-07-26 13:00:00+00:00,67338.5,67313.9,71.0120131192106,73.86807117670685,67419.6,,,,occupied_skip
169,8177,98136,-1,2024-07-26 14:00:00+00:00,2024-07-26 15:00:00+00:00,67891.9,67342.4,63.90105798517884,77.66949576041263,67999.0,,,,occupied_skip
170,8204,98460,-1,2024-07-27 17:00:00+00:00,2024-07-27 18:00:00+00:00,68711.0,68554.1,59.28363988626063,76.40390395123654,68779.2,,,,cancelled_stop
171,8246,98964,-1,2024-07-29 11:00:00+00:00,2024-07-29 12:00:00+00:00,69635.0,69588.1,66.851637742804,73.28611986681298,69878.7,,,,cancelled_stop
172,8263,99168,1,2024-07-30 04:00:00+00:00,2024-07-30 05:00:00+00:00,66623.7,66809.9,38.141888610839246,26.288502349211328,66540.5,,,,cancelled_stop
173,8279,99360,1,2024-07-30 20:00:00+00:00,2024-07-30 21:00:00+00:00,65928.5,66198.6,41.75478377096825,29.2751391017853,65280.0,2024-07-30 21:40:00+00:00,2024-07-30 21:45:00+00:00,2024-07-30 21:45:00+00:00,entered
174,8315,99792,1,2024-08-01 08:00:00+00:00,2024-08-01 09:00:00+00:00,64318.3,64505.9,40.43575194618345,23.72927028418715,64297.9,2024-08-01 09:00:00+00:00,2024-08-01 09:05:00+00:00,2024-08-01 09:05:00+00:00,entered
175,8327,99936,1,2024-08-01 20:00:00+00:00,2024-08-01 21:00:00+00:00,63415.6,64750.1,53.99722651499379,25.454520168425887,63326.7,2024-08-01 21:00:00+00:00,2024-08-01 21:05:00+00:00,2024-08-01 21:05:00+00:00,entered
176,8358,100308,1,2024-08-03 03:00:00+00:00,2024-08-03 04:00:00+00:00,61443.6,61889.9,37.429226807190545,24.77260398005363,61305.7,2024-08-03 10:40:00+00:00,2024-08-03 10:45:00+00:00,2024-08-03 10:45:00+00:00,entered
177,8379,100560,1,2024-08-04 00:00:00+00:00,2024-08-04 01:00:00+00:00,60711.2,60749.0,36.72819095039503,24.609318309390915,60595.5,,,,cancelled_stop
178,8410,100932,1,2024-08-05 07:00:00+00:00,2024-08-05 08:00:00+00:00,51584.0,52662.5,24.44056102578233,13.312319861138604,51346.9,,,,cancelled_stop
179,8499,102000,-1,2024-08-09 00:00:00+00:00,2024-08-09 01:00:00+00:00,61692.1,61212.9,69.47726727377604,83.83234329475044,61754.6,2024-08-09 05:00:00+00:00,2024-08-09 05:05:00+00:00,2024-08-09 05:05:00+00:00,entered
180,8573,102888,1,2024-08-12 02:00:00+00:00,2024-08-12 03:00:00+00:00,58589.1,58719.5,30.497976476143023,15.691550918934936,58320.7,,,,cancelled_stop
181,8651,103824,1,2024-08-15 08:00:00+00:00,2024-08-15 09:00:00+00:00,58069.0,58376.0,38.05473590165544,29.82660398557691,57969.9,2024-08-15 09:45:00+00:00,2024-08-15 09:50:00+00:00,2024-08-15 09:50:00+00:00,entered
182,8671,104064,1,2024-08-16 04:00:00+00:00,2024-08-16 05:00:00+00:00,57894.2,58300.5,50.010675303224254,26.046083906772054,57808.0,2024-08-16 05:00:00+00:00,2024-08-16 05:05:00+00:00,2024-08-16 05:05:00+00:00,entered
183,8747,104976,1,2024-08-19 08:00:00+00:00,2024-08-19 09:00:00+00:00,58505.3,58612.0,38.95556951774395,27.618154235276563,58413.0,,,,cancelled_stop
184,8771,105264,-1,2024-08-20 08:00:00+00:00,2024-08-20 09:00:00+00:00,60939.8,60769.3,69.06774860953257,79.72788213545792,60962.7,,,,cancelled_stop
185,8813,105768,-1,2024-08-22 02:00:00+00:00,2024-08-22 03:00:00+00:00,60975.1,60171.7,48.873096259127074,74.36011304858798,60977.9,2024-08-22 03:00:00+00:00,2024-08-22 03:05:00+00:00,2024-08-22 03:05:00+00:00,entered
186,8861,106344,-1,2024-08-24 02:00:00+00:00,2024-08-24 03:00:00+00:00,63843.9,63942.1,73.10745104991508,84.32289949065958,64020.9,,,,cancelled_stop
187,8935,107232,1,2024-08-27 04:00:00+00:00,2024-08-27 05:00:00+00:00,62972.0,63034.9,40.750594112252145,29.057313139334823,62903.7,2024-08-27 05:15:00+00:00,2024-08-27 05:20:00+00:00,2024-08-27 05:20:00+00:00,entered
188,8949,107400,1,2024-08-27 18:00:00+00:00,2024-08-27 19:00:00+00:00,61933.9,62092.1,38.29621811890755,21.66953416213623,61861.6,,,,cancelled_stop
189,8963,107568,1,2024-08-28 08:00:00+00:00,2024-08-28 09:00:00+00:00,58601.1,59226.8,31.89926645034204,14.053767811452147,58537.5,2024-08-28 09:50:00+00:00,2024-08-28 09:55:00+00:00,2024-08-28 09:55:00+00:00,entered
190,9058,108708,1,2024-09-01 07:00:00+00:00,2024-09-01 08:00:00+00:00,58190.8,58477.0,42.179716378704946,24.527046483549313,58124.0,,,,cancelled_stop
191,9135,109632,1,2024-09-04 12:00:00+00:00,2024-09-04 13:00:00+00:00,56562.5,56598.6,35.9696788797372,22.18873009310103,56485.5,,,,cancelled_stop
192,9196,110364,1,2024-09-07 01:00:00+00:00,2024-09-07 02:00:00+00:00,53910.0,53815.8,38.11307282311679,23.325083552972487,53744.0,2024-09-07 04:45:00+00:00,2024-09-07 04:50:00+00:00,2024-09-07 04:50:00+00:00,entered
193,9269,111240,-1,2024-09-10 02:00:00+00:00,2024-09-10 03:00:00+00:00,56904.0,56779.3,62.113710655261535,76.03970366676738,56927.1,2024-09-10 03:10:00+00:00,2024-09-10 03:15:00+00:00,2024-09-10 03:15:00+00:00,entered
194,9367,112416,-1,2024-09-14 04:00:00+00:00,2024-09-14 05:00:00+00:00,60328.1,60220.7,66.91407343484343,78.27208418474959,60356.0,2024-09-14 05:25:00+00:00,2024-09-14 05:30:00+00:00,2024-09-14 05:30:00+00:00,entered
195,9416,113004,1,2024-09-16 05:00:00+00:00,2024-09-16 06:00:00+00:00,58365.9,58664.0,34.430111693907946,16.72889450618088,58355.8,2024-09-16 07:30:00+00:00,2024-09-16 07:35:00+00:00,2024-09-16 07:35:00+00:00,entered
196,9432,113196,1,2024-09-16 21:00:00+00:00,2024-09-16 22:00:00+00:00,57698.3,58005.7,40.343813057976114,23.321768692722657,57602.9,2024-09-16 23:05:00+00:00,2024-09-16 23:10:00+00:00,2024-09-16 23:10:00+00:00,entered
197,9453,113448,-1,2024-09-17 18:00:00+00:00,2024-09-17 19:00:00+00:00,60973.4,60551.6,64.64677279286178,75.55400437132906,61086.0,2024-09-17 20:00:00+00:00,2024-09-17 20:05:00+00:00,2024-09-17 20:05:00+00:00,entered
198,9502,114036,-1,2024-09-19 19:00:00+00:00,2024-09-19 20:00:00+00:00,63643.7,63260.1,67.57638310745119,79.78191552566591,63653.5,2024-09-19 20:50:00+00:00,2024-09-19 20:55:00+00:00,2024-09-19 20:55:00+00:00,entered
199,9515,114192,-1,2024-09-20 08:00:00+00:00,2024-09-20 09:00:00+00:00,63528.1,63311.1,57.39680628471397,71.47727860545952,63538.2,,,,cancelled_stop
200,9584,115020,-1,2024-09-23 05:00:00+00:00,2024-09-23 06:00:00+00:00,63907.8,63762.6,56.88263185190058,70.50481404975869,63940.0,2024-09-23 07:00:00+00:00,2024-09-23 07:05:00+00:00,2024-09-23 07:05:00+00:00,entered
201,9670,116052,-1,2024-09-26 19:00:00+00:00,2024-09-26 20:00:00+00:00,65281.5,64695.8,58.033054496075046,77.13608649007234,65303.5,2024-09-26 20:00:00+00:00,2024-09-26 20:05:00+00:00,2024-09-26 20:05:00+00:00,entered
202,9692,116316,-1,2024-09-27 17:00:00+00:00,2024-09-27 18:00:00+00:00,66303.8,65913.4,59.59451448702653,71.67353884303581,66352.9,2024-09-27 18:10:00+00:00,2024-09-27 18:15:00+00:00,2024-09-27 18:15:00+00:00,entered
203,9759,117120,1,2024-09-30 12:00:00+00:00,2024-09-30 13:00:00+00:00,63826.1,64043.2,35.440803526346414,20.364643586573692,63765.7,,,,cancelled_stop
204,9795,117552,1,2024-10-02 00:00:00+00:00,2024-10-02 01:00:00+00:00,60814.2,61042.5,26.780651559688266,13.89370754505002,60737.4,2024-10-02 01:55:00+00:00,2024-10-02 02:00:00+00:00,2024-10-02 02:00:00+00:00,entered
205,9810,117732,1,2024-10-02 15:00:00+00:00,2024-10-02 16:00:00+00:00,61079.8,61865.5,51.03052467359081,29.803525167853252,61057.0,2024-10-02 16:00:00+00:00,2024-10-02 16:05:00+00:00,2024-10-02 16:05:00+00:00,entered
206,9911,118944,-1,2024-10-06 20:00:00+00:00,2024-10-06 21:00:00+00:00,62635.5,62626.3,63.96341607334906,73.16911821079773,62769.2,2024-10-06 21:20:00+00:00,2024-10-06 21:25:00+00:00,2024-10-06 21:25:00+00:00,entered
207,9924,119100,-1,2024-10-07 09:00:00+00:00,2024-10-07 10:00:00+00:00,63557.9,63224.0,55.73330378020859,78.46871029506063,63557.9,2024-10-07 10:00:00+00:00,2024-10-07 10:05:00+00:00,2024-10-07 10:05:00+00:00,entered
208,9992,119916,1,2024-10-10 05:00:00+00:00,2024-10-10 06:00:00+00:00,60858.3,60930.5,40.654293086747295,24.37989342830427,60831.0,2024-10-10 06:10:00+00:00,2024-10-10 06:15:00+00:00,2024-10-10 06:15:00+00:00,entered
209,10010,120132,1,2024-10-10 23:00:00+00:00,2024-10-11 00:00:00+00:00,60137.9,60317.3,44.60079883717711,26.437996847614713,60137.9,2024-10-11 00:00:00+00:00,2024-10-11 00:05:00+00:00,2024-10-11 00:05:00+00:00,entered
210,10032,120396,-1,2024-10-11 21:00:00+00:00,2024-10-11 22:00:00+00:00,62996.3,62847.5,74.1754587598418,82.4218055321459,63172.4,2024-10-11 22:40:00+00:00,2024-10-11 22:45:00+00:00,2024-10-11 22:45:00+00:00,entered
211,10053,120648,-1,2024-10-12 18:00:00+00:00,2024-10-12 19:00:00+00:00,63100.0,62940.4,58.56598268410208,70.88577629798445,63187.0,2024-10-12 19:00:00+00:00,2024-10-12 19:05:00+00:00,2024-10-12 19:05:00+00:00,entered
212,10104,121260,-1,2024-10-14 21:00:00+00:00,2024-10-14 22:00:00+00:00,65930.1,65792.4,71.62534996801139,80.80787516473656,66009.8,,,,cancelled_stop
213,10121,121464,-1,2024-10-15 14:00:00+00:00,2024-10-15 15:00:00+00:00,67679.9,65368.7,48.7405263727077,76.26903520464182,67990.0,2024-10-15 15:00:00+00:00,2024-10-15 15:05:00+00:00,2024-10-15 15:05:00+00:00,entered
214,10253,123048,-1,2024-10-21 02:00:00+00:00,2024-10-21 03:00:00+00:00,69230.0,68740.0,52.81433470822907,72.83054486250975,69289.6,2024-10-21 03:00:00+00:00,2024-10-21 03:05:00+00:00,2024-10-21 03:05:00+00:00,entered
215,10270,123252,1,2024-10-21 19:00:00+00:00,2024-10-21 20:00:00+00:00,67325.8,67752.6,42.20135535479971,24.345787298559912,67324.7,2024-10-21 20:00:00+00:00,2024-10-21 20:05:00+00:00,2024-10-21 20:05:00+00:00,entered
216,10318,123828,1,2024-10-23 19:00:00+00:00,2024-10-23 20:00:00+00:00,66058.8,66490.2,46.07150040318819,27.330291724463024,65867.9,2024-10-23 20:00:00+00:00,2024-10-23 20:05:00+00:00,2024-10-23 20:05:00+00:00,entered
217,10419,125040,-1,2024-10-28 00:00:00+00:00,2024-10-28 01:00:00+00:00,68028.3,67865.9,59.61043344239485,72.21323150922392,68128.6,2024-10-28 01:00:00+00:00,2024-10-28 01:05:00+00:00,2024-10-28 01:05:00+00:00,entered
218,10434,125220,-1,2024-10-28 15:00:00+00:00,2024-10-28 16:00:00+00:00,68848.3,68497.1,59.70108659422383,77.42830426464158,68863.7,2024-10-28 16:00:00+00:00,2024-10-28 16:05:00+00:00,2024-10-28 16:05:00+00:00,entered
219,10450,125412,-1,2024-10-29 07:00:00+00:00,2024-10-29 08:00:00+00:00,71250.0,71025.9,74.98972129447272,88.99837509323126,71280.9,,,,cancelled_stop
220,10463,125568,-1,2024-10-29 20:00:00+00:00,2024-10-29 21:00:00+00:00,72559.6,72367.0,65.919178354103,83.77251395419606,72698.3,,,,cancelled_stop
221,10519,126240,1,2024-11-01 04:00:00+00:00,2024-11-01 05:00:00+00:00,69373.6,69599.9,32.825209961635025,25.89492624589697,69345.0,,,,cancelled_stop
222,10573,126888,1,2024-11-03 10:00:00+00:00,2024-11-03 11:00:00+00:00,68244.8,68437.4,38.00362338286975,22.407846600420953,68244.8,,,,cancelled_stop
223,10630,127572,-1,2024-11-05 19:00:00+00:00,2024-11-05 20:00:00+00:00,70232.7,68998.7,50.15897227051145,71.82596400503118,70272.5,2024-11-05 20:00:00+00:00,2024-11-05 20:05:00+00:00,2024-11-05 20:05:00+00:00,entered
224,10649,127800,-1,2024-11-06 14:00:00+00:00,2024-11-06 15:00:00+00:00,73990.9,73654.9,63.165945891016186,80.94334130239537,74747.8,,,,cancelled_stop
225,10682,128196,-1,2024-11-07 23:00:00+00:00,2024-11-08 00:00:00+00:00,75878.7,75856.0,57.912794588974535,70.8177489980205,76088.0,,,,cancelled_stop
226,10744,128940,-1,2024-11-10 13:00:00+00:00,2024-11-10 14:00:00+00:00,79695.9,79752.8,76.63089313302547,84.63620452606673,79944.0,,,,cancelled_stop
227,10781,129384,-1,2024-11-12 02:00:00+00:00,2024-11-12 03:00:00+00:00,88596.1,87764.2,74.21100874499783,91.12304446316607,88923.7,,,,cancelled_stop
228,10823,129888,-1,2024-11-13 20:00:00+00:00,2024-11-13 21:00:00+00:00,90200.0,89716.0,53.308526009151734,77.96008680638441,91189.8,2024-11-13 21:00:00+00:00,2024-11-13 21:05:00+00:00,2024-11-13 21:05:00+00:00,entered
229,10988,131868,-1,2024-11-20 17:00:00+00:00,2024-11-20 18:00:00+00:00,94041.0,93907.0,59.90003608487354,72.715578924975,94352.8,2024-11-20 18:40:00+00:00,2024-11-20 18:45:00+00:00,2024-11-20 18:45:00+00:00,entered
230,11009,132120,-1,2024-11-21 14:00:00+00:00,2024-11-21 15:00:00+00:00,97554.0,97070.4,62.300693095986865,80.10980319134573,97711.3,2024-11-21 15:00:00+00:00,2024-11-21 15:05:00+00:00,2024-11-21 15:05:00+00:00,entered
231,11029,132360,-1,2024-11-22 10:00:00+00:00,2024-11-22 11:00:00+00:00,98750.1,98426.6,57.10781879156009,71.32167236803859,98831.9,2024-11-22 11:00:00+00:00,2024-11-22 11:05:00+00:00,2024-11-22 11:05:00+00:00,entered
232,11087,133056,1,2024-11-24 20:00:00+00:00,2024-11-24 21:00:00+00:00,96356.1,96836.2,44.049090992110855,24.43027977436148,96225.3,2024-11-24 21:00:00+00:00,2024-11-24 21:05:00+00:00,2024-11-24 21:05:00+00:00,entered
233,11120,133452,1,2024-11-26 05:00:00+00:00,2024-11-26 06:00:00+00:00,94329.3,94668.0,42.95980439830688,25.19677233595381,94213.0,2024-11-26 06:00:00+00:00,2024-11-26 06:05:00+00:00,2024-11-26 06:05:00+00:00,entered
234,11161,133944,-1,2024-11-27 22:00:00+00:00,2024-11-27 23:00:00+00:00,96278.3,96049.1,64.77152112644222,73.77201719030211,96525.7,,,,cancelled_stop
235,11209,134520,-1,2024-11-29 22:00:00+00:00,2024-11-29 23:00:00+00:00,97404.9,97301.3,57.56957834692596,70.39988120586561,97505.3,2024-11-29 23:05:00+00:00,2024-11-29 23:10:00+00:00,2024-11-29 23:10:00+00:00,entered
236,11346,136164,-1,2024-12-05 15:00:00+00:00,2024-12-05 16:00:00+00:00,103558.0,101344.2,54.55870427157114,80.46008659734973,103564.0,2024-12-05 16:00:00+00:00,2024-12-05 16:05:00+00:00,2024-12-05 16:05:00+00:00,entered
237,11497,137976,-1,2024-12-11 22:00:00+00:00,2024-12-11 23:00:00+00:00,101510.4,101201.1,68.49526886922712,73.3628669843327,101899.8,2024-12-12 01:35:00+00:00,2024-12-12 01:40:00+00:00,2024-12-12 01:40:00+00:00,entered
238,11603,139248,-1,2024-12-16 08:00:00+00:00,2024-12-16 09:00:00+00:00,104992.2,104564.5,59.82338889569406,79.92556773863693,105036.3,2024-12-16 09:00:00+00:00,2024-12-16 09:05:00+00:00,2024-12-16 09:05:00+00:00,entered
239,11619,139440,-1,2024-12-17 00:00:00+00:00,2024-12-17 01:00:00+00:00,106078.1,105867.5,56.889122890665064,74.11432454797476,106300.0,2024-12-17 01:00:00+00:00,2024-12-17 01:05:00+00:00,2024-12-17 01:05:00+00:00,entered
240,11652,139836,1,2024-12-18 09:00:00+00:00,2024-12-18 10:00:00+00:00,103785.0,104030.1,37.489100380761,28.839382708146985,103779.3,2024-12-18 10:50:00+00:00,2024-12-18 10:55:00+00:00,2024-12-18 10:55:00+00:00,entered
241,11672,140076,1,2024-12-19 05:00:00+00:00,2024-12-19 06:00:00+00:00,100668.0,101285.8,41.149456273459194,24.810028296107873,100668.0,2024-12-19 06:00:00+00:00,2024-12-19 06:05:00+00:00,2024-12-19 06:05:00+00:00,entered
242,11693,140328,1,2024-12-20 02:00:00+00:00,2024-12-20 03:00:00+00:00,96333.2,97637.9,39.000853371223556,20.588563937742805,96000.0,2024-12-20 07:05:00+00:00,2024-12-20 07:10:00+00:00,2024-12-20 07:10:00+00:00,entered
243,11705,140472,1,2024-12-20 14:00:00+00:00,2024-12-20 15:00:00+00:00,95196.9,95617.0,42.71350496188027,24.799082736360205,94716.0,2024-12-20 15:00:00+00:00,2024-12-20 15:05:00+00:00,2024-12-20 15:05:00+00:00,entered
244,11812,141756,-1,2024-12-25 01:00:00+00:00,2024-12-25 02:00:00+00:00,98418.6,98000.7,59.81597314722136,74.69453662439273,98611.7,2024-12-25 02:10:00+00:00,2024-12-25 02:15:00+00:00,2024-12-25 02:15:00+00:00,entered
245,11850,142212,1,2024-12-26 15:00:00+00:00,2024-12-26 16:00:00+00:00,95466.9,96033.3,37.377608234930406,25.926850115070152,95255.1,2024-12-26 16:15:00+00:00,2024-12-26 16:20:00+00:00,2024-12-26 16:20:00+00:00,entered
246,11930,143172,1,2024-12-29 23:00:00+00:00,2024-12-30 00:00:00+00:00,93143.9,93740.0,38.93890727258699,23.143129815515252,93011.1,2024-12-30 01:30:00+00:00,2024-12-30 01:35:00+00:00,2024-12-30 01:35:00+00:00,entered
