signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold,box_entry_i,bars_after_v9,source,parent_signal_close,parent_known_stop,parent_close_risk,signal_close_price,extension,extension_pass,gate_reason,efficiency6,signal_close,cohort,hold_h,net_bp,gross_bp,change
51657,2026-02-14 11:15:00+00:00,51658,2026-02-14 11:30:00+00:00,0.1594,0.155,0.0043999999999999,0.0276035131744039,51741,2026-02-15 08:15:00+00:00,0.1692,trailing_stop,0.0614805520702637,0.0594805520702637,2.2272727272727413,2.1548181818181957,False,4.295454545454558,closed,box_any,binance_um:JUPUSDT:15m:box_any:51657,JUPUSDT,JUP,15m,True,matched,51621.0,2026-02-14 02:15:00+00:00,-1.1420909090909082,-0.0160754958413306,2026-02-14 05:30:00+00:00,2026-02,1.0,later,51576,81,chart,0.1478,0.1431,0.0046999999999999,0.1593,2.4468085106383093,False,extension_gt1,0.7727272727272622,2026-02-14 11:30:00+00:00,later,20.75,594.805520702637,614.805520702637,removed
54589,2026-03-17 00:15:00+00:00,54590,2026-03-17 00:30:00+00:00,0.1702,0.1681,0.0020999999999999,0.0123384253819035,54601,2026-03-17 03:15:00+00:00,0.1681,initial_stop,-0.0123384253819035,-0.0143384253819035,-0.9999999999999968,-1.1620952380952358,False,0.5714285714285771,closed,box_any,binance_um:JUPUSDT:15m:box_any:54589,JUPUSDT,JUP,15m,True,matched,55427.0,2026-03-25 17:45:00+00:00,-1.1641052631578923,-0.0141872995509942,2026-03-25 20:30:00+00:00,2026-03,1.0,later,54506,83,chart,0.1657,0.1623,0.0033999999999999,0.1703,1.3529411764706,False,extension_gt1,0.1515151515151479,2026-03-17 00:30:00+00:00,later,2.75,-143.384253819035,-123.384253819035,removed
8769,2025-06-16 22:00:00+00:00,8770,2025-06-16 22:15:00+00:00,0.03665,0.03614,0.0005099999999999,0.0139154160982263,8771,2025-06-16 22:30:00+00:00,0.03614,initial_stop,-0.0139154160982263,-0.0159154160982263,-0.999999999999997,-1.1437254901960765,False,0.5882352941176406,closed,box_any,binance_um:MUBARAKUSDT:15m:box_any:8769,MUBARAKUSDT,MUBARAK,15m,True,matched,9844.0,2025-06-28 02:45:00+00:00,0.1409777777777966,0.0019062500000002,2025-06-28 08:45:00+00:00,2025-06,1.0,earlier,8688,81,htf,0.0346,0.03352,0.0010799999999999,0.03666,1.907407407407411,False,extension_gt1,0.0,2025-06-16 22:15:00+00:00,earlier,0.25,-159.154160982263,-139.154160982263,removed
9961,2025-06-29 08:00:00+00:00,9962,2025-06-29 08:15:00+00:00,0.03796,0.03709,0.0008699999999999,0.0229188619599577,10076,2025-06-30 12:45:00+00:00,0.03709,initial_stop,-0.0229188619599577,-0.0249188619599577,-1.0,-1.0872643678160925,False,1.586206896551731,closed,box_any,binance_um:MUBARAKUSDT:15m:box_any:9961,MUBARAKUSDT,MUBARAK,15m,True,matched,7437.0,2025-06-03 01:00:00+00:00,-0.9630697674418602,-0.0652597928860873,2025-06-04 11:45:00+00:00,2025-06,2.0,earlier,9819,142,htf,0.03395,0.03287,0.0010799999999999,0.03795,3.7037037037037086,False,extension_gt1,0.2689655172413756,2025-06-29 08:15:00+00:00,earlier,28.5,-249.188619599577,-229.18861959957698,removed
11536,2025-07-15 17:45:00+00:00,11537,2025-07-15 18:00:00+00:00,0.04714,0.04532,0.0018199999999999,0.0386084005091216,11571,2025-07-16 02:30:00+00:00,0.04532,initial_stop,-0.0386084005091216,-0.0406084005091216,-0.9999999999999988,-1.051802197802197,False,0.302197802197804,closed,box_any,binance_um:MUBARAKUSDT:15m:box_any:11536,MUBARAKUSDT,MUBARAK,15m,True,matched,11703.0,2025-07-17 11:30:00+00:00,-1.0777213114754105,-0.0277329677283273,2025-07-17 13:45:00+00:00,2025-07,2.0,earlier,11517,19,chart,0.04496,0.04318,0.0017799999999999,0.04711,1.2078651685393276,False,extension_gt1,0.4246575342465759,2025-07-15 18:00:00+00:00,earlier,8.5,-406.084005091216,-386.084005091216,removed
30416,2026-01-28 09:45:00+00:00,30417,2026-01-28 10:00:00+00:00,0.01873,0.01815,0.0005799999999999,0.0309663641217296,30434,2026-01-28 14:15:00+00:00,0.01815,initial_stop,-0.0309663641217297,-0.0329663641217297,-1.0000000000000004,-1.0645862068965524,False,0.0517241379310326,closed,box_any,binance_um:MUBARAKUSDT:15m:box_any:30416,MUBARAKUSDT,MUBARAK,15m,True,matched,30629.0,2026-01-30 15:00:00+00:00,-1.051577464788733,-0.0407766247951938,2026-01-31 08:15:00+00:00,2026-01,1.0,later,30414,2,chart,0.01834,0.0181,0.0002399999999999,0.01873,1.625000000000025,False,extension_gt1,0.4766355140186894,2026-01-28 10:00:00+00:00,later,4.25,-329.663641217297,-309.66364121729697,removed
34597,2026-03-12 23:00:00+00:00,34598,2026-03-12 23:15:00+00:00,0.0157,0.0154,0.0002999999999999,0.0191082802547769,34623,2026-03-13 05:30:00+00:00,0.0154,initial_stop,-0.0191082802547769,-0.0211082802547769,-1.0,-1.1046666666666674,False,1.500000000000017,closed,box_any,binance_um:MUBARAKUSDT:15m:box_any:34597,MUBARAKUSDT,MUBARAK,15m,True,matched,33760.0,2026-03-04 05:45:00+00:00,-1.0653749999999995,-0.0325927342256212,2026-03-04 14:45:00+00:00,2026-03,2.0,later,34534,63,htf,0.01505,0.0147,0.0003499999999999,0.01572,1.914285714285732,False,extension_gt1,0.2068965517241399,2026-03-12 23:15:00+00:00,later,6.25,-211.082802547769,-191.082802547769,removed
17217,2025-02-20 17:15:00+00:00,17218,2025-02-20 17:30:00+00:00,3.378,3.307,0.0710000000000001,0.0210183540556542,17306,2025-02-21 15:30:00+00:00,3.506,trailing_stop,0.0378922439313202,0.0358922439313202,1.8028169014084456,1.707661971830981,False,3.5774647887323856,closed,box_any,binance_um:NEARUSDT:15m:box_any:17217,NEARUSDT,NEAR,15m,True,matched,15407.0,2025-02-01 20:45:00+00:00,-1.1305454545454567,-0.0173203342618384,2025-02-01 23:00:00+00:00,2025-02,1.0,earlier,17190,27,chart,3.25,3.198,0.052,3.378,2.4615384615384617,False,extension_gt1,0.69620253164557,2025-02-20 17:30:00+00:00,earlier,22.0,358.922439313202,378.922439313202,removed
27697,2025-06-09 21:15:00+00:00,27698,2025-06-09 21:30:00+00:00,2.534,2.46,0.0739999999999998,0.0292028413575374,27876,2025-06-11 18:00:00+00:00,2.63,trailing_stop,0.0378847671665352,0.0358847671665352,1.2972972972973031,1.2288108108108164,False,2.6486486486486567,closed,box_any,binance_um:NEARUSDT:15m:box_any:27697,NEARUSDT,NEAR,15m,True,matched,29709.0,2025-06-30 20:15:00+00:00,-1.1083999999999978,-0.0204501845018449,2025-07-01 04:15:00+00:00,2025-06,1.0,earlier,27678,19,chart,2.483,2.442,0.0409999999999999,2.534,1.2439024390243856,False,extension_gt1,0.7647058823529449,2025-06-09 21:30:00+00:00,earlier,44.5,358.847671665352,378.84767166535204,removed
12411,2025-01-01 15:45:00+00:00,12412,2025-01-01 16:00:00+00:00,0.02711,0.0263796,0.0007303999999999,0.0269420877904831,12533,2025-01-02 22:15:00+00:00,0.0283772999999999,trailing_stop,0.0467465879749169,0.0447465879749169,1.7350766703176337,1.660843373493975,False,3.737677984665941,closed,box_any,binance_um:ONEUSDT:15m:box_any:12411,ONEUSDT,ONE,15m,True,matched,12574.0,2025-01-03 08:30:00+00:00,7.40204342273308,0.1027624113475176,2025-01-04 09:30:00+00:00,2025-01,1.0,earlier,12398,13,chart,0.02666,0.0262718999999999,0.0003881,0.02711,1.1594949755217632,False,extension_gt1,0.4774774774774783,2025-01-01 16:00:00+00:00,earlier,30.25,447.465879749169,467.465879749169,removed
32268,2025-07-27 12:00:00+00:00,32269,2025-07-27 12:15:00+00:00,0.01195,0.0117922,0.0001578,0.0132050209205022,32279,2025-07-27 14:45:00+00:00,0.0117922,initial_stop,-0.0132050209205022,-0.0152050209205022,-1.0000000000000029,-1.1514575411913832,False,0.3802281368821215,closed,box_any,binance_um:ONEUSDT:15m:box_any:32268,ONEUSDT,ONE,15m,True,matched,30293.0,2025-07-06 22:15:00+00:00,-1.1249182472204071,-0.0180104712041884,2025-07-06 23:15:00+00:00,2025-07,1.0,earlier,32113,155,htf,0.01157,0.0111998999999999,0.0003701,0.01196,1.0537692515536283,False,extension_gt1,0.0714285714285745,2025-07-27 12:15:00+00:00,earlier,2.5,-152.050209205022,-132.050209205022,removed
45252,2025-12-09 18:00:00+00:00,45253,2025-12-09 18:15:00+00:00,0.00421,0.0041115,9.85000000000005e-05,0.0233966745843231,45261,2025-12-09 20:15:00+00:00,0.0041115,initial_stop,-0.0233966745843231,-0.0253966745843231,-0.9999999999999996,-1.0854822335025374,False,0.2030456852791873,closed,box_any,binance_um:ONEUSDT:15m:box_any:45252,ONEUSDT,ONE,15m,True,matched,47161.0,2025-12-29 15:15:00+00:00,1.2382165605095512,0.0259199999999999,2025-12-30 17:15:00+00:00,2025-12,2.0,later,45229,23,htf,0.00395,0.0038832,6.680000000000054e-05,0.00421,3.892215568862241,False,extension_gt1,-0.0909090909090866,2025-12-09 18:15:00+00:00,later,2.0,-253.96674584323102,-233.966745843231,removed
11633,2024-12-24 13:15:00+00:00,11634,2024-12-24 13:30:00+00:00,1.9272,1.8779200000000005,0.0492799999999997,0.0255707762557076,11728,2024-12-25 13:00:00+00:00,1.916,opposite_v6_next_open,-0.0058115400581154,-0.0078115400581154,-0.2272727272727307,-0.3054870129870168,False,1.1343344155844222,closed,box_any,binance_um:OPUSDT:15m:box_any:11633,OPUSDT,OP,15m,True,matched,11154.0,2024-12-19 13:30:00+00:00,-1.1089958805355349,-0.0203493173335851,2024-12-19 15:00:00+00:00,2024-12,1.0,earlier,11553,80,chart,1.8394,1.76476,0.0746399999999998,1.9272,1.1763129689174747,False,extension_gt1,0.264705882352942,2024-12-24 13:30:00+00:00,earlier,23.5,-78.115400581154,-58.115400581154,removed
36412,2025-09-08 16:00:00+00:00,36413,2025-09-08 16:15:00+00:00,0.7523,0.7427300000000001,0.0095699999999998,0.0127209889671671,36455,2025-09-09 02:45:00+00:00,0.7427300000000001,initial_stop,-0.0127209889671671,-0.0147209889671671,-0.999999999999996,-1.1572204806687552,False,4.608150470219508,closed,box_any,binance_um:OPUSDT:15m:box_any:36412,OPUSDT,OP,15m,True,matched,35869.0,2025-09-03 00:15:00+00:00,-1.171850060459488,-0.0136380523501266,2025-09-03 01:00:00+00:00,2025-09,1.0,earlier,36358,54,htf,0.7286,0.71718,0.0114199999999999,0.7524,2.084063047285461,False,extension_gt1,0.6992481203007511,2025-09-08 16:15:00+00:00,earlier,10.5,-147.209889671671,-127.20988967167101,removed
11634,2024-12-24 13:30:00+00:00,11635,2024-12-24 13:45:00+00:00,5.316,5.1846000000000005,0.1313999999999993,0.0247178329571104,11739,2024-12-25 15:45:00+00:00,5.2467,opposite_v6_next_open,-0.0130361173814899,-0.0150361173814899,-0.5273972602739782,-0.6083105022831111,False,1.0159817351598208,closed,box_any,binance_um:PENDLEUSDT:15m:box_any:11634,PENDLEUSDT,PENDLE,15m,True,matched,10949.0,2024-12-17 10:15:00+00:00,-1.1325311827956992,-0.01709078812858,2024-12-17 14:30:00+00:00,2024-12,1.0,earlier,11566,68,chart,5.1646,5.0204,0.1441999999999996,5.3158,1.0485436893203923,False,extension_gt1,0.763573883161514,2024-12-24 13:45:00+00:00,earlier,26.0,-150.361173814899,-130.361173814899,removed
7159,2026-01-28 01:15:00+00:00,7160,2026-01-28 01:30:00+00:00,0.6216,0.6024,0.0191999999999999,0.0308880308880308,7197,2026-01-28 10:45:00+00:00,0.6024,initial_stop,-0.0308880308880308,-0.0328880308880308,-0.9999999999999984,-1.0647499999999983,False,2.0885416666666625,closed,box_any,binance_um:PIEVERSEUSDT:15m:box_any:7159,PIEVERSEUSDT,PIEVERSE,15m,True,matched,7391.0,2026-01-30 11:15:00+00:00,1.3604150943396198,0.0294414046549611,2026-01-31 03:30:00+00:00,2026-01,2.0,later,7094,65,chart,0.5953,0.5784,0.0169,0.6216,1.5562130177514764,False,extension_gt1,0.5649717514124318,2026-01-28 01:30:00+00:00,later,9.25,-328.880308880308,-308.880308880308,removed
9530,2026-02-21 18:00:00+00:00,9531,2026-02-21 18:15:00+00:00,0.4216,0.4153,0.0062999999999999,0.014943074003795,9547,2026-02-21 22:15:00+00:00,0.4153,initial_stop,-0.014943074003795,-0.016943074003795,-1.000000000000001,-1.133841269841272,False,0.2380952380952393,closed,box_any,binance_um:PIEVERSEUSDT:15m:box_any:9530,PIEVERSEUSDT,PIEVERSE,15m,True,matched,9190.0,2026-02-18 05:00:00+00:00,1.718440000000022,0.0212730873978708,2026-02-18 16:00:00+00:00,2026-02,1.0,later,9501,29,htf,0.416,0.4118,0.0041999999999999,0.4218,1.3809523809523936,False,extension_gt1,0.0508474576271191,2026-02-21 18:15:00+00:00,later,4.0,-169.43074003795002,-149.43074003795,removed
11728,2026-03-16 15:30:00+00:00,11729,2026-03-16 15:45:00+00:00,0.5368,0.5241,0.0127,0.0236587183308495,11774,2026-03-17 03:00:00+00:00,0.5241,initial_stop,-0.0236587183308495,-0.0256587183308495,-0.9999999999999992,-1.084535433070865,False,0.7795275590551082,closed,box_any,binance_um:PIEVERSEUSDT:15m:box_any:11728,PIEVERSEUSDT,PIEVERSE,15m,True,matched,12271.0,2026-03-22 07:15:00+00:00,-1.1214444444444442,-0.0184684354986276,2026-03-22 09:00:00+00:00,2026-03,1.0,later,11669,59,chart,0.5176,0.5068,0.0107999999999999,0.5368,1.7777777777778003,False,extension_gt1,0.8235294117647097,2026-03-16 15:45:00+00:00,later,11.25,-256.587183308495,-236.58718330849499,removed
6038,2025-09-02 05:00:00+00:00,6039,2025-09-02 05:15:00+00:00,0.003704,0.003587,0.0001169999999999,0.0315874730021598,6069,2025-09-02 12:45:00+00:00,0.003587,initial_stop,-0.0315874730021598,-0.0335874730021598,-1.0,-1.0633162393162394,False,1.376068376068378,closed,box_any,binance_um:PUMPUSDT:15m:box_any:6038,PUMPUSDT,PUMP,15m,True,matched,6376.0,2025-09-05 17:30:00+00:00,-0.3228727272727253,-0.0114888936812593,2025-09-06 16:15:00+00:00,2025-09,2.0,earlier,6020,18,htf,0.003416,0.003315,0.000101,0.003704,2.8514851485148367,False,extension_gt1,0.3402061855670082,2025-09-02 05:15:00+00:00,earlier,7.5,-335.874730021598,-315.874730021598,removed
21821,2026-02-13 14:45:00+00:00,21822,2026-02-13 15:00:00+00:00,0.002002,0.001947,5.499999999999993e-05,0.0274725274725274,22005,2026-02-15 12:45:00+00:00,0.002258,trailing_stop,0.1278721278721279,0.1258721278721279,4.654545454545465,4.581745454545464,False,7.000000000000008,closed,box_any,binance_um:PUMPUSDT:15m:box_any:21821,PUMPUSDT,PUMP,15m,True,matched,22161.0,2026-02-17 03:45:00+00:00,-1.1389374999999975,-0.0163949617633829,2026-02-17 05:30:00+00:00,2026-02,1.0,later,21791,30,chart,0.001919,0.00188,3.899999999999997e-05,0.002002,2.1282051282051286,False,extension_gt1,0.5942028985507214,2026-02-13 15:00:00+00:00,later,45.75,1258.721278721279,1278.721278721279,removed
12036,2024-12-28 18:00:00+00:00,12037,2024-12-28 18:15:00+00:00,194.21,192.19,2.0200000000000102,0.010401112198136,12128,2024-12-29 17:00:00+00:00,192.19,initial_stop,-0.0104011121981361,-0.0124011121981361,-1.0000000000000018,-1.1922871287128722,False,1.7178217821782085,closed,box_any,binance_um:SOLUSDT:15m:box_any:12036,SOLUSDT,SOL,15m,True,matched,10351.0,2024-12-11 04:45:00+00:00,2.5755882352941084,0.0440553395838096,2024-12-12 11:00:00+00:00,2024-12,1.0,earlier,12017,19,htf,187.75,186.26,1.490000000000009,194.22,4.342281879194603,False,extension_gt1,0.7255936675461703,2024-12-28 18:15:00+00:00,earlier,22.75,-124.011121981361,-104.011121981361,removed
12888,2025-01-06 15:00:00+00:00,12889,2025-01-06 15:15:00+00:00,221.73,216.33,5.399999999999977,0.0243539439859287,12936,2025-01-07 03:00:00+00:00,216.33,initial_stop,-0.0243539439859287,-0.0263539439859287,-0.9999999999999994,-1.082122222222222,False,0.2611111111111115,closed,box_any,binance_um:SOLUSDT:15m:box_any:12888,SOLUSDT,SOL,15m,True,matched,15080.0,2025-01-29 11:00:00+00:00,-1.164971631205675,-0.0141232965048795,2025-01-29 12:30:00+00:00,2025-01,1.0,earlier,12883,5,htf,218.59,215.51,3.0800000000000125,221.74,1.0227272727272705,False,extension_gt1,0.6357827476038319,2025-01-06 15:15:00+00:00,earlier,11.75,-263.53943985928703,-243.539439859287,removed
16103,2025-02-09 02:45:00+00:00,16104,2025-02-09 03:00:00+00:00,201.42,199.39,2.0299999999999727,0.0100784430543142,16128,2025-02-09 09:00:00+00:00,202.16,trailing_stop,0.0036739152020652,0.0016739152020652,0.3645320197044329,0.1660886699507356,False,2.8768472906404345,closed,box_any,binance_um:SOLUSDT:15m:box_any:16103,SOLUSDT,SOL,15m,True,matched,16283.0,2025-02-10 23:45:00+00:00,0.2139809523809527,0.0022432108626198,2025-02-11 10:30:00+00:00,2025-02,1.0,earlier,16037,66,chart,194.43,192.13,2.3000000000000114,201.42,3.039130434782585,False,extension_gt1,-0.0514285714285742,2025-02-09 03:00:00+00:00,earlier,6.0,16.739152020652,36.739152020652,removed
44008,2025-11-26 19:00:00+00:00,44009,2025-11-26 19:15:00+00:00,143.75,140.36,3.3899999999999864,0.023582608695652,44122,2025-11-27 23:30:00+00:00,140.36,initial_stop,-0.023582608695652,-0.025582608695652,-1.0000000000000009,-1.084808259587022,False,0.2684365781710915,closed,box_any,binance_um:SOLUSDT:15m:box_any:44008,SOLUSDT,SOL,15m,True,matched,42698.0,2025-11-13 03:30:00+00:00,-0.3857850877193017,-0.0113796493951744,2025-11-13 14:15:00+00:00,2025-11,1.0,later,44002,6,htf,139.77,136.16,3.6100000000000136,143.75,1.1024930747922368,False,extension_gt1,0.5089514066496174,2025-11-26 19:15:00+00:00,later,28.25,-255.82608695652002,-235.82608695652,removed
53949,2026-03-10 08:15:00+00:00,53950,2026-03-10 08:30:00+00:00,86.98,86.07000000000001,0.9099999999999966,0.0104621752126925,53970,2026-03-10 13:30:00+00:00,86.07000000000001,initial_stop,-0.0104621752126925,-0.0124621752126925,-1.0000000000000016,-1.1911648351648376,False,0.7362637362637409,closed,box_any,binance_um:SOLUSDT:15m:box_any:53949,SOLUSDT,SOL,15m,True,matched,55992.0,2026-03-31 15:00:00+00:00,1.1037575757575897,0.0178724239450442,2026-04-01 09:30:00+00:00,2026-03,1.0,later,53835,114,chart,83.1,81.7,1.3999999999999917,86.98,2.7714285714285953,False,extension_gt1,0.8918918918919126,2026-03-10 08:30:00+00:00,later,5.0,-124.621752126925,-104.621752126925,removed
22284,2025-04-14 12:00:00+00:00,22285,2025-04-14 12:15:00+00:00,5.557,5.472,0.0849999999999999,0.0152960230340111,22291,2025-04-14 13:45:00+00:00,5.472,initial_stop,-0.0152960230340111,-0.0172960230340111,-0.999999999999998,-1.1307529411764687,False,0.5176470588235249,closed,box_any,binance_um:UNIUSDT:15m:box_any:22284,UNIUSDT,UNI,15m,True,matched,22401.0,2025-04-15 17:15:00+00:00,-1.1299506172839484,-0.0173904617138512,2025-04-15 22:15:00+00:00,2025-04,1.0,earlier,22251,33,htf,5.44,5.344,0.096,5.557,1.218749999999999,False,extension_gt1,-0.2403100775193799,2025-04-14 12:15:00+00:00,earlier,1.5,-172.960230340111,-152.960230340111,removed
26400,2025-05-27 09:00:00+00:00,26401,2025-05-27 09:15:00+00:00,6.673,6.55,0.1230000000000002,0.0184324891353214,26418,2025-05-27 13:30:00+00:00,6.55,initial_stop,-0.0184324891353214,-0.0204324891353214,-0.9999999999999998,-1.10850406504065,False,0.8861788617886162,closed,box_any,binance_um:UNIUSDT:15m:box_any:26400,UNIUSDT,UNI,15m,True,matched,25152.0,2025-05-14 09:00:00+00:00,-1.1162956521739107,-0.0191975474801854,2025-05-14 17:00:00+00:00,2025-05,1.0,earlier,26291,109,htf,6.333,6.156,0.1770000000000005,6.673,1.9209039548022535,False,extension_gt1,0.415204678362573,2025-05-27 09:15:00+00:00,earlier,4.25,-204.324891353214,-184.32489135321399,removed
36386,2025-09-08 09:30:00+00:00,36387,2025-09-08 09:45:00+00:00,9.604,9.432,0.1719999999999988,0.0179092044981256,36455,2025-09-09 02:45:00+00:00,9.432,initial_stop,-0.0179092044981256,-0.0199092044981256,-0.9999999999999972,-1.1116744186046492,False,1.0465116279069926,closed,box_any,binance_um:UNIUSDT:15m:box_any:36386,UNIUSDT,UNI,15m,True,matched,36040.0,2025-09-04 19:00:00+00:00,2.391821782178265,0.026220992076414,2025-09-05 14:15:00+00:00,2025-09,1.0,earlier,36359,27,chart,9.448,9.316,0.1319999999999996,9.603,1.1742424242424223,False,extension_gt1,0.6219931271477664,2025-09-08 09:45:00+00:00,earlier,17.0,-199.092044981256,-179.092044981256,removed
46922,2025-12-27 03:30:00+00:00,46923,2025-12-27 03:45:00+00:00,5.985,5.884,0.1009999999999999,0.01687552213868,46999,2025-12-27 22:45:00+00:00,5.884,initial_stop,-0.01687552213868,-0.01887552213868,-1.0000000000000009,-1.1185148514851495,False,0.5346534653465287,closed,box_any,binance_um:UNIUSDT:15m:box_any:46922,UNIUSDT,UNI,15m,True,matched,46892.0,2025-12-26 20:00:00+00:00,1.0721333333333225,0.0110226182316655,2025-12-27 10:30:00+00:00,2025-12,0.0,later,46912,10,chart,5.879,5.8180000000000005,0.060999999999999,5.986,1.7540983606557683,False,extension_gt1,0.8775510204081585,2025-12-27 03:45:00+00:00,later,19.0,-188.7552213868,-168.75522138679997,removed
19279,2026-03-04 08:00:00+00:00,19280,2026-03-04 08:15:00+00:00,0.04468,0.04344,0.0012399999999999,0.0277529095792298,19403,2026-03-05 15:00:00+00:00,0.04551,trailing_stop,0.01857654431513,0.01657654431513,0.6693548387096891,0.5972903225806564,False,3.540322580645191,closed,box_any,binance_um:USELESSUSDT:15m:box_any:19279,USELESSUSDT,USELESS,15m,True,matched,21072.0,2026-03-23 00:15:00+00:00,0.6499740259740235,0.014398158803222,2026-03-23 22:30:00+00:00,2026-03,2.0,later,19242,37,htf,0.04219,0.04091,0.0012799999999999,0.04469,1.953125000000007,False,extension_gt1,0.1908396946564879,2026-03-04 08:15:00+00:00,later,30.75,165.76544315130002,185.7654431513,removed
7356,2024-11-10 00:00:00+00:00,7357,2024-11-10 00:15:00+00:00,2.4792,2.4281,0.0510999999999999,0.0206114875766375,7440,2024-11-10 21:00:00+00:00,2.5994,trailing_stop,0.0484833817360439,0.0464833817360439,2.352250489236797,2.2552172211350356,False,7.966731898238756,closed,box_any,binance_um:WIFUSDT:15m:box_any:7356,WIFUSDT,WIF,15m,True,matched,8466.0,2024-11-21 13:30:00+00:00,-1.066224224224224,-0.032200429275371,2024-11-21 15:15:00+00:00,2024-11,2.0,earlier,7292,64,htf,2.3939,2.3234,0.0705,2.4793,1.211347517730495,False,extension_gt1,-0.2456839309428919,2024-11-10 00:15:00+00:00,earlier,20.75,464.83381736043896,484.83381736043896,removed
19286,2025-03-14 06:30:00+00:00,19287,2025-03-14 06:45:00+00:00,0.4904,0.4804,0.0099999999999999,0.0203915171288742,19389,2025-03-15 08:15:00+00:00,0.499,trailing_stop,0.0175367047308319,0.0155367047308319,0.8600000000000008,0.7619200000000003,False,3.790000000000017,closed,box_any,binance_um:WIFUSDT:15m:box_any:19286,WIFUSDT,WIF,15m,True,matched,18645.0,2025-03-07 14:15:00+00:00,-1.084707692307694,-0.0256106066109697,2025-03-07 16:15:00+00:00,2025-03,2.0,earlier,19152,134,chart,0.47,0.4504,0.0195999999999999,0.4903,1.0357142857142905,False,extension_gt1,0.7246376811594192,2025-03-14 06:45:00+00:00,earlier,25.5,155.367047308319,175.36704730831897,removed
29584,2025-06-29 13:00:00+00:00,29585,2025-06-29 13:15:00+00:00,0.8464,0.8182,0.0282,0.0333175803402646,29633,2025-06-30 01:15:00+00:00,0.8608,trailing_stop,0.0170132325141776,0.0150132325141776,0.5106382978723386,0.4506099290780123,False,2.1312056737588625,closed,box_any,binance_um:WIFUSDT:15m:box_any:29584,WIFUSDT,WIF,15m,True,matched,28724.0,2025-06-20 14:00:00+00:00,-0.8882814814814852,-0.015066968212087,2025-06-20 14:45:00+00:00,2025-06,1.0,earlier,29457,127,chart,0.7871,0.7744000000000001,0.0126999999999999,0.8465,4.677165354330734,False,extension_gt1,0.7413249211356476,2025-06-29 13:15:00+00:00,earlier,12.0,150.132325141776,170.132325141776,removed
30541,2025-07-09 12:15:00+00:00,30542,2025-07-09 12:30:00+00:00,0.869,0.8544,0.0145999999999999,0.0168009205983888,30548,2025-07-09 14:00:00+00:00,0.8544,initial_stop,-0.0168009205983888,-0.0188009205983888,-1.0,-1.1190410958904116,False,0.2465753424657576,closed,box_any,binance_um:WIFUSDT:15m:box_any:30541,WIFUSDT,WIF,15m,True,matched,32662.0,2025-07-31 14:30:00+00:00,-1.102836956521741,-0.0214482612831624,2025-07-31 22:00:00+00:00,2025-07,1.0,earlier,30515,26,chart,0.8486,0.8352,0.0133999999999999,0.869,1.5223880597014945,False,extension_gt1,0.7988826815642435,2025-07-09 12:30:00+00:00,earlier,1.5,-188.009205983888,-168.009205983888,removed
29526,2025-06-28 22:30:00+00:00,29527,2025-06-28 22:45:00+00:00,0.536,0.5285000000000001,0.0074999999999999,0.0139925373134327,29540,2025-06-29 02:00:00+00:00,0.5285000000000001,initial_stop,-0.0139925373134327,-0.0159925373134327,-1.0000000000000004,-1.142933333333335,False,0.0,closed,box_any,binance_um:XTZUSDT:15m:box_any:29526,XTZUSDT,XTZ,15m,True,matched,28213.0,2025-06-15 06:15:00+00:00,-1.1927586206896543,-0.0123756708407871,2025-06-15 07:00:00+00:00,2025-06,0.0,earlier,29500,26,chart,0.528,0.5215000000000001,0.0064999999999999,0.535,1.0769230769230862,False,extension_gt1,1.0,2025-06-28 22:45:00+00:00,earlier,3.25,-159.925373134327,-139.925373134327,removed
34788,2025-08-22 18:00:00+00:00,34789,2025-08-22 18:15:00+00:00,0.867,0.8498,0.0171999999999999,0.019838523644752,34822,2025-08-23 02:30:00+00:00,0.8498,initial_stop,-0.019838523644752,-0.021838523644752,-1.0000000000000009,-1.1008139534883732,False,0.6976744186046521,closed,box_any,binance_um:XTZUSDT:15m:box_any:34788,XTZUSDT,XTZ,15m,True,matched,34684.0,2025-08-21 16:00:00+00:00,-1.1154285714285714,-0.0193267326732673,2025-08-22 00:45:00+00:00,2025-08,1.0,earlier,34773,15,htf,0.821,0.7772,0.0437999999999999,0.866,1.0273972602739747,False,extension_gt1,0.3333333333333333,2025-08-22 18:15:00+00:00,earlier,8.25,-218.38523644752001,-198.38523644752,removed
36468,2025-09-09 06:00:00+00:00,36469,2025-09-09 06:15:00+00:00,0.734,0.7241000000000001,0.0098999999999999,0.0134877384196184,36502,2025-09-09 14:30:00+00:00,0.7241000000000001,initial_stop,-0.0134877384196183,-0.0154877384196183,-0.9999999999999972,-1.148282828282827,False,1.2121212121212244,closed,box_any,binance_um:XTZUSDT:15m:box_any:36468,XTZUSDT,XTZ,15m,True,matched,35738.0,2025-09-01 15:30:00+00:00,-1.1398019801980244,-0.0163059490084984,2025-09-01 20:30:00+00:00,2025-09,1.0,earlier,36366,102,htf,0.715,0.7078,0.0071999999999999,0.733,2.5000000000000075,False,extension_gt1,0.3333333333333333,2025-09-09 06:15:00+00:00,earlier,8.25,-154.877384196183,-134.877384196183,removed
