signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours,rsi,gate_rsi_line,gate_sar_strong_same_bar,gate_sar_strong_window,gate_sar_direction
26624,26625,26754,1,3353.57,100.6071,3252.9629,3252.9629,initial_stop,,,False,-1.0000000000000018,-1.0656666666666683,-1.0000000000000018,-100.60710000000017,6.6065329,-107.21363290000018,False,0,False,False,False,2024-04-02T02:40:00+00:00,2024-04-02T02:45:00+00:00,2024-04-02T13:30:00+00:00,2024-04-02T02:45:00+00:00,2024-04,10.833333333333334,16.545082613015254,True,False,False,False
26984,26985,27198,-1,3352.01,100.5603,3452.5703000000003,3281.08,opposite_signal_close,27101.0,3283.03,True,0.695652260385064,0.6296812459787824,0.7053479355172995,69.95500000000015,6.634065,63.320935000000155,False,0,False,False,False,2024-04-03T08:40:00+00:00,2024-04-03T08:45:00+00:00,2024-04-04T02:30:00+00:00,2024-04-03T08:45:00+00:00,2024-04,17.833333333333332,75.74556782329026,True,False,False,False
27198,27199,27328,1,3281.08,98.4324,3182.6476,3371.06,opposite_signal_close,27292.0,3349.36,True,0.8039019672384308,0.7364313986045257,0.9141299003173754,79.13000000000011,6.64129,72.48871000000011,False,0,False,False,False,2024-04-04T02:30:00+00:00,2024-04-04T02:35:00+00:00,2024-04-04T13:20:00+00:00,2024-04-04T02:35:00+00:00,2024-04,10.833333333333334,26.14000788617281,True,False,False,False
27219,27220,27328,1,3259.63,97.7889,3161.8411,3371.06,opposite_signal_close,27292.0,3349.36,True,1.0285420942458696,0.9608468854849572,1.1394953824002503,100.57999999999993,6.61984,93.96015999999993,False,0,False,False,False,2024-04-04T04:15:00+00:00,2024-04-04T04:20:00+00:00,2024-04-04T13:20:00+00:00,2024-04-04T04:20:00+00:00,2024-04,9.083333333333334,30.390011930355854,False,False,True,False
27328,27329,27521,-1,3371.06,101.1318,3472.1918,3257.71,opposite_signal_close,27472.0,3294.36,True,0.9396154325345724,0.8738883813004402,1.120814620129375,95.02499999999986,6.647095,88.37790499999986,False,0,False,False,False,2024-04-04T13:20:00+00:00,2024-04-04T13:25:00+00:00,2024-04-05T05:25:00+00:00,2024-04-04T13:25:00+00:00,2024-04,16.083333333333332,71.03406905971556,True,False,False,False
27521,27522,28022,1,3257.71,97.7313,3159.9787,3392.29,opposite_signal_close,27648.0,3334.85,True,1.083173967807651,1.0154241271731768,1.377040927522707,105.8599999999999,6.6212800000000005,99.2387199999999,False,0,False,False,False,2024-04-05T05:25:00+00:00,2024-04-05T05:30:00+00:00,2024-04-06T23:10:00+00:00,2024-04-05T05:30:00+00:00,2024-04,41.75,32.78972723161719,False,False,False,False
28022,28023,28264,-1,3392.29,101.7687,3494.0587,3385.50542,break_even,28249.0,3375.84,True,0.11415386066639263,0.047601347860392364,0.06666666666666672,11.617289999999912,6.77296271,4.844327289999912,False,0,False,False,False,2024-04-06T23:10:00+00:00,2024-04-06T23:15:00+00:00,2024-04-07T19:20:00+00:00,2024-04-06T23:15:00+00:00,2024-04,20.166666666666668,75.96656017060397,True,False,False,False
28301,28302,28418,-1,3416.43,102.49289999999999,3518.9229,3518.9229,initial_stop,,,False,-1.000000000000002,-1.0676666666666685,-1.000000000000002,-102.49290000000019,6.9353529,-109.42825290000019,False,0,False,False,False,2024-04-07T22:25:00+00:00,2024-04-07T22:30:00+00:00,2024-04-08T08:10:00+00:00,2024-04-07T22:30:00+00:00,2024-04,9.75,62.60398588590336,False,False,True,False
28412,28413,28419,-1,3468.92,104.0676,3572.9876,3572.9876,initial_stop,,,False,-0.9999999999999987,-1.0676666666666652,-0.9999999999999987,-104.06759999999986,7.0419076,-111.10950759999986,False,0,False,False,False,2024-04-08T07:40:00+00:00,2024-04-08T07:45:00+00:00,2024-04-08T08:15:00+00:00,2024-04-08T07:45:00+00:00,2024-04,0.5833333333333334,72.81954339255839,True,False,False,False
28414,28415,28419,-1,3471.0,104.13,3575.13,3575.13,initial_stop,,,False,-1.000000000000001,-1.0676666666666679,-1.000000000000001,-104.13000000000011,7.04613,-111.17613000000011,False,0,False,False,False,2024-04-08T07:50:00+00:00,2024-04-08T07:55:00+00:00,2024-04-08T08:15:00+00:00,2024-04-08T07:55:00+00:00,2024-04,0.4166666666666667,70.70431307340738,True,False,False,False
28419,28420,28535,-1,3568.79,107.0637,3675.8537,3675.8537,initial_stop,,,False,-1.0000000000000016,-1.067666666666668,-1.0000000000000016,-107.06370000000015,7.2446437,-114.30834370000015,False,0,False,False,False,2024-04-08T08:15:00+00:00,2024-04-08T08:20:00+00:00,2024-04-08T17:55:00+00:00,2024-04-08T08:20:00+00:00,2024-04,9.666666666666666,88.71616386845079,True,False,False,False
28786,28787,28992,1,3515.59,105.4677,3410.1223,3522.62118,break_even,28982.0,3543.08,True,0.16365759374670982,0.09682726948629643,0.0666666666666662,17.260589999999866,7.04844059,10.212149409999865,False,0,False,False,False,2024-04-09T14:50:00+00:00,2024-04-09T14:55:00+00:00,2024-04-10T08:00:00+00:00,2024-04-09T14:55:00+00:00,2024-04,17.166666666666668,23.36881739866668,True,False,False,False
29679,29680,29681,1,3413.53,102.4059,3311.1241,3311.1241,initial_stop,,,False,-1.000000000000002,-1.0656666666666685,-1.000000000000002,-102.4059000000002,6.7246541,-109.1305541000002,False,0,False,False,False,2024-04-12T17:15:00+00:00,2024-04-12T17:20:00+00:00,2024-04-12T17:25:00+00:00,2024-04-12T17:20:00+00:00,2024-04,0.16666666666666666,33.961405983793554,False,False,True,True
29681,29682,29694,1,3320.0,99.6,3220.4,3220.4,initial_stop,,,False,-0.9999999999999991,-1.0656666666666659,-0.9999999999999991,-99.59999999999991,6.5404,-106.14039999999991,False,0,False,False,False,2024-04-12T17:25:00+00:00,2024-04-12T17:30:00+00:00,2024-04-12T18:30:00+00:00,2024-04-12T17:30:00+00:00,2024-04,1.0833333333333333,13.819645567358819,True,False,True,False
29999,30000,30001,1,3083.8,92.514,2991.286,2991.286,initial_stop,,,False,-1.0000000000000013,-1.065666666666668,-1.0000000000000013,-92.51400000000012,6.075086000000001,-98.58908600000012,False,0,False,False,False,2024-04-13T19:55:00+00:00,2024-04-13T20:00:00+00:00,2024-04-13T20:05:00+00:00,2024-04-13T20:00:00+00:00,2024-04,0.16666666666666666,16.258778115528983,True,False,False,False
30315,30316,30413,-1,3142.45,94.27349999999998,3236.7234999999996,3236.7234999999996,initial_stop,,,False,-0.9999999999999979,-1.0676666666666645,-0.9999999999999979,-94.27349999999979,6.379173499999999,-100.65267349999978,False,0,False,False,False,2024-04-14T22:15:00+00:00,2024-04-14T22:20:00+00:00,2024-04-15T06:25:00+00:00,2024-04-14T22:20:00+00:00,2024-04,8.166666666666666,74.40161452316458,True,False,False,False
30415,30416,30750,-1,3242.2,97.26599999999999,3339.466,3012.98,opposite_signal_close,30545.0,3086.46,True,1.9789032138671252,1.9142154504143256,2.35663027162626,192.4799999999998,6.29192,186.1880799999998,False,0,False,False,False,2024-04-15T06:35:00+00:00,2024-04-15T06:40:00+00:00,2024-04-16T10:30:00+00:00,2024-04-15T06:40:00+00:00,2024-04,27.916666666666668,89.52878725242284,True,False,False,False
30750,30751,31063,1,3012.98,90.3894,2922.5906,3019.00596,break_even,30885.0,3111.9,True,0.5805213885698988,0.5132742005146622,0.06666666666666601,52.47298000000001,6.07843298,46.394547020000005,False,0,False,False,False,2024-04-16T10:30:00+00:00,2024-04-16T10:35:00+00:00,2024-04-17T12:35:00+00:00,2024-04-16T10:35:00+00:00,2024-04,26.083333333333332,20.334752496732023,True,False,False,False
31372,31373,31517,-1,3080.0,92.39999999999999,3172.4,2875.58,opposite_signal_close,31506.0,2998.21,True,1.5487554112554116,1.4836375000000004,2.212337662337663,143.10500000000002,6.016895,137.088105,False,0,False,False,False,2024-04-18T14:20:00+00:00,2024-04-18T14:25:00+00:00,2024-04-19T02:25:00+00:00,2024-04-18T14:25:00+00:00,2024-04,12.083333333333334,67.50290171991094,False,False,False,False
31517,31518,31966,1,2875.58,86.2674,2789.3125999999997,3106.37,opposite_signal_close,31962.0,3073.41,True,2.484252452258906,2.4151015331399805,2.6752863770091597,214.30999999999995,5.96547,208.34452999999993,False,0,False,False,False,2024-04-19T02:25:00+00:00,2024-04-19T02:30:00+00:00,2024-04-20T15:50:00+00:00,2024-04-19T02:30:00+00:00,2024-04,37.416666666666664,12.516681493281524,True,False,False,False
31966,31967,32230,-1,3106.37,93.19109999999999,3199.5611,3138.07,break_even_marketable,32230.0,3138.07,True,-0.34016123857321434,-0.4071680664784542,-0.34016123857321434,-31.700000000000273,6.244440000000001,-37.94444000000027,False,1,False,False,True,2024-04-20T15:50:00+00:00,2024-04-20T15:55:00+00:00,2024-04-21T13:50:00+00:00,2024-04-20T15:55:00+00:00,2024-04,22.0,79.62590281084744,True,False,False,False
31986,31987,32230,-1,3134.6,94.038,3228.638,3138.07,break_even_marketable,32230.0,3138.07,True,-0.03689997660520486,-0.10360354324847675,-0.03689997660520486,-3.4700000000002547,6.272670000000001,-9.742670000000256,False,1,False,False,True,2024-04-20T17:30:00+00:00,2024-04-20T17:35:00+00:00,2024-04-21T13:50:00+00:00,2024-04-20T17:35:00+00:00,2024-04,20.333333333333332,73.80542061795853,True,False,True,False
32814,32815,33342,-1,3257.19,97.7157,3354.9057000000003,3085.98,opposite_signal_close,33102.0,3208.81,True,1.123616778061254,1.0580737281726487,1.7521237631209727,109.79500000000007,6.404585000000001,103.39041500000008,False,0,False,False,False,2024-04-23T14:30:00+00:00,2024-04-23T14:35:00+00:00,2024-04-25T10:30:00+00:00,2024-04-23T14:35:00+00:00,2024-04,44.0,83.0073687092472,True,False,False,False
33342,33343,33800,1,3085.98,92.57939999999999,2993.4006,3092.15196,break_even,33471.0,3189.08,True,0.5901526689522726,0.5228958496166536,0.06666666666666804,54.63598000000002,6.226595980000001,48.40938402000002,False,0,False,False,False,2024-04-25T10:30:00+00:00,2024-04-25T10:35:00+00:00,2024-04-27T00:40:00+00:00,2024-04-25T10:35:00+00:00,2024-04,38.166666666666664,23.66797426419265,True,False,False,False
33691,33692,34000,1,3108.74,93.26219999999999,3015.4777999999997,3169.73,opposite_signal_close,33956.0,3148.4500000000003,True,0.539875748159494,0.47266920574466786,0.653962698713951,50.350000000000364,6.26783,44.08217000000036,False,0,False,False,False,2024-04-26T15:35:00+00:00,2024-04-26T15:40:00+00:00,2024-04-27T17:20:00+00:00,2024-04-26T15:40:00+00:00,2024-04,25.75,35.49496992290398,False,False,False,False
34000,34001,34006,-1,3169.73,95.0919,3264.8219,3264.8219,initial_stop,,,False,-0.999999999999999,-1.0676666666666657,-0.999999999999999,-95.0918999999999,6.4345519,-101.5264518999999,False,0,False,False,False,2024-04-27T17:20:00+00:00,2024-04-27T17:25:00+00:00,2024-04-27T17:50:00+00:00,2024-04-27T17:25:00+00:00,2024-04,0.5,63.09588695884269,False,False,False,False
34007,34008,34305,-1,3258.63,97.7589,3356.3889,3356.3889,initial_stop,,,False,-0.9999999999999981,-1.0676666666666648,-0.9999999999999981,-97.75889999999981,6.6150189,-104.37391889999981,False,0,False,False,False,2024-04-27T17:55:00+00:00,2024-04-27T18:00:00+00:00,2024-04-28T18:45:00+00:00,2024-04-27T18:00:00+00:00,2024-04,24.833333333333332,87.29251974737143,True,False,False,False
34640,34641,34763,-1,3213.64,96.4092,3310.0492,3067.22,opposite_signal_close,34754.0,3141.4900000000002,True,1.1335536442580154,1.0680205312356068,1.5187347265613662,109.28499999999985,6.317995,102.96700499999986,False,0,False,False,False,2024-04-29T22:40:00+00:00,2024-04-29T22:45:00+00:00,2024-04-30T08:55:00+00:00,2024-04-29T22:45:00+00:00,2024-04,10.25,76.68211426269573,True,False,False,False
34664,34665,34763,-1,3226.47,96.79409999999999,3323.2641,3067.22,opposite_signal_close,34754.0,3141.4900000000002,True,1.2615954898077444,1.1961904186308856,1.6452449064560755,122.11499999999978,6.330824999999999,115.78417499999978,False,0,False,False,False,2024-04-30T00:40:00+00:00,2024-04-30T00:45:00+00:00,2024-04-30T08:55:00+00:00,2024-04-30T00:45:00+00:00,2024-04,8.25,64.46734198113515,False,False,True,False
34667,34668,34763,-1,3244.98,97.3494,3342.3294,3067.22,opposite_signal_close,34754.0,3141.4900000000002,True,1.4445389493926002,1.3793168216753262,1.8259999548019834,140.625,6.349335,134.275665,False,0,False,False,False,2024-04-30T00:55:00+00:00,2024-04-30T01:00:00+00:00,2024-04-30T08:55:00+00:00,2024-04-30T01:00:00+00:00,2024-04,8.0,73.05324756649728,True,False,True,False
34763,34764,34802,1,3067.22,92.0166,2975.2034,2975.2034,initial_stop,,,False,-0.9999999999999992,-1.0656666666666659,-0.9999999999999992,-92.01659999999993,6.0424234,-98.05902339999993,False,0,False,False,False,2024-04-30T08:55:00+00:00,2024-04-30T09:00:00+00:00,2024-04-30T12:10:00+00:00,2024-04-30T09:00:00+00:00,2024-04,3.25,12.023916063409231,True,False,False,False
35029,35030,35044,1,2902.15,87.0645,2815.0855,2815.0855,initial_stop,,,False,-0.9999999999999996,-1.065666666666666,-0.9999999999999996,-87.06449999999995,5.717235500000001,-92.78173549999995,False,0,False,False,False,2024-05-01T07:05:00+00:00,2024-05-01T07:10:00+00:00,2024-05-01T08:20:00+00:00,2024-05-01T07:10:00+00:00,2024-05,1.25,14.239823982036242,True,False,False,False
35560,35561,35670,-1,3021.0,90.63,3111.63,3014.958,break_even,35611.0,2973.66,True,0.29450513075140716,0.2281329692154919,0.06666666666666575,26.69100000000003,6.015309,20.67569100000003,False,0,False,False,False,2024-05-03T03:20:00+00:00,2024-05-03T03:25:00+00:00,2024-05-03T12:30:00+00:00,2024-05-03T03:25:00+00:00,2024-05,9.166666666666666,60.112177972709134,False,False,True,True
35673,35674,35767,-1,3024.2,90.72599999999998,3114.926,3114.926,initial_stop,,,False,-1.0000000000000013,-1.067666666666668,-1.0000000000000013,-90.72600000000011,6.139126,-96.86512600000012,False,0,False,False,False,2024-05-03T12:45:00+00:00,2024-05-03T12:50:00+00:00,2024-05-03T20:35:00+00:00,2024-05-03T12:50:00+00:00,2024-05,7.833333333333333,75.56289389391483,True,False,False,False
35710,35711,36103,-1,3078.78,92.3634,3171.1434000000004,3098.0,break_even_marketable,36103.0,3098.0,True,-0.20809108369765297,-0.2749658414480173,-0.20809108369765297,-19.2199999999998,6.176779999999999,-25.3967799999998,False,1,False,False,True,2024-05-03T15:50:00+00:00,2024-05-03T15:55:00+00:00,2024-05-05T00:35:00+00:00,2024-05-03T15:55:00+00:00,2024-05,32.75,74.60069541535454,True,False,False,False
35940,35941,36201,-1,3158.41,94.75229999999999,3253.1623,3152.09318,break_even,36103.0,3098.0,True,0.35211187485686296,0.28579732006505315,0.06666666666666675,33.36340999999993,6.283456589999999,27.07995340999993,False,0,False,False,False,2024-05-04T11:00:00+00:00,2024-05-04T11:05:00+00:00,2024-05-05T08:45:00+00:00,2024-05-04T11:05:00+00:00,2024-05,21.75,77.83063409458597,True,False,False,False
36454,36455,36950,-1,3172.02,95.1606,3267.1806,3013.29,opposite_signal_close,36537.0,3106.32,True,1.1792170288964121,1.113729579258642,1.668022269720872,112.21499999999992,6.231825,105.98317499999992,False,0,False,False,False,2024-05-06T05:50:00+00:00,2024-05-06T05:55:00+00:00,2024-05-07T23:10:00+00:00,2024-05-06T05:55:00+00:00,2024-05,41.333333333333336,74.94807152428966,True,False,False,False
36458,36459,36950,-1,3188.27,95.6481,3283.9181,3013.29,opposite_signal_close,36537.0,3106.32,True,1.3431003856846075,1.2777768194036256,1.8294142800536553,128.46499999999992,6.248075,122.21692499999992,False,0,False,False,False,2024-05-06T06:10:00+00:00,2024-05-06T06:15:00+00:00,2024-05-07T23:10:00+00:00,2024-05-06T06:15:00+00:00,2024-05,41.0,78.13312302169834,True,False,True,True
36460,36461,36950,-1,3188.07,95.6421,3283.7121,3013.29,opposite_signal_close,36537.0,3106.32,True,1.3410935142578435,1.2757679411054348,1.827437916984259,128.2650000000001,6.247875,122.0171250000001,False,0,False,False,False,2024-05-06T06:20:00+00:00,2024-05-06T06:25:00+00:00,2024-05-07T23:10:00+00:00,2024-05-06T06:25:00+00:00,2024-05,40.833333333333336,76.08514569130895,True,False,True,False
36774,36775,36950,-1,3109.65,93.2895,3202.9395,3013.29,opposite_signal_close,36894.0,3038.75,True,0.896456728785127,0.8306865188472454,1.0329136719566523,83.63000000000011,6.13567,77.4943300000001,False,0,False,False,False,2024-05-07T08:30:00+00:00,2024-05-07T08:35:00+00:00,2024-05-07T23:10:00+00:00,2024-05-07T08:35:00+00:00,2024-05,14.666666666666666,75.94933070362886,True,False,False,False
36950,36951,37433,1,3013.4,90.402,2922.998,3011.93,break_even_marketable,37433.0,3011.93,True,-0.01626070219685687,-0.08291110816132669,-0.01626070219685687,-1.4700000000002547,6.02533,-7.495330000000255,False,1,False,False,True,2024-05-07T23:10:00+00:00,2024-05-07T23:15:00+00:00,2024-05-09T15:25:00+00:00,2024-05-07T23:15:00+00:00,2024-05,40.25,25.472135629926186,True,False,False,False
37443,37444,37697,-1,3017.46,90.5238,3107.9838,3017.88,break_even_marketable,37697.0,3017.88,True,-0.004639663823216356,-0.07131097015370624,-0.004639663823216356,-0.42000000000007276,6.035340000000001,-6.455340000000073,False,1,False,False,True,2024-05-09T16:15:00+00:00,2024-05-09T16:20:00+00:00,2024-05-10T13:25:00+00:00,2024-05-09T16:20:00+00:00,2024-05,21.166666666666668,68.56009230429231,False,False,True,True
37523,37524,37712,-1,3054.7,91.64099999999999,3146.341,2971.04,opposite_signal_close,37697.0,3017.88,True,0.657347693717875,0.5913383747449262,0.9129101602994278,60.23999999999978,6.0491600000000005,54.19083999999978,False,0,False,False,False,2024-05-09T22:55:00+00:00,2024-05-09T23:00:00+00:00,2024-05-10T14:40:00+00:00,2024-05-09T23:00:00+00:00,2024-05,15.75,78.49788750745437,True,False,False,False
37712,37713,37745,1,2971.03,89.1309,2881.8991,2881.8991,initial_stop,,,False,-1.0000000000000013,-1.0656666666666679,-1.0000000000000013,-89.13090000000011,5.852929100000001,-94.98382910000011,False,0,False,False,False,2024-05-10T14:40:00+00:00,2024-05-10T14:45:00+00:00,2024-05-10T17:25:00+00:00,2024-05-10T14:45:00+00:00,2024-05,2.75,16.067886691906352,True,False,False,False
38238,38239,38430,-1,2938.37,88.1511,3026.5211,2886.99,opposite_signal_close,38415.0,2916.58,True,0.4150260178262102,0.34877437717736975,0.5828628343832364,36.585000000000036,5.840154999999999,30.744845000000037,False,0,False,False,False,2024-05-12T10:30:00+00:00,2024-05-12T10:35:00+00:00,2024-05-13T02:30:00+00:00,2024-05-12T10:35:00+00:00,2024-05,16.0,76.6491856382491,True,False,False,False
38430,38431,38498,1,2886.99,86.60969999999999,2800.3803,2969.31,opposite_signal_close,38496.0,2962.16,True,0.909193773907543,0.8416179134669689,0.9504709056837765,78.74500000000012,5.8527249999999995,72.89227500000013,False,0,False,False,False,2024-05-13T02:30:00+00:00,2024-05-13T02:35:00+00:00,2024-05-13T08:10:00+00:00,2024-05-13T02:35:00+00:00,2024-05,5.666666666666667,19.53768989791037,True,False,False,False
38498,38499,38763,-1,2969.3,89.07900000000001,3058.3790000000004,2891.41,opposite_signal_close,38743.0,2934.05,True,0.6350542776636486,0.5690226652746456,0.8743923932688997,56.570000000000164,5.88203,50.68797000000016,False,0,False,False,False,2024-05-13T08:10:00+00:00,2024-05-13T08:15:00+00:00,2024-05-14T06:15:00+00:00,2024-05-13T08:15:00+00:00,2024-05,22.083333333333332,78.1351239318819,True,False,True,False
38763,38764,39085,1,2891.41,86.74229999999999,2804.6677,2897.1928199999998,break_even,39038.0,2910.31,True,0.14227672081556517,0.07546777742808292,0.06666666666666554,12.341409999999996,5.79516141,6.546248589999996,False,0,False,False,False,2024-05-14T06:15:00+00:00,2024-05-14T06:20:00+00:00,2024-05-15T09:05:00+00:00,2024-05-14T06:20:00+00:00,2024-05,26.833333333333332,14.639674816526878,True,False,False,False
38987,38988,39139,1,2870.04,86.10119999999999,2783.9388,2973.71,opposite_signal_close,39038.0,2910.31,True,0.8358768518905664,0.7683743083720092,1.2040482594899964,71.97000000000003,5.81205,66.15795000000003,False,0,False,False,False,2024-05-15T00:55:00+00:00,2024-05-15T01:00:00+00:00,2024-05-15T13:35:00+00:00,2024-05-15T01:00:00+00:00,2024-05,12.666666666666666,32.52289893670978,False,False,True,False
39139,39140,39387,-1,2973.72,89.21159999999999,3062.9316,2993.85,break_even_marketable,39387.0,2993.85,True,-0.22564330199211888,-0.29253561196077765,-0.22564330199211888,-20.13000000000011,5.967569999999999,-26.097570000000108,False,1,False,False,True,2024-05-15T13:35:00+00:00,2024-05-15T13:40:00+00:00,2024-05-16T10:15:00+00:00,2024-05-15T13:40:00+00:00,2024-05,20.666666666666668,77.5783958589399,True,False,False,False
39151,39152,39387,-1,2968.3,89.049,3057.349,2993.85,break_even_marketable,39387.0,2993.85,True,-0.28692068411772986,-0.35387427146851425,-0.28692068411772986,-25.549999999999727,5.96215,-31.51214999999973,False,1,False,False,True,2024-05-15T14:35:00+00:00,2024-05-15T14:40:00+00:00,2024-05-16T10:15:00+00:00,2024-05-15T14:40:00+00:00,2024-05,19.666666666666668,64.74260926036358,False,False,True,True
39198,39199,39387,-1,3003.29,90.0987,3093.3887,2997.2834199999998,break_even,39387.0,2993.85,True,0.08572032670837797,0.019139380368419664,0.06666666666666904,7.723290000000134,5.998856710000001,1.7244332900001327,False,1,False,False,False,2024-05-15T18:30:00+00:00,2024-05-15T18:35:00+00:00,2024-05-16T10:15:00+00:00,2024-05-15T18:35:00+00:00,2024-05,15.75,69.3040045251591,False,False,False,False
39437,39438,39634,1,2963.72,88.91159999999999,2874.8084,2962.3,break_even_marketable,39634.0,2962.3,True,-0.015970919430081318,-0.0826216151773179,-0.015970919430081318,-1.419999999999618,5.92602,-7.346019999999618,False,1,False,False,True,2024-05-16T14:25:00+00:00,2024-05-16T14:30:00+00:00,2024-05-17T06:50:00+00:00,2024-05-16T14:30:00+00:00,2024-05,16.416666666666668,34.14129890993182,False,False,True,False
39643,39644,39738,-1,3026.07,90.7821,3116.8521,3116.8521,initial_stop,,,False,-0.9999999999999989,-1.0676666666666654,-0.9999999999999989,-90.7820999999999,6.1429221,-96.9250220999999,False,0,False,False,False,2024-05-17T07:35:00+00:00,2024-05-17T07:40:00+00:00,2024-05-17T15:30:00+00:00,2024-05-17T07:40:00+00:00,2024-05,7.916666666666667,84.8325562479602,True,False,False,False
39653,39654,39964,-1,3048.14,91.4442,3139.5842,3139.5842,initial_stop,,,False,-0.9999999999999991,-1.0676666666666659,-0.9999999999999991,-91.44419999999991,6.1877242,-97.63192419999992,False,0,False,False,False,2024-05-17T08:25:00+00:00,2024-05-17T08:30:00+00:00,2024-05-18T10:20:00+00:00,2024-05-17T08:30:00+00:00,2024-05,25.916666666666668,76.15012518710813,True,False,True,True
39707,39708,40209,-1,3079.37,92.38109999999999,3171.7511,3105.56,break_even_marketable,40209.0,3105.56,True,-0.2834995469852606,-0.35044971319891255,-0.2834995469852606,-26.190000000000055,6.1849300000000005,-32.374930000000056,False,1,False,False,True,2024-05-17T12:55:00+00:00,2024-05-17T13:00:00+00:00,2024-05-19T06:45:00+00:00,2024-05-17T13:00:00+00:00,2024-05,41.833333333333336,80.02546783077752,True,False,False,False
40277,40278,40456,1,3082.64,92.47919999999999,2990.1607999999997,3088.80528,break_even,40453.0,3100.27,True,0.12865206446422697,0.06185674573309606,0.06666666666666847,11.897640000000138,6.177177640000001,5.720462360000137,False,0,False,False,False,2024-05-19T12:25:00+00:00,2024-05-19T12:30:00+00:00,2024-05-20T03:20:00+00:00,2024-05-19T12:30:00+00:00,2024-05,14.916666666666666,31.527376374352883,False,False,True,False
40475,40476,40648,-1,3123.86,93.7158,3217.5758,3217.5758,initial_stop,,,False,-0.9999999999999994,-1.067666666666666,-0.9999999999999994,-93.71579999999994,6.3414358,-100.05723579999994,False,0,False,False,False,2024-05-20T04:55:00+00:00,2024-05-20T05:00:00+00:00,2024-05-20T19:20:00+00:00,2024-05-20T05:00:00+00:00,2024-05,14.416666666666666,79.28198903363591,True,False,False,False
40652,40653,40662,-1,3401.06,102.03179999999999,3503.0918,3503.0918,initial_stop,,,False,-1.000000000000002,-1.0676666666666688,-1.000000000000002,-102.0318000000002,6.904151800000001,-108.9359518000002,False,0,False,False,False,2024-05-20T19:40:00+00:00,2024-05-20T19:45:00+00:00,2024-05-20T20:30:00+00:00,2024-05-20T19:45:00+00:00,2024-05,0.8333333333333334,89.84108629855724,True,False,False,False
40655,40656,40663,-1,3439.08,103.1724,3542.2524,3542.2524,initial_stop,,,False,-0.9999999999999993,-1.0676666666666659,-0.9999999999999993,-103.17239999999993,6.981332399999999,-110.15373239999992,False,0,False,False,False,2024-05-20T19:55:00+00:00,2024-05-20T20:00:00+00:00,2024-05-20T20:35:00+00:00,2024-05-20T20:00:00+00:00,2024-05,0.6666666666666666,89.34261310011085,True,False,False,False
40677,40678,40697,-1,3583.0,107.49,3690.49,3690.49,initial_stop,,,False,-0.999999999999998,-1.0676666666666645,-0.999999999999998,-107.48999999999978,7.273490000000001,-114.76348999999978,False,0,False,False,False,2024-05-20T21:45:00+00:00,2024-05-20T21:50:00+00:00,2024-05-20T23:25:00+00:00,2024-05-20T21:50:00+00:00,2024-05,1.6666666666666667,80.52996868252355,True,False,True,True
40681,40682,40828,-1,3624.41,108.7323,3733.1423,3733.1423,initial_stop,,,False,-1.000000000000001,-1.0676666666666679,-1.000000000000001,-108.73230000000012,7.3575523,-116.08985230000012,False,0,False,False,False,2024-05-20T22:05:00+00:00,2024-05-20T22:10:00+00:00,2024-05-21T10:20:00+00:00,2024-05-20T22:10:00+00:00,2024-05,12.25,76.93405322189605,True,False,True,False
41373,41374,41425,-1,3819.98,114.5994,3934.5794,3934.5794,initial_stop,,,False,-1.0000000000000004,-1.0676666666666672,-1.0000000000000004,-114.59940000000006,7.7545594,-122.35395940000006,False,0,False,False,False,2024-05-23T07:45:00+00:00,2024-05-23T07:50:00+00:00,2024-05-23T12:05:00+00:00,2024-05-23T07:50:00+00:00,2024-05,4.333333333333333,72.77465691602765,True,False,True,False
41389,41390,41425,-1,3824.13,114.7239,3938.8539,3938.8539,initial_stop,,,False,-0.9999999999999997,-1.0676666666666663,-0.9999999999999997,-114.72389999999996,7.7629839,-122.48688389999995,False,0,False,False,False,2024-05-23T09:05:00+00:00,2024-05-23T09:10:00+00:00,2024-05-23T12:05:00+00:00,2024-05-23T09:10:00+00:00,2024-05,3.0,66.75204113372558,False,False,True,False
41418,41419,41532,-1,3872.07,116.1621,3988.2321,3864.3258600000004,break_even,41498.0,3722.1800000000003,True,0.6785093416871754,0.6125211843621958,0.06666666666666485,78.81706999999983,7.665322930000001,71.15174706999983,False,0,False,False,False,2024-05-23T11:30:00+00:00,2024-05-23T11:35:00+00:00,2024-05-23T21:00:00+00:00,2024-05-23T11:35:00+00:00,2024-05,9.5,66.91993143000352,False,False,False,False
41425,41426,42461,-1,3931.73,117.9519,4049.6819,3923.86654,break_even,41498.0,3722.1800000000003,True,0.9216191515354978,0.8558741040203667,0.06666666666666694,108.70672999999988,7.75475327,100.95197672999988,False,0,False,False,False,2024-05-23T12:05:00+00:00,2024-05-23T12:10:00+00:00,2024-05-27T02:25:00+00:00,2024-05-23T12:10:00+00:00,2024-05,86.33333333333333,76.39799130511292,True,False,False,False
