sample_id,symbol,class_status,box_status,split,window_start_time,decision_time,original_source_path,matching_current_sources,current_window_ohlcv_agreement,recovered_image_path,image_exact_sha,recovered_source_path,numeric_timestamp_link,full_historical_ohlc_parity,core_start_time,core_end_time,post_core_visible_bars,original_window_start_bar,original_window_end_bar,recovered_window_start_bar,recovered_window_end_bar
ownerno_positive100_v1_P054,ENJ_USDT_SWAP,rejected,none,train,2026-01-14 23:00:00+00:00,2026-01-15 03:15:00+00:00,data/kline_fetched/okx_ENJ_USDT_SWAP_15m_41079.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_positive100_v1_P054.png,True,data/kline_fetched/okx_ENJ_USDT_SWAP_15m_41910.csv,True,unverified_no_original_source_sha,,,,21631,21648,21631,21648
okx_ENSO_USDT_SWAP_016260__b0,ENSO_USDT_SWAP,rejected,none,val,2026-04-16 19:00:00+00:00,2026-04-16 23:00:00+00:00,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/val/okx_ENSO_USDT_SWAP_016260__b0.png,True,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_27723.csv,True,unverified_no_original_source_sha,,,,16260,16276,16260,16276
neg_okx_ENSO_USDT_SWAP_012660__b0,ENSO_USDT_SWAP,rejected,none,train,2025-11-14 10:00:00+00:00,2025-11-14 13:15:00+00:00,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_ENSO_USDT_SWAP_012660__b0.png,True,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_27723.csv,True,unverified_no_original_source_sha,,,,1536,1549,1536,1549
ownerno_positive100_v1_P084,ENSO_USDT_SWAP,rejected,none,train,2026-03-01 07:00:00+00:00,2026-03-01 10:00:00+00:00,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_positive100_v1_P084.png,True,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_27723.csv,True,unverified_no_original_source_sha,,,,11796,11808,11796,11808
neg_okx_ENS_USDT_SWAP_020160__b0,ENS_USDT_SWAP,rejected,none,train,2025-07-18 18:45:00+00:00,2025-07-18 21:30:00+00:00,data/kline_fetched/okx_ENS_USDT_SWAP_15m_41079.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_ENS_USDT_SWAP_020160__b0.png,True,data/kline_fetched/okx_ENS_USDT_SWAP_15m_41910.csv,True,unverified_no_original_source_sha,,,,4334,4345,4334,4345
neg_okx_ETC_USDT_SWAP_015960__b0,ETC_USDT_SWAP,rejected,none,train,2025-07-08 20:00:00+00:00,2025-07-08 23:00:00+00:00,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_ETC_USDT_SWAP_015960__b0.png,True,data/kline_deep/okx_ETC_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,,,,3475,3487,123091,123103
ownerno_hardneg200_v1_T030,ETC_USDT_SWAP,rejected,none,train,2025-11-14 19:45:00+00:00,2025-11-15 00:15:00+00:00,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_hardneg200_v1_T030.png,True,data/kline_deep/okx_ETC_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,,,,15858,15876,135474,135492
okx_ETC_USDT_SWAP_015960__b0,ETC_USDT_SWAP,confirmed,rule_verified,train,2025-11-16 08:45:00+00:00,2025-11-16 11:45:00+00:00,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_ETC_USDT_SWAP_015960__b0.png,True,data/kline_deep/okx_ETC_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,2025-11-16 10:00:00+00:00,2025-11-16 11:00:00+00:00,3.0,16006,16018,135622,135634
ownerno_hardneg200_v1_T156,FARTCOIN_USDT_SWAP,rejected,none,train,2025-09-15 06:00:00+00:00,2025-09-15 09:15:00+00:00,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41078.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_hardneg200_v1_T156.png,True,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41909.csv,True,unverified_no_original_source_sha,,,,9946,9959,9946,9959
neg_FARTCOIN_USDT_SWAP_028490__b0,FARTCOIN_USDT_SWAP,rejected,none,val,2026-03-17 06:15:00+00:00,2026-03-17 10:00:00+00:00,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41078.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/val/neg_FARTCOIN_USDT_SWAP_028490__b0.png,True,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41909.csv,True,unverified_no_original_source_sha,,,,27515,27530,27515,27530
FIL_USDT_SWAP_010130__b0,FIL_USDT_SWAP,confirmed,rule_verified,train,2025-09-14 08:45:00+00:00,2025-09-14 11:45:00+00:00,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/FIL_USDT_SWAP_010130__b0.png,True,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,2025-09-14 10:00:00+00:00,2025-09-14 11:00:00+00:00,3.0,9958,9970,129573,129585
ownerno_newblocks200_v3_M012,FIL_USDT_SWAP,rejected,none,train,2025-06-15 00:15:00+00:00,2025-06-15 04:30:00+00:00,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_newblocks200_v3_M012.png,True,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,,,,1188,1205,120803,120820
neg_FIL_USDT_SWAP_016530__b0,FIL_USDT_SWAP,rejected,none,train,2025-09-18 18:45:00+00:00,2025-09-18 22:30:00+00:00,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_FIL_USDT_SWAP_016530__b0.png,True,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,,,,10382,10397,129997,130012
okx_FIL_USDT_SWAP_029260__b0,FIL_USDT_SWAP,confirmed,rule_verified,val,2026-04-04 21:45:00+00:00,2026-04-05 01:00:00+00:00,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/val/okx_FIL_USDT_SWAP_029260__b0.png,True,data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,True,unverified_no_original_source_sha,2026-04-04 23:00:00+00:00,2026-04-05 00:15:00+00:00,3.0,29402,29415,149017,149030
neg_FLOW_USDT_SWAP_029490__b0,FLOW_USDT_SWAP,rejected,none,val,2026-03-28 14:45:00+00:00,2026-03-28 18:15:00+00:00,data/kline_fetched/okx_FLOW_USDT_SWAP_15m_41078.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/val/neg_FLOW_USDT_SWAP_029490__b0.png,True,data/kline_fetched/okx_FLOW_USDT_SWAP_15m_41909.csv,True,unverified_no_original_source_sha,,,,28605,28619,28605,28619
okx_GIGGLE_USDT_SWAP_004360__b0,GIGGLE_USDT_SWAP,confirmed,rule_verified,train,2025-12-10 04:30:00+00:00,2025-12-10 08:15:00+00:00,data/kline_fetched/okx_GIGGLE_USDT_SWAP_15m_27288.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_GIGGLE_USDT_SWAP_004360__b0.png,True,data/kline_fetched/okx_GIGGLE_USDT_SWAP_15m_28119.csv,True,unverified_no_original_source_sha,2025-12-10 05:45:00+00:00,2025-12-10 07:15:00+00:00,4.0,4406,4421,4406,4421
neg_okx_GMT_USDT_SWAP_004660__b0,GMT_USDT_SWAP,rejected,none,train,2025-09-16 03:45:00+00:00,2025-09-16 06:45:00+00:00,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_GMT_USDT_SWAP_004660__b0.png,True,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41908.csv,True,unverified_no_original_source_sha,,,,10032,10044,10032,10044
neg_okx_GMT_USDT_SWAP_018760__b0,GMT_USDT_SWAP,rejected,none,train,2025-06-14 20:00:00+00:00,2025-06-14 22:45:00+00:00,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_GMT_USDT_SWAP_018760__b0.png,True,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41908.csv,True,unverified_no_original_source_sha,,,,1073,1084,1073,1084
okx_GMX_USDT_SWAP_024560__b0,GMX_USDT_SWAP,confirmed,rule_verified,train,2026-02-15 11:15:00+00:00,2026-02-15 14:30:00+00:00,data/kline_fetched/okx_GMX_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_GMX_USDT_SWAP_024560__b0.png,True,data/kline_fetched/okx_GMX_USDT_SWAP_15m_41908.csv,True,unverified_no_original_source_sha,2026-02-15 12:30:00+00:00,2026-02-15 13:45:00+00:00,3.0,24654,24667,24654,24667
neg_GPS_USDT_SWAP_012930__b0,GPS_USDT_SWAP,rejected,none,train,2025-08-24 23:30:00+00:00,2025-08-25 03:15:00+00:00,data/kline_fetched/okx_GPS_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_GPS_USDT_SWAP_012930__b0.png,True,data/kline_fetched/okx_GPS_USDT_SWAP_15m_41908.csv,True,unverified_no_original_source_sha,,,,7903,7918,7903,7918
HBAR_USDT_SWAP_010730__b0,HBAR_USDT_SWAP,confirmed,rule_verified,train,2025-09-21 05:00:00+00:00,2025-09-21 08:30:00+00:00,data/kline_fetched/okx_HBAR_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/HBAR_USDT_SWAP_010730__b0.png,True,data/kline_deep/okx_HBAR_USDT_SWAP_15m_101898.csv,True,unverified_no_original_source_sha,2025-09-21 06:15:00+00:00,2025-09-21 07:45:00+00:00,3.0,10615,10629,73629,73643
okx_HMSTR_USDT_SWAP_015860__b0,HMSTR_USDT_SWAP,confirmed,rule_verified,train,2025-11-16 09:30:00+00:00,2025-11-16 12:15:00+00:00,data/kline_fetched/okx_HMSTR_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_HMSTR_USDT_SWAP_015860__b0.png,True,data/kline_fetched/okx_HMSTR_USDT_SWAP_15m_41908.csv,True,unverified_no_original_source_sha,2025-11-16 10:45:00+00:00,2025-11-16 11:30:00+00:00,3.0,15911,15922,15911,15922
neg_HOME_USDT_SWAP_026151__b0,HOME_USDT_SWAP,rejected,none,train,2025-07-28 19:15:00+00:00,2025-07-28 22:45:00+00:00,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_HOME_USDT_SWAP_026151__b0.png,True,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40970.csv,True,unverified_no_original_source_sha,,,,4356,4370,4356,4370
okx_HOME_USDT_SWAP_030460__b0,HOME_USDT_SWAP,rejected,none,val,2026-04-27 16:15:00+00:00,2026-04-27 19:30:00+00:00,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/val/okx_HOME_USDT_SWAP_030460__b0.png,True,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40970.csv,True,unverified_no_original_source_sha,,,,30552,30565,30552,30565
ownerno_hardneg200_v1_T188,HOME_USDT_SWAP,rejected,none,train,2025-07-15 00:45:00+00:00,2025-07-15 03:45:00+00:00,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ownerno_hardneg200_v1_T188.png,True,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40970.csv,True,unverified_no_original_source_sha,,,,3034,3046,3034,3046
neg_HOME_USDT_SWAP_009730__b0,HOME_USDT_SWAP,rejected,none,train,2025-07-20 23:15:00+00:00,2025-07-21 03:15:00+00:00,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_HOME_USDT_SWAP_009730__b0.png,True,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40970.csv,True,unverified_no_original_source_sha,,,,3604,3620,3604,3620
H_USDT_SWAP_022648__b0,H_USDT_SWAP,rejected,none,train,2026-02-23 08:45:00+00:00,2026-02-23 12:00:00+00:00,data/kline_fetched/okx_H_USDT_SWAP_15m_38237.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/H_USDT_SWAP_022648__b0.png,True,data/kline_fetched/okx_H_USDT_SWAP_15m_39067.csv,True,unverified_no_original_source_sha,,,,22571,22584,22571,22584
neg_okx_ICX_USDT_SWAP_018360__b0,ICX_USDT_SWAP,rejected,none,train,2025-09-29 03:45:00+00:00,2025-09-29 06:45:00+00:00,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_ICX_USDT_SWAP_018360__b0.png,True,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,11279,11291,11279,11291
ICX_USDT_SWAP_001330__b0,ICX_USDT_SWAP,confirmed,rule_verified,train,2025-06-17 06:15:00+00:00,2025-06-17 09:15:00+00:00,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/ICX_USDT_SWAP_001330__b0.png,True,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-06-17 07:30:00+00:00,2025-06-17 08:30:00+00:00,3.0,1305,1317,1305,1317
neg_okx_ICX_USDT_SWAP_018360__b1,ICX_USDT_SWAP,rejected,none,train,2025-06-13 22:00:00+00:00,2025-06-14 00:45:00+00:00,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_ICX_USDT_SWAP_018360__b1.png,True,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,984,995,984,995
neg_INIT_USDT_SWAP_023688__b0,INIT_USDT_SWAP,rejected,none,train,2026-01-09 01:00:00+00:00,2026-01-09 04:00:00+00:00,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_INIT_USDT_SWAP_023688__b0.png,True,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,21060,21072,21060,21072
okx_INIT_USDT_SWAP_017160__b1,INIT_USDT_SWAP,rejected,none,train,2025-11-30 21:45:00+00:00,2025-12-01 00:45:00+00:00,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_INIT_USDT_SWAP_017160__b1.png,True,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,17303,17315,17303,17315
INIT_USDT_SWAP_023688__b0,INIT_USDT_SWAP,confirmed,rule_verified,train,2026-02-03 14:30:00+00:00,2026-02-03 17:30:00+00:00,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/INIT_USDT_SWAP_023688__b0.png,True,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2026-02-03 15:45:00+00:00,2026-02-03 16:45:00+00:00,3.0,23514,23526,23514,23526
neg_INIT_USDT_SWAP_004930__b0,INIT_USDT_SWAP,rejected,none,train,2025-10-14 03:00:00+00:00,2025-10-14 06:00:00+00:00,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_INIT_USDT_SWAP_004930__b0.png,True,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,12716,12728,12716,12728
INJ_USDT_SWAP_015130__b0,INJ_USDT_SWAP,rejected,none,train,2025-11-05 22:00:00+00:00,2025-11-06 00:45:00+00:00,data/kline_fetched/okx_INJ_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/INJ_USDT_SWAP_015130__b0.png,True,data/kline_deep/okx_INJ_USDT_SWAP_15m_91699.csv,True,unverified_no_original_source_sha,,,,15002,15013,67817,67828
neg_INJ_USDT_SWAP_023786__b0,INJ_USDT_SWAP,rejected,none,train,2025-11-29 11:00:00+00:00,2025-11-29 15:00:00+00:00,data/kline_fetched/okx_INJ_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_INJ_USDT_SWAP_023786__b0.png,True,data/kline_deep/okx_INJ_USDT_SWAP_15m_91699.csv,True,unverified_no_original_source_sha,,,,17262,17278,70077,70093
okx_IOTA_USDT_SWAP_008560__b0,IOTA_USDT_SWAP,confirmed,rule_verified,train,2025-08-31 19:30:00+00:00,2025-08-31 23:15:00+00:00,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_IOTA_USDT_SWAP_008560__b0.png,True,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-08-31 20:45:00+00:00,2025-08-31 22:15:00+00:00,4.0,8558,8573,8558,8573
IOTA_USDT_SWAP_014330__b0,IOTA_USDT_SWAP,rejected,none,train,2025-10-29 21:00:00+00:00,2025-10-29 23:45:00+00:00,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/IOTA_USDT_SWAP_014330__b0.png,True,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,14228,14239,14228,14239
neg_okx_IOTA_USDT_SWAP_008560__b0,IOTA_USDT_SWAP,rejected,none,train,2025-07-03 06:45:00+00:00,2025-07-03 10:30:00+00:00,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_IOTA_USDT_SWAP_008560__b0.png,True,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,2843,2858,2843,2858
okx_JTO_USDT_SWAP_018560__b0,JTO_USDT_SWAP,confirmed,rule_verified,train,2025-12-14 03:45:00+00:00,2025-12-14 06:45:00+00:00,data/kline_fetched/okx_JTO_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/okx_JTO_USDT_SWAP_018560__b0.png,True,data/kline_deep/okx_JTO_USDT_SWAP_15m_87975.csv,True,unverified_no_original_source_sha,2025-12-14 05:00:00+00:00,2025-12-14 06:00:00+00:00,3.0,18673,18685,67764,67776
neg_JTO_USDT_SWAP_009730__b0,JTO_USDT_SWAP,rejected,none,train,2025-06-22 06:45:00+00:00,2025-06-22 10:15:00+00:00,data/kline_fetched/okx_JTO_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_JTO_USDT_SWAP_009730__b0.png,True,data/kline_deep/okx_JTO_USDT_SWAP_15m_87975.csv,True,unverified_no_original_source_sha,,,,1885,1899,50976,50990
JTO_USDT_SWAP_009730__b0,JTO_USDT_SWAP,confirmed,rule_verified,train,2025-09-11 04:30:00+00:00,2025-09-11 08:00:00+00:00,data/kline_fetched/okx_JTO_USDT_SWAP_15m_41175.csv,2,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/JTO_USDT_SWAP_009730__b0.png,True,data/kline_deep/okx_JTO_USDT_SWAP_15m_87975.csv,True,unverified_no_original_source_sha,2025-09-11 05:45:00+00:00,2025-09-11 07:15:00+00:00,3.0,9652,9666,58743,58757
neg_okx_KAITO_USDT_SWAP_010460__b1,KAITO_USDT_SWAP,rejected,none,train,2026-02-07 07:45:00+00:00,2026-02-07 10:45:00+00:00,data/kline_fetched/okx_KAITO_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_KAITO_USDT_SWAP_010460__b1.png,True,data/kline_fetched/okx_KAITO_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,23871,23883,23871,23883
neg_okx_KMNO_USDT_SWAP_015460__b0,KMNO_USDT_SWAP,rejected,none,train,2025-08-30 22:00:00+00:00,2025-08-31 00:45:00+00:00,data/kline_fetched/okx_KMNO_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_KMNO_USDT_SWAP_015460__b0.png,True,data/kline_fetched/okx_KMNO_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,8472,8483,8472,8483
neg_okx_KSM_USDT_SWAP_013560__b0,KSM_USDT_SWAP,rejected,none,train,2025-06-12 17:00:00+00:00,2025-06-12 19:45:00+00:00,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_KSM_USDT_SWAP_013560__b0.png,True,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,868,879,868,879
KSM_USDT_SWAP_012530__b0,KSM_USDT_SWAP,confirmed,rule_verified,train,2025-10-10 14:45:00+00:00,2025-10-10 18:30:00+00:00,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/KSM_USDT_SWAP_012530__b0.png,True,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-10-10 16:00:00+00:00,2025-10-10 17:30:00+00:00,4.0,12379,12394,12379,12394
neg_KSM_USDT_SWAP_010530__b0,KSM_USDT_SWAP,rejected,none,train,2025-12-25 18:30:00+00:00,2025-12-25 21:45:00+00:00,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_KSM_USDT_SWAP_010530__b0.png,True,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,19690,19703,19690,19703
LAYER_USDT_SWAP_002330__b0,LAYER_USDT_SWAP,confirmed,rule_verified,train,2025-06-26 07:30:00+00:00,2025-06-26 11:45:00+00:00,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/LAYER_USDT_SWAP_002330__b0.png,True,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-06-26 09:00:00+00:00,2025-06-26 10:30:00+00:00,5.0,2174,2191,2174,2191
LAYER_USDT_SWAP_006730__b1,LAYER_USDT_SWAP,confirmed,rule_verified,train,2025-08-11 07:45:00+00:00,2025-08-11 10:45:00+00:00,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/LAYER_USDT_SWAP_006730__b1.png,True,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-08-11 09:00:00+00:00,2025-08-11 10:00:00+00:00,3.0,6591,6603,6591,6603
LAYER_USDT_SWAP_000930__b0,LAYER_USDT_SWAP,confirmed,rule_verified,train,2025-06-11 16:15:00+00:00,2025-06-11 20:00:00+00:00,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/LAYER_USDT_SWAP_000930__b0.png,True,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,2025-06-11 17:30:00+00:00,2025-06-11 19:00:00+00:00,4.0,769,784,769,784
neg_LAYER_USDT_SWAP_002330__b0,LAYER_USDT_SWAP,rejected,none,train,2025-08-05 05:15:00+00:00,2025-08-05 09:30:00+00:00,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_LAYER_USDT_SWAP_002330__b0.png,True,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,6005,6022,6005,6022
neg_okx_LAYER_USDT_SWAP_018160__b0,LAYER_USDT_SWAP,rejected,none,train,2025-06-17 08:15:00+00:00,2025-06-17 11:15:00+00:00,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,1,True,archive/consolidated/yoyo-trading/datasets/dataset_v3_2_reviewed_core_v1/images/train/neg_okx_LAYER_USDT_SWAP_018160__b0.png,True,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41907.csv,True,unverified_no_original_source_sha,,,,1313,1325,1313,1325
