event_key,timeframe,lower_timeframe,signal_i,side,signal_bar_open,entry_time,rv,volatility,same_hit,same_score,same_detection_id,same_inference_key,same_raw_boxes,lower_hit,lower_score,lower_detection_id,lower_inference_key,lower_raw_boxes
ETH_5m_1785440400000_1,5m,1m,5372,1,2026-07-30 19:40:00+00:00,2026-07-30 19:45:00+00:00,0.7082014665669274,0.0013696322313623,True,0.3608436584472656,yolo_8f729a6c95af7acd4e8a143b,5m_1785440700000,1,False,0.0,,1m_1785440700000,0
ETH_5m_1785450300000_1,5m,1m,5405,1,2026-07-30 22:25:00+00:00,2026-07-30 22:30:00+00:00,7.8263632165620045,0.0016204537501024,True,0.6587057113647461,yolo_6a0e818bef44aea8d136544a,5m_1785450600000,1,True,0.5576721429824829,yolo_55ef7e36eaefe93af1cf30f8,1m_1785450600000,2
ETH_5m_1785454500000_1,5m,1m,5419,1,2026-07-30 23:35:00+00:00,2026-07-30 23:40:00+00:00,4.138885084053771,0.0015898348703246,False,0.0,,5m_1785454800000,0,False,0.0,,1m_1785454800000,0
ETH_5m_1785455700000_-1,5m,1m,5423,-1,2026-07-30 23:55:00+00:00,2026-07-31 00:00:00+00:00,1.9712917834916632,0.0021126050142881,False,0.0,,5m_1785456000000,0,False,0.0,,1m_1785456000000,0
ETH_5m_1785459900000_1,5m,1m,5437,1,2026-07-31 01:05:00+00:00,2026-07-31 01:10:00+00:00,4.240581086348574,0.0022361972285295,False,0.0,,5m_1785460200000,0,True,0.643373966217041,yolo_0893566e987fa364aad8f081,1m_1785460200000,2
ETH_5m_1785462900000_-1,5m,1m,5447,-1,2026-07-31 01:55:00+00:00,2026-07-31 02:00:00+00:00,2.009382747918821,0.0026866321309742,False,0.0,,5m_1785463200000,0,False,0.0,,1m_1785463200000,0
ETH_5m_1785563100000_-1,5m,1m,5781,-1,2026-08-01 05:45:00+00:00,2026-08-01 05:50:00+00:00,1.6996211016744112,0.0005546929343097,False,0.0,,5m_1785563400000,0,False,0.0,,1m_1785563400000,0
ETH_5m_1785579000000_-1,5m,1m,5834,-1,2026-08-01 10:10:00+00:00,2026-08-01 10:15:00+00:00,1.9878607681184923,0.0006865805772677,False,0.0,,5m_1785579300000,0,False,0.0,,1m_1785579300000,0
ETH_5m_1785592800000_1,5m,1m,5880,1,2026-08-01 14:00:00+00:00,2026-08-01 14:05:00+00:00,4.48190759968176,0.0005456790309704,False,0.0,,5m_1785593100000,0,False,0.0,,1m_1785593100000,0
ETH_5m_1785818400000_1,5m,1m,6632,1,2026-08-04 04:40:00+00:00,2026-08-04 04:45:00+00:00,1.7691323801555146,0.0013651425950673,False,0.0,,5m_1785818700000,0,False,0.0,,1m_1785818700000,0
ETH_5m_1785826200000_-1,5m,1m,6658,-1,2026-08-04 06:50:00+00:00,2026-08-04 06:55:00+00:00,1.3369575855663045,0.0013411766942283,False,0.0,,5m_1785826500000,0,False,0.0,,1m_1785826500000,0
ETH_5m_1785843900000_1,5m,1m,6717,1,2026-08-04 11:45:00+00:00,2026-08-04 11:50:00+00:00,3.7958843193776097,0.001658552845304,False,0.0,,5m_1785844200000,0,False,0.0,,1m_1785844200000,0
ETH_5m_1785899700000_-1,5m,1m,6903,-1,2026-08-05 03:15:00+00:00,2026-08-05 03:20:00+00:00,4.069219868446919,0.0015889198427873,False,0.0,,5m_1785900000000,0,False,0.0,,1m_1785900000000,0
ETH_5m_1785914400000_-1,5m,1m,6952,-1,2026-08-05 07:20:00+00:00,2026-08-05 07:25:00+00:00,6.668678106732039,0.001009719782005,False,0.0,,5m_1785914700000,0,False,0.0,,1m_1785914700000,0
ETH_5m_1785916800000_1,5m,1m,6960,1,2026-08-05 08:00:00+00:00,2026-08-05 08:05:00+00:00,3.567134215738867,0.0011210685478628,False,0.0,,5m_1785917100000,0,False,0.0,,1m_1785917100000,0
ETH_5m_1785927000000_-1,5m,1m,6994,-1,2026-08-05 10:50:00+00:00,2026-08-05 10:55:00+00:00,5.709847231370005,0.0011609518580438,False,0.0,,5m_1785927300000,0,False,0.0,,1m_1785927300000,0
ETH_5m_1785936600000_-1,5m,1m,7026,-1,2026-08-05 13:30:00+00:00,2026-08-05 13:35:00+00:00,14.056252983415096,0.0021071001192572,False,0.0,,5m_1785936900000,0,False,0.0,,1m_1785936900000,0
ETH_5m_1786095300000_1,5m,1m,7555,1,2026-08-07 09:35:00+00:00,2026-08-07 09:40:00+00:00,2.4223181681261132,0.0013915235182607,False,0.0,,5m_1786095600000,0,False,0.0,,1m_1786095600000,0
ETH_5m_1786181700000_1,5m,1m,7843,1,2026-08-08 09:35:00+00:00,2026-08-08 09:40:00+00:00,3.298011301217922,0.0005399976075687,False,0.0,,5m_1786182000000,0,False,0.0,,1m_1786182000000,0
ETH_5m_1786197900000_1,5m,1m,7897,1,2026-08-08 14:05:00+00:00,2026-08-08 14:10:00+00:00,3.6637991717480136,0.0003951530997501,False,0.0,,5m_1786198200000,0,False,0.0,,1m_1786198200000,0
ETH_5m_1786638900000_-1,5m,1m,9367,-1,2026-08-13 16:35:00+00:00,2026-08-13 16:40:00+00:00,11.245398837841126,0.0024520519730723,False,0.0,,5m_1786639200000,0,False,0.0,,1m_1786639200000,0
ETH_5m_1786665000000_-1,5m,1m,9454,-1,2026-08-13 23:50:00+00:00,2026-08-13 23:55:00+00:00,2.2556153316166054,0.0006994510377661,False,0.0,,5m_1786665300000,0,False,0.0,,1m_1786665300000,0
ETH_5m_1786679400000_-1,5m,1m,9502,-1,2026-08-14 03:50:00+00:00,2026-08-14 03:55:00+00:00,1.5954699040462677,0.0009440709110039,False,0.0,,5m_1786679700000,0,False,0.0,,1m_1786679700000,0
ETH_5m_1786684500000_-1,5m,1m,9519,-1,2026-08-14 05:15:00+00:00,2026-08-14 05:20:00+00:00,3.962875331331076,0.0007507988879217,False,0.0,,5m_1786684800000,0,False,0.0,,1m_1786684800000,0
ETH_5m_1786688400000_-1,5m,1m,9532,-1,2026-08-14 06:20:00+00:00,2026-08-14 06:25:00+00:00,3.1649255900311046,0.0008245837525352,False,0.0,,5m_1786688700000,0,False,0.0,,1m_1786688700000,0
ETH_5m_1787119200000_-1,5m,1m,10968,-1,2026-08-19 06:00:00+00:00,2026-08-19 06:05:00+00:00,2.6906194014689313,0.0008114344862161,False,0.0,,5m_1787119500000,0,False,0.0,,1m_1787119500000,0
ETH_5m_1787128500000_1,5m,1m,10999,1,2026-08-19 08:35:00+00:00,2026-08-19 08:40:00+00:00,15.67192173492604,0.0013213673184249,False,0.0,,5m_1787128800000,0,False,0.0,,1m_1787128800000,0
ETH_5m_1787301300000_1,5m,1m,11575,1,2026-08-21 08:35:00+00:00,2026-08-21 08:40:00+00:00,4.608307188914765,0.0042493222213685,False,0.0,,5m_1787301600000,0,False,0.0,,1m_1787301600000,0
ETH_5m_1787433000000_-1,5m,1m,12014,-1,2026-08-22 21:10:00+00:00,2026-08-22 21:15:00+00:00,4.782024823392947,0.0021170046348348,False,0.0,,5m_1787433300000,0,False,0.0,,1m_1787433300000,0
ETH_5m_1787736000000_-1,5m,1m,13024,-1,2026-08-26 09:20:00+00:00,2026-08-26 09:25:00+00:00,4.441712748502697,0.0018747020526921,False,0.0,,5m_1787736300000,0,False,0.0,,1m_1787736300000,0
ETH_5m_1787740800000_1,5m,1m,13040,1,2026-08-26 10:40:00+00:00,2026-08-26 10:45:00+00:00,3.27313500882469,0.001921411721884,False,0.0,,5m_1787741100000,0,False,0.0,,1m_1787741100000,0
ETH_5m_1787765100000_1,5m,1m,13121,1,2026-08-26 17:25:00+00:00,2026-08-26 17:30:00+00:00,5.040545048328004,0.0023858641373421,False,0.0,,5m_1787765400000,0,False,0.0,,1m_1787765400000,0
ETH_5m_1787772300000_1,5m,1m,13145,1,2026-08-26 19:25:00+00:00,2026-08-26 19:30:00+00:00,9.03192772605787,0.0019917142548906,False,0.0,,5m_1787772600000,0,False,0.0,,1m_1787772600000,0
ETH_5m_1787925000000_1,5m,1m,13654,1,2026-08-28 13:50:00+00:00,2026-08-28 13:55:00+00:00,3.4956657910055924,0.0020495929293852,False,0.0,,5m_1787925300000,0,True,0.4771571457386017,yolo_474d76172be8b526db03ff1d,1m_1787925300000,3
ETH_5m_1788010200000_-1,5m,1m,13938,-1,2026-08-29 13:30:00+00:00,2026-08-29 13:35:00+00:00,0.3480930115432802,0.000662194704425,False,0.0,,5m_1788010500000,0,False,0.0,,1m_1788010500000,0
ETH_5m_1788020100000_1,5m,1m,13971,1,2026-08-29 16:15:00+00:00,2026-08-29 16:20:00+00:00,9.753149452851762,0.001343985516616,False,0.0,,5m_1788020400000,0,False,0.0,,1m_1788020400000,0
ETH_5m_1788250800000_-1,5m,1m,14740,-1,2026-09-01 08:20:00+00:00,2026-09-01 08:25:00+00:00,2.0567432831783488,0.0017895201734484,False,0.0,,5m_1788251100000,0,False,0.0,,1m_1788251100000,0
ETH_5m_1788402900000_1,5m,1m,15247,1,2026-09-03 02:35:00+00:00,2026-09-03 02:40:00+00:00,1.5459321233156171,0.002285657035657,False,0.0,,5m_1788403200000,0,False,0.0,,1m_1788403200000,0
ETH_5m_1788413100000_-1,5m,1m,15281,-1,2026-09-03 05:25:00+00:00,2026-09-03 05:30:00+00:00,3.546863171712173,0.0021552884781451,False,0.0,,5m_1788413400000,0,False,0.0,,1m_1788413400000,0
ETH_5m_1788612300000_1,5m,1m,15945,1,2026-09-05 12:45:00+00:00,2026-09-05 12:50:00+00:00,16.815829200638817,0.0006500257613804,False,0.0,,5m_1788612600000,0,False,0.0,,1m_1788612600000,0
ETH_5m_1788834000000_1,5m,1m,16684,1,2026-09-08 02:20:00+00:00,2026-09-08 02:25:00+00:00,3.123544350423679,0.0015873484668276,False,0.0,,5m_1788834300000,0,False,0.0,,1m_1788834300000,0
ETH_5m_1788836100000_-1,5m,1m,16691,-1,2026-09-08 02:55:00+00:00,2026-09-08 03:00:00+00:00,1.5404639553213488,0.001759520973202,False,0.0,,5m_1788836400000,0,False,0.0,,1m_1788836400000,0
ETH_5m_1788937500000_1,5m,1m,17029,1,2026-09-09 07:05:00+00:00,2026-09-09 07:10:00+00:00,7.63279013415072,0.0017562058994877,False,0.0,,5m_1788937800000,0,True,0.2653437852859497,yolo_8af3a443da947d4bf6280b30,1m_1788937800000,1
ETH_5m_1789038000000_-1,5m,1m,17364,-1,2026-09-10 11:00:00+00:00,2026-09-10 11:05:00+00:00,4.569770029379264,0.0015603418722176,False,0.0,,5m_1789038300000,0,False,0.0,,1m_1789038300000,0
ETH_5m_1789241700000_-1,5m,1m,18043,-1,2026-09-12 19:35:00+00:00,2026-09-12 19:40:00+00:00,1.66414919119171,0.0010500947113216,False,0.0,,5m_1789242000000,0,False,0.0,,1m_1789242000000,0
ETH_15m_1784397600000_1,15m,5m,1112,1,2026-07-18 18:00:00+00:00,2026-07-18 18:15:00+00:00,0.8492979235859967,0.0018407241357901,False,0.0,,15m_1784398500000,0,False,0.0,,5m_1784398500000,0
ETH_15m_1784506500000_1,15m,5m,1233,1,2026-07-20 00:15:00+00:00,2026-07-20 00:30:00+00:00,7.648799129025007,0.0040820079921585,False,0.0,,15m_1784507400000,0,False,0.0,,5m_1784507400000,0
ETH_15m_1784529900000_-1,15m,5m,1259,-1,2026-07-20 06:45:00+00:00,2026-07-20 07:00:00+00:00,1.2102326149777418,0.0046370547509041,False,0.0,,15m_1784530800000,0,False,0.0,,5m_1784530800000,0
ETH_15m_1784561400000_1,15m,5m,1294,1,2026-07-20 15:30:00+00:00,2026-07-20 15:45:00+00:00,1.5213405335962156,0.0050839175485971,False,0.0,,15m_1784562300000,0,False,0.0,,5m_1784562300000,0
ETH_15m_1784791800000_-1,15m,5m,1550,-1,2026-07-23 07:30:00+00:00,2026-07-23 07:45:00+00:00,1.0741167169500927,0.0025784342390733,False,0.0,,15m_1784792700000,0,False,0.0,,5m_1784792700000,0
ETH_15m_1785449700000_1,15m,5m,2281,1,2026-07-30 22:15:00+00:00,2026-07-30 22:30:00+00:00,3.0451850487456107,0.0028790106553556,False,0.0,,15m_1785450600000,0,True,0.6587057113647461,yolo_6a0e818bef44aea8d136544a,5m_1785450600000,1
ETH_15m_1785466800000_-1,15m,5m,2300,-1,2026-07-31 03:00:00+00:00,2026-07-31 03:15:00+00:00,1.5791238870135398,0.0036160921092954,False,0.0,,15m_1785467700000,0,False,0.0,,5m_1785467700000,0
ETH_15m_1785481200000_-1,15m,5m,2316,-1,2026-07-31 07:00:00+00:00,2026-07-31 07:15:00+00:00,6.347106314432609,0.0032054866562496,False,0.0,,15m_1785482100000,0,False,0.0,,5m_1785482100000,0
ETH_15m_1785943800000_1,15m,5m,2830,1,2026-08-05 15:30:00+00:00,2026-08-05 15:45:00+00:00,0.7104744078632931,0.003623781349103,False,0.0,,15m_1785944700000,0,False,0.0,,5m_1785944700000,0
ETH_15m_1785946500000_1,15m,5m,2833,1,2026-08-05 16:15:00+00:00,2026-08-05 16:30:00+00:00,4.700896422775553,0.0040309476621839,False,0.0,,15m_1785947400000,0,True,0.8168796300888062,yolo_ffe9ad8575ef97ce67fe11a9,5m_1785947400000,2
ETH_15m_1786168800000_1,15m,5m,3080,1,2026-08-08 06:00:00+00:00,2026-08-08 06:15:00+00:00,0.4798660778800435,0.0010104304577697,False,0.0,,15m_1786169700000,0,False,0.0,,5m_1786169700000,0
ETH_15m_1786184100000_1,15m,5m,3097,1,2026-08-08 10:15:00+00:00,2026-08-08 10:30:00+00:00,2.5549956478905393,0.0009919613455944,False,0.0,,15m_1786185000000,0,False,0.0,,5m_1786185000000,0
ETH_15m_1786797000000_-1,15m,5m,3778,-1,2026-08-15 12:30:00+00:00,2026-08-15 12:45:00+00:00,0.7536094643949983,0.0007428025257289,False,0.0,,15m_1786797900000,0,False,0.0,,5m_1786797900000,0
ETH_15m_1786806900000_1,15m,5m,3789,1,2026-08-15 15:15:00+00:00,2026-08-15 15:30:00+00:00,2.3429047671042027,0.0008924945350776,False,0.0,,15m_1786807800000,0,False,0.0,,5m_1786807800000,0
ETH_15m_1786929300000_1,15m,5m,3925,1,2026-08-17 01:15:00+00:00,2026-08-17 01:30:00+00:00,4.812874437164255,0.0026645437112325,False,0.0,,15m_1786930200000,0,True,0.5190090537071228,yolo_2f6809a1315c04000c759584,5m_1786930200000,1
ETH_15m_1787690700000_-1,15m,5m,4771,-1,2026-08-25 20:45:00+00:00,2026-08-25 21:00:00+00:00,4.150848189518826,0.0042135349904058,False,0.0,,15m_1787691600000,0,False,0.0,,5m_1787691600000,0
ETH_15m_1787778900000_1,15m,5m,4869,1,2026-08-26 21:15:00+00:00,2026-08-26 21:30:00+00:00,2.4774041841575074,0.0043100389839354,True,0.5605161786079407,yolo_e421f2dcf6ae8bcf7f6fabcf,15m_1787779800000,2,False,0.0,,5m_1787779800000,0
ETH_15m_1788444000000_1,15m,5m,5608,1,2026-09-03 14:00:00+00:00,2026-09-03 14:15:00+00:00,2.7560112261080123,0.0039270183085033,True,0.5671497583389282,yolo_d3d3475a125e1cdb784a3616,15m_1788444900000,2,False,0.0,,5m_1788444900000,0
ETH_15m_1788773400000_-1,15m,5m,5974,-1,2026-09-07 09:30:00+00:00,2026-09-07 09:45:00+00:00,0.6765319282037535,0.0028163702644934,False,0.0,,15m_1788774300000,0,False,0.0,,5m_1788774300000,0
ETH_15m_1788786000000_1,15m,5m,5988,1,2026-09-07 13:00:00+00:00,2026-09-07 13:15:00+00:00,3.5653194179194205,0.0024230965896586,False,0.0,,15m_1788786900000,0,False,0.0,,5m_1788786900000,0
ETH_15m_1788860700000_1,15m,5m,6071,1,2026-09-08 09:45:00+00:00,2026-09-08 10:00:00+00:00,1.3586162697822295,0.0030525512937326,False,0.0,,15m_1788861600000,0,False,0.0,,5m_1788861600000,0
ETH_15m_1788928200000_1,15m,5m,6146,1,2026-09-09 04:30:00+00:00,2026-09-09 04:45:00+00:00,4.414559565703732,0.0028294565334552,False,0.0,,15m_1788929100000,1,False,0.0,,5m_1788929100000,0
ETH_30m_1784527200000_-1,30m,15m,988,-1,2026-07-20 06:00:00+00:00,2026-07-20 06:30:00+00:00,1.0632506034014395,0.0060596097459567,False,0.0,,30m_1784529000000,0,False,0.0,,15m_1784529000000,0
ETH_30m_1784561400000_1,30m,15m,1007,1,2026-07-20 15:30:00+00:00,2026-07-20 16:00:00+00:00,3.2281306780909707,0.0069864024531874,False,0.0,,30m_1784563200000,0,False,0.0,,15m_1784563200000,0
ETH_30m_1785504600000_-1,30m,15m,1531,-1,2026-07-31 13:30:00+00:00,2026-07-31 14:00:00+00:00,5.081068426448287,0.00489659679886,False,0.0,,30m_1785506400000,0,False,0.0,,15m_1785506400000,0
ETH_30m_1785945600000_1,30m,15m,1776,1,2026-08-05 16:00:00+00:00,2026-08-05 16:30:00+00:00,4.475794141496158,0.005247313491542,False,0.0,,30m_1785947400000,0,False,0.0,,15m_1785947400000,0
ETH_30m_1786318200000_-1,30m,15m,1983,-1,2026-08-09 23:30:00+00:00,2026-08-10 00:00:00+00:00,6.3218329541388085,0.0026218458961371,False,0.0,,30m_1786320000000,0,False,0.0,,15m_1786320000000,0
ETH_30m_1786370400000_-1,30m,15m,2012,-1,2026-08-10 14:00:00+00:00,2026-08-10 14:30:00+00:00,2.0404723013827275,0.0036388428644785,False,0.0,,30m_1786372200000,0,False,0.0,,15m_1786372200000,0
ETH_30m_1786935600000_1,30m,15m,2326,1,2026-08-17 03:00:00+00:00,2026-08-17 03:30:00+00:00,2.382929466694978,0.0032954346022206,False,0.0,,30m_1786937400000,0,False,0.0,,15m_1786937400000,0
ETH_30m_1786980600000_1,30m,15m,2351,1,2026-08-17 15:30:00+00:00,2026-08-17 16:00:00+00:00,2.1676421428419834,0.0035746686578777,False,0.0,,30m_1786982400000,0,False,0.0,,15m_1786982400000,0
ETH_30m_1788251400000_-1,30m,15m,3057,-1,2026-09-01 08:30:00+00:00,2026-09-01 09:00:00+00:00,3.7900742165207726,0.0045361897548683,False,0.0,,30m_1788253200000,0,False,0.0,,15m_1788253200000,0
ETH_30m_1788287400000_-1,30m,15m,3077,-1,2026-09-01 18:30:00+00:00,2026-09-01 19:00:00+00:00,3.6662781798230335,0.0065887292328782,False,0.0,,30m_1788289200000,0,False,0.0,,15m_1788289200000,0
ETH_30m_1788339600000_-1,30m,15m,3106,-1,2026-09-02 09:00:00+00:00,2026-09-02 09:30:00+00:00,4.195754992606517,0.0053545250418966,False,0.0,,30m_1788341400000,0,False,0.0,,15m_1788341400000,0
ETH_30m_1788845400000_-1,30m,15m,3387,-1,2026-09-08 05:30:00+00:00,2026-09-08 06:00:00+00:00,1.7974362174724356,0.0038311930883535,False,0.0,,30m_1788847200000,0,False,0.0,,15m_1788847200000,0
ETH_30m_1788937200000_1,30m,15m,3438,1,2026-09-09 07:00:00+00:00,2026-09-09 07:30:00+00:00,4.154443983165494,0.0042939472455314,False,0.0,,30m_1788939000000,0,False,0.0,,15m_1788939000000,0
ETH_30m_1788989400000_-1,30m,15m,3467,-1,2026-09-09 21:30:00+00:00,2026-09-09 22:00:00+00:00,0.4309377767221742,0.0054431383639144,False,0.0,,30m_1788991200000,0,False,0.0,,15m_1788991200000,0
ETH_1H_1785949200000_1,1H,15m,1249,1,2026-08-05 17:00:00+00:00,2026-08-05 18:00:00+00:00,4.922667415844635,0.0068135029873779,True,0.8094080090522766,yolo_6caf303d59a1fafc1203ae2b,1H_1785952800000,2,True,0.5034376978874207,yolo_b5075dbdbd3f70476107af24,15m_1785952800000,1
ETH_1H_1786690800000_-1,1H,15m,1455,-1,2026-08-14 07:00:00+00:00,2026-08-14 08:00:00+00:00,1.1526526027596409,0.0041921770618996,False,0.0,,1H_1786694400000,0,False,0.0,,15m_1786694400000,0
ETH_1H_1787065200000_1,1H,15m,1559,1,2026-08-18 15:00:00+00:00,2026-08-18 16:00:00+00:00,3.51578419160782,0.0047778611795967,False,0.0,,1H_1787068800000,0,False,0.0,,15m_1787068800000,0
ETH_4H_1786104000000_1,4H,1H,863,1,2026-08-07 12:00:00+00:00,2026-08-07 16:00:00+00:00,3.2431993040732907,0.0114903008532673,False,0.0,,4H_1786118400000,0,False,0.0,,1H_1786118400000,0
ETH_4H_1787097600000_1,4H,1H,932,1,2026-08-19 00:00:00+00:00,2026-08-19 04:00:00+00:00,1.6099817477139025,0.007858331883954,False,0.0,,4H_1787112000000,0,False,0.0,,1H_1787112000000,0
