scope,minutes,arm,period,paired_actual_return_pct,paired_random_return_pct,paired_excess_return_pct,paired_actual_mdd_pct,paired_random_mdd_pct,paired_candidates,paired_random_candidates_by_clock,full_candidates,full_candidate_rows,matched_fraction,paired_actual_trades,paired_random_trades,paired_actual_boundary_marks,paired_random_boundary_marks,paired_actual_peak_positions,paired_random_peak_positions,actual_opening_equity,random_opening_equity,actual_closing_equity,random_closing_equity,control_number,method,period_definition,interpretation
okx,60,focus_sma60,full,19.62892334528074,-10.220774759225824,29.849698104506565,6.800517382935089,10.527720476618274,788,788,1002,1002,0.7864271457085829,419,616,3,6,10,10,100000.0,100000.0,119628.92334528074,89779.22524077418,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma60,last30,-2.4917808695994528,8.90741336336474,-11.399194232964192,7.365241946166035,3.2803326498085705,91,91,307,307,0.2964169381107492,47,58,8,2,10,10,96125.6249202854,100626.31730593056,93730.3849877388,109589.51934070082,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_md,full,-3.9193305961691944,-2.5120875642730534,-1.407243031896141,7.9130507947954065,2.6597539719232843,182,182,535,535,0.3401869158878505,92,179,8,0,10,10,100000.0,100000.0,96080.6694038308,97487.91243572695,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_md,first31,-3.7077774314038257,-0.5988667200328199,-3.1089107113710055,6.292847638106314,0.6596999978869422,91,91,228,228,0.3991228070175439,55,90,0,0,10,6,100000.0,100000.0,96292.22256859617,99401.13327996718,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_md,last30,-0.21969911912113624,-1.9247475165615788,1.7050483974404427,7.4654255909849425,2.0380772788873958,91,91,307,307,0.2964169381107492,37,89,8,0,10,10,96292.22256859617,99401.13327996718,96080.6694038308,97487.91243572695,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma20,full,-8.51122889961519,1.1353735554059239,-9.646602455021114,9.6243549830487,5.1054115672575335,182,182,535,535,0.3401869158878505,122,146,6,1,10,10,100000.0,100000.0,91488.77110038481,101135.37355540592,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma20,first31,-3.2838525060925896,1.23899150796936,-4.52284401406195,5.666363369477989,3.1489433542991163,91,91,228,228,0.3991228070175439,68,81,0,0,10,10,100000.0,100000.0,96716.14749390741,101238.99150796936,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma20,last30,-5.404864160715146,-0.10234984665496148,-5.3025143140601845,9.6243549830487,2.207983942861713,91,91,307,307,0.2964169381107492,54,65,6,1,10,10,96716.14749390741,101238.99150796936,91488.77110038481,101135.37355540592,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_3r,full,-7.319608376374992,12.07276523851235,-19.39237361488734,9.036809715398242,2.64253095103274,182,182,535,535,0.3401869158878505,112,74,8,6,10,10,100000.0,100000.0,92680.39162362501,112072.76523851235,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_3r,first31,-4.7820327625543,1.7760007327772327,-6.558033495331532,6.216139568378565,2.64253095103274,91,91,228,228,0.3991228070175439,60,41,0,0,10,10,100000.0,100000.0,95217.9672374457,101776.00073277723,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_3r,last30,-2.665017630015901,10.117085001964533,-12.782102631980434,7.861401313335836,1.5378661220356915,91,91,307,307,0.2964169381107492,52,33,8,6,10,10,95217.9672374457,101776.00073277723,92680.39162362501,112072.76523851235,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,dense_sma60,full,-5.683734644405835,0.15616343331433016,-5.839898077720165,24.068507597179412,12.886034448569038,1364,1364,4688,4688,0.2909556313993174,197,182,8,6,10,10,100000.0,100000.0,94316.26535559417,100156.16343331433,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,dense_sma60,first31,14.681057293215053,6.460446465594752,8.220610827620302,12.28574740315448,5.716788177478427,623,623,1776,1776,0.3507882882882883,121,95,1,0,10,10,100000.0,100000.0,114681.05729321505,106460.44646559475,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,dense_sma60,last30,-17.75776437563917,-5.921713877386193,-11.836050498252977,24.068507597179412,12.886034448569038,741,741,2912,2912,0.2544642857142857,76,87,7,6,10,10,114681.05729321505,106460.44646559475,94316.26535559417,100156.16343331433,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,pullback_sma60,full,-6.53515017282065,2.5452369866768714,-9.080387159497521,15.19965682192208,5.45768164883893,661,661,3269,3269,0.2022025084123585,204,142,9,6,10,10,100000.0,100000.0,93464.84982717935,102545.23698667687,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,pullback_sma60,first31,-7.375937430967329,-2.4156203518128603,-4.960317079154469,12.887587446032779,5.065995532144352,223,223,1088,1088,0.20496323529411764,122,82,0,0,10,10,100000.0,100000.0,92624.06256903267,97584.37964818714,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,pullback_sma60,last30,0.9077417194047622,5.083659245849283,-4.175917526444521,7.904727005797419,5.45768164883893,438,438,2181,2181,0.20082530949105915,82,60,9,6,10,10,92624.06256903267,97584.37964818714,93464.84982717935,102545.23698667687,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,young_breakout_sma20,full,2.523636347399122,1.5516628095925262,0.9719735378065959,2.832115674355784,2.134802391219315,15,15,30,30,0.5,14,13,0,0,3,3,100000.0,100000.0,102523.63634739912,101551.66280959253,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,young_breakout_sma20,first31,-0.5355356112874724,1.624862836294138,-2.1603984475816103,2.832115674355784,2.134802391219315,13,13,21,21,0.6190476190476191,12,11,0,0,3,3,100000.0,100000.0,99464.46438871253,101624.86283629414,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,young_breakout_sma20,last30,3.075643122885762,-0.0720296437885763,3.1476727666743383,0.6906060185071339,0.09420651549713055,2,2,9,9,0.2222222222222222,2,2,0,0,2,1,99464.46438871253,101624.86283629414,102523.63634739912,101551.66280959253,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma60,full,-0.6393478056798777,-2.583832350077413,1.9444845443975352,3.146267941021974,3.7438149405572108,1225,1225,1551,1551,0.7898130238555771,511,721,8,5,10,10,100000.0,100000.0,99360.65219432012,97416.16764992259,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma60,first31,-0.47325689909365604,-0.38751318762435405,-0.08574371146930199,1.8587945144196705,1.4105219489630838,658,658,801,801,0.8214731585518102,277,372,0,0,10,10,100000.0,100000.0,99526.74310090634,99612.48681237565,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma60,last30,-0.16688068092193908,-2.2048632985038505,2.0379826175819113,3.146267941021974,3.7438149405572108,567,567,750,750,0.756,234,349,8,5,10,10,99526.74310090634,99612.48681237565,99360.65219432012,97416.16764992259,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_md,full,6.210998134507783,-4.589343598092674,10.800341732600456,4.9420951398860264,4.627400122537539,1225,1225,1551,1551,0.7898130238555771,384,1183,10,2,10,10,100000.0,100000.0,106210.99813450778,95410.65640190733,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_md,first31,-0.6902726356046478,-1.5064398308084783,0.8161671952038305,1.2867423596307659,1.6291272078023389,658,658,801,801,0.8214731585518102,208,638,0,0,10,7,100000.0,100000.0,99309.72736439535,98493.56016919152,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_md,last30,6.949239468546445,-3.130056180311084,10.079295648857528,4.9420951398860264,3.565304435437666,567,567,750,750,0.756,176,545,10,2,10,10,99309.72736439535,98493.56016919152,106210.99813450778,95410.65640190733,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma20,full,6.409290122811274,-3.844952697287983,10.254242820099257,4.661982614253057,3.8779666494646037,1225,1225,1551,1551,0.7898130238555771,771,939,6,4,10,10,100000.0,100000.0,106409.29012281128,96155.04730271202,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma20,first31,-0.8790260524734186,-0.8632964946561115,-0.015729557817307116,1.4535780118055341,1.1423530124226255,658,658,801,801,0.8214731585518102,440,492,0,0,10,10,100000.0,100000.0,99120.97394752658,99136.70350534389,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_sma20,last30,7.352950526034014,-3.007620888333399,10.360571414367413,4.661982614253057,3.642162314290165,567,567,750,750,0.756,331,447,6,4,10,10,99120.97394752658,99136.70350534389,106409.29012281128,96155.04730271202,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_3r,full,-3.0848364393340018,1.9756265543659537,-5.0604629936999554,3.5707441668103135,1.4480667544060966,1225,1225,1551,1551,0.7898130238555771,504,360,7,7,10,10,100000.0,100000.0,96915.163560666,101975.62655436595,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_3r,first31,-1.3472723435907101,0.7773576845089409,-2.1246300280996513,1.7032743172263332,0.4703721315928666,658,658,801,801,0.8214731585518102,260,202,0,0,10,10,100000.0,100000.0,98652.72765640929,100777.35768450894,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,focus_3r,last30,-1.7612935161761898,1.1890258857632319,-2.9503194019394217,1.9005856902787777,1.4480667544060966,567,567,750,750,0.756,244,158,7,7,10,10,98652.72765640929,100777.35768450894,96915.163560666,101975.62655436595,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,dense_sma60,full,-3.873047223411515,-4.087753446745628,0.21470622333411304,13.331413831064342,8.479458030042785,14838,14838,19140,19140,0.7752351097178684,739,657,6,10,10,10,100000.0,100000.0,96126.95277658848,95912.24655325437,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,dense_sma60,first31,5.783234372407852,0.8111086230653746,4.972125749342478,10.480617923514535,3.339713314818582,6995,6995,8853,8853,0.7901276403479046,387,357,0,0,10,10,100000.0,100000.0,105783.23437240785,100811.10862306537,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,dense_sma60,last30,-9.128366752168509,-4.859446678766266,-4.268920073402243,11.847044532828521,8.104928579100823,7843,7843,10287,10287,0.7624185865655682,352,300,6,10,10,10,105783.23437240785,100811.10862306537,96126.95277658848,95912.24655325437,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,pullback_sma60,full,1.347101753854062,-5.485711483599705,6.832813237453768,26.217952485645025,8.796187512388853,8517,8517,12781,12781,0.666379782489633,733,701,10,10,10,10,100000.0,100000.0,101347.10175385406,94514.2885164003,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,pullback_sma60,first31,22.446131005684524,-5.378297892332878,27.824428898017402,9.174187819699231,6.328722030607792,4097,4097,5692,5692,0.7197821503865074,365,411,0,0,10,10,100000.0,100000.0,122446.13100568453,94621.70210766712,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,pullback_sma60,last30,-17.231274747955037,-0.11351898018554495,-17.11775576776949,26.217952485645025,6.001817491235773,4420,4420,7089,7089,0.6235011990407674,368,290,10,10,10,10,122446.13100568453,94621.70210766712,101347.10175385406,94514.2885164003,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,young_breakout_sma20,full,4.190179630083541,-1.677947280459557,5.868126910543099,2.5998664283077066,2.26127773350141,55,55,62,62,0.8870967741935484,37,41,1,2,6,5,100000.0,100000.0,104190.17963008354,98322.05271954044,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,young_breakout_sma20,first31,-0.008909314046381041,-0.013174110433727038,0.004264796387345997,0.03493858297325403,0.026999252962134346,6,6,7,7,0.8571428571428571,5,4,0,0,1,1,100000.0,100000.0,99991.09068595362,99986.82588956627,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,60,young_breakout_sma20,last30,4.199463087484649,-1.6649925179788618,5.86445560546351,2.5998664283077066,2.26127773350141,49,49,55,55,0.8909090909090909,32,37,1,2,6,5,99991.09068595362,99986.82588956627,104190.17963008354,98322.05271954044,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma60,full,-3.167530810806915,0.5374498334653182,-3.7049806442722333,3.220570980191484,1.1964951197059426,161,161,483,483,0.3333333333333333,106,113,7,3,10,10,100000.0,100000.0,96832.46918919309,100537.44983346532,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma60,first31,-1.863642697974181,-0.014227056453310068,-1.849415641520871,1.9005489248713814,1.1714052339153347,75,75,201,201,0.373134328358209,54,62,0,0,10,10,100000.0,100000.0,98136.35730202582,99985.77294354669,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma60,last30,-1.3286493901743974,0.5517553884692298,-1.8804047786436273,1.5629990032774654,0.41306188907749286,86,86,282,282,0.3049645390070922,52,51,7,3,10,10,98136.35730202582,99985.77294354669,96832.46918919309,100537.44983346532,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_md,full,-3.4010848469333137,-0.00566214918406331,-3.3954226977492503,3.4833311480992335,0.2646861634333475,161,161,483,483,0.3333333333333333,99,160,8,0,10,9,100000.0,100000.0,96598.91515306669,99994.33785081594,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_md,first31,-1.8453098300300188,-0.17798293447119068,-1.667326895558828,1.883837046895953,0.2621214964764085,75,75,201,201,0.373134328358209,50,74,0,0,10,7,100000.0,100000.0,98154.69016996998,99822.01706552881,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_md,last30,-1.5850236134505962,0.1726280337272751,-1.7576516471778714,1.8651264197160455,0.060259992957567565,86,86,282,282,0.3049645390070922,49,86,8,0,10,9,98154.69016996998,99822.01706552881,96598.91515306669,99994.33785081594,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma20,full,-3.3604520487819243,0.1740407956244162,-3.5344928444063406,3.381562800475224,0.9348141095682161,161,161,483,483,0.3333333333333333,119,121,3,0,10,10,100000.0,100000.0,96639.54795121808,100174.04079562442,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma20,first31,-1.4025094423446862,0.31284299588217984,-1.7153524382268661,1.433047116212971,0.6528704227484416,75,75,201,201,0.373134328358209,58,64,0,0,10,10,100000.0,100000.0,98597.49055765531,100312.84299588218,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_sma20,last30,-1.9857935484598594,-0.13836932152691694,-1.8474242269329424,2.1820749635973913,0.645469752100114,86,86,282,282,0.3049645390070922,61,57,3,0,10,10,98597.49055765531,100312.84299588218,96639.54795121808,100174.04079562442,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_3r,full,-2.7751179971489326,0.8201541376738751,-3.5952721348228076,2.9352537604814155,1.2469951816454161,161,161,483,483,0.3333333333333333,109,67,7,7,10,10,100000.0,100000.0,97224.88200285107,100820.15413767388,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_3r,first31,-1.8546420405891841,-0.3383095637808583,-1.516332476808326,1.8976876096269746,1.2469951816454161,75,75,201,201,0.373134328358209,52,42,0,2,10,10,100000.0,100000.0,98145.35795941082,99661.69043621914,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,focus_3r,last30,-0.9378700895262134,1.1623961989648566,-2.10026628849107,1.3823401727809936,0.3416771324234791,86,86,282,282,0.3049645390070922,57,25,7,5,10,10,98145.35795941082,99661.69043621914,97224.88200285107,100820.15413767388,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,dense_sma60,full,0.07226421496857074,2.6991819032401687,-2.626917688271598,5.995581909963555,4.654734636508106,1367,1367,4694,4694,0.2912228376651044,203,181,7,6,10,10,100000.0,100000.0,100072.26421496857,102699.18190324017,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,dense_sma60,first31,1.9684708392503671,-1.4410465340335215,3.4095173732838884,4.067655284460859,3.5241698960661094,644,644,1787,1787,0.3603805260212647,122,110,0,0,10,10,100000.0,100000.0,101968.47083925037,98558.95346596648,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,dense_sma60,last30,-1.8596009223979617,4.200763392544907,-6.060364314942869,5.535989970500466,1.5934928500410783,723,723,2907,2907,0.24871001031991744,81,71,7,6,10,10,101968.47083925037,98558.95346596648,100072.26421496857,102699.18190324017,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,pullback_sma60,full,-4.814829040212804,0.7779913892624754,-5.59282042947528,7.790520412181767,5.372368741959688,635,635,3288,3288,0.1931265206812652,192,143,7,7,10,10,100000.0,100000.0,95185.1709597872,100777.99138926248,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,pullback_sma60,first31,-3.6997892456350385,-3.134409500645488,-0.5653797449895506,4.47691826860318,4.038569596529607,225,225,1091,1091,0.20623281393217233,122,80,0,0,10,10,100000.0,100000.0,96300.21075436496,96865.59049935451,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,pullback_sma60,last30,-1.1578788725830746,4.0389996795962695,-5.196878552179344,4.1257227652949595,3.3898949607530815,410,410,2197,2197,0.18661811561219846,70,63,7,7,10,10,96300.21075436496,96865.59049935451,95185.1709597872,100777.99138926248,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,young_breakout_sma20,full,2.1864920867620095,-0.5949906058778288,2.7814826926398384,0.7901377753016359,1.1329611104733406,17,17,26,26,0.6538461538461539,15,16,0,0,3,3,100000.0,100000.0,102186.49208676201,99405.00939412217,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,young_breakout_sma20,first31,0.6718431855331728,-0.14642317131422167,0.8182663568473945,0.7901377753016359,0.8167186157014061,12,12,16,16,0.75,12,12,0,0,3,3,100000.0,100000.0,100671.84318553317,99853.57682868578,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
gate,240,young_breakout_sma20,last30,1.5045407467482386,-0.44922520435416524,1.9537659511024037,0.37404897742877585,0.6692280869953549,5,5,10,10,0.5,3,4,0,0,2,1,100671.84318553317,99853.57682868578,102186.49208676201,99405.00939412217,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
combined,60,focus_sma60,full,2.4462741111771176,-7.68875523299232,10.135029344169437,13.59413164299912,9.137331867605148,3603,3603,4578,4578,0.7870249017038008,583,821,8,10,10,10,100000.0,100000.0,102446.27411117712,92311.24476700768,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
combined,60,focus_sma60,first31,-7.356779611881764,0.35717148497095336,-7.713951096852718,12.275010165807165,4.0260218695083,2008,2008,2463,2463,0.8152659358505887,310,418,0,0,10,10,100000.0,100000.0,92643.22038811824,100357.17148497095,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
combined,60,focus_sma60,last30,10.581512259602055,-8.017291239787678,18.59880349938973,9.348157951519653,9.137331867605148,1595,1595,2115,2115,0.7541371158392435,273,403,8,10,10,10,92643.22038811824,100357.17148497095,102446.27411117712,92311.24476700768,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
combined,60,focus_md,full,28.874946722286772,-14.519752106067942,43.39469882835471,13.462017259005021,17.356662725164885,3603,3603,4578,4578,0.7870249017038008,431,2979,10,7,10,10,100000.0,100000.0,128874.94672228677,85480.24789393206,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
combined,60,focus_md,first31,-9.851690631408186,-9.519205357359693,-0.3324852740484925,12.92971671572144,10.496729882765354,2008,2008,2463,2463,0.8152659358505887,245,1714,0,0,10,10,100000.0,100000.0,90148.30936859181,90480.7946426403,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
