sample_id,symbol,source_path,source_exists,class_status,box_status,review_via,split,timeframe,decision_time,window_start_bar,window_end_bar,box_start_bar,box_end_bar,index_in_range,clock_match,contiguous_window,core_within_window,image_exists,image_sha_match,post_core_visible_bars,source_sha_historical_parity,eligible_for_lineage_exploration
neg_PARTI_USDT_SWAP_001730__b0,PARTI_USDT_SWAP,data/kline_fetched/okx_PARTI_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-12-29T10:30:00+00:00,20027,20039,,,False,False,False,False,False,False,,not_recorded,False
neg_PARTI_USDT_SWAP_020285__b0,PARTI_USDT_SWAP,data/kline_fetched/okx_PARTI_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-10-25T21:45:00+00:00,13831,13844,,,False,False,False,False,False,False,,not_recorded,False
neg_PLUME_USDT_SWAP_014130__b0,PLUME_USDT_SWAP,data/kline_fetched/okx_PLUME_USDT_SWAP_15m_41073.csv,False,rejected,none,agree,train,15m,2025-08-01T17:15:00+00:00,5649,5665,,,False,False,False,False,False,False,,not_recorded,False
neg_SAPIEN_USDT_SWAP_001330__b0,SAPIEN_USDT_SWAP,data/kline_fetched/okx_SAPIEN_USDT_SWAP_15m_26119.csv,False,rejected,none,agree,train,15m,2025-12-02T05:00:00+00:00,2454,2469,,,False,False,False,False,False,False,,not_recorded,False
neg_SENT_USDT_SWAP_000730__b0,SENT_USDT_SWAP,data/kline_fetched/okx_SENT_USDT_SWAP_15m_25338.csv,False,rejected,none,agree,train,15m,2025-11-19T10:30:00+00:00,451,462,,,False,False,False,False,False,False,,not_recorded,False
neg_SUSHI_USDT_SWAP_015930__b0,SUSHI_USDT_SWAP,data/kline_fetched/okx_SUSHI_USDT_SWAP_15m_41072.csv,False,rejected,none,agree,train,15m,2025-10-29T17:45:00+00:00,14198,14209,,,False,False,False,False,False,False,,not_recorded,False
neg_THETA_USDT_SWAP_007330__b0,THETA_USDT_SWAP,data/kline_fetched/okx_THETA_USDT_SWAP_15m_41072.csv,False,rejected,none,agree,train,15m,2025-08-08T23:00:00+00:00,6343,6358,,,False,False,False,False,False,False,,not_recorded,False
neg_TURBO_USDT_SWAP_008930__b0,TURBO_USDT_SWAP,data/kline_fetched/okx_TURBO_USDT_SWAP_15m_41071.csv,False,rejected,none,agree,train,15m,2025-07-27T04:00:00+00:00,5115,5129,,,False,False,False,False,False,False,,not_recorded,False
neg_WET_USDT_SWAP_005144__b0,WET_USDT_SWAP,data/kline_fetched/okx_WET_USDT_SWAP_15m_22934.csv,False,rejected,none,agree,train,15m,2026-01-25T11:00:00+00:00,4475,4492,,,False,False,False,False,False,False,,not_recorded,False
neg_W_USDT_SWAP_000930__b0,W_USDT_SWAP,data/kline_fetched/okx_W_USDT_SWAP_15m_41071.csv,False,rejected,none,agree,train,15m,2025-08-11T20:15:00+00:00,6621,6634,,,False,False,False,False,False,False,,not_recorded,False
neg_ZIL_USDT_SWAP_004930__b0,ZIL_USDT_SWAP,data/kline_fetched/okx_ZIL_USDT_SWAP_15m_41070.csv,False,rejected,none,agree,train,15m,2025-07-03T20:00:00+00:00,2873,2888,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_2Z_USDT_SWAP_002260__b0,2Z_USDT_SWAP,data/kline_fetched/okx_2Z_USDT_SWAP_15m_29471.csv,False,rejected,none,agree,train,15m,2025-10-17T17:00:00+00:00,1443,1456,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_AIXBT_USDT_SWAP_028960__b0,AIXBT_USDT_SWAP,data/kline_fetched/okx_AIXBT_USDT_SWAP_15m_41085.csv,False,rejected,none,agree,val,15m,2026-04-01T14:45:00+00:00,28981,28997,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_API3_USDT_SWAP_005960__b0,API3_USDT_SWAP,data/kline_fetched/okx_API3_USDT_SWAP_15m_41084.csv,False,rejected,none,agree,train,15m,2025-07-12T17:15:00+00:00,3743,3758,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ARB_USDT_SWAP_010560__b0,ARB_USDT_SWAP,data/kline_fetched/okx_ARB_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2025-09-26T22:00:00+00:00,11150,11165,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_BAND_USDT_SWAP_023160__b0,BAND_USDT_SWAP,data/kline_fetched/okx_BAND_USDT_SWAP_15m_41083.csv,False,rejected,none,agree,train,15m,2025-10-13T20:00:00+00:00,12681,12695,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_BRETT_USDT_SWAP_017160__b0,BRETT_USDT_SWAP,data/kline_fetched/okx_BRETT_USDT_SWAP_15m_41082.csv,False,rejected,none,agree,train,15m,2025-09-05T11:15:00+00:00,9000,9011,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_COIN_USDT_SWAP_004860__b0,COIN_USDT_SWAP,data/kline_fetched/okx_COIN_USDT_SWAP_15m_15381.csv,False,rejected,none,agree,val,15m,2026-03-20T15:45:00+00:00,2132,2144,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_CORE_USDT_SWAP_016060__b0,CORE_USDT_SWAP,data/kline_fetched/okx_CORE_USDT_SWAP_15m_41081.csv,False,rejected,none,agree,train,15m,2025-09-11T06:45:00+00:00,9556,9568,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_DOGE_USDT_SWAP_019560__b0,DOGE_USDT_SWAP,data/kline_fetched/okx_DOGE_USDT_SWAP_15m_41176.csv,False,rejected,none,keep_gold,train,15m,2025-12-14T06:00:00+00:00,18672,18684,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_EGLD_USDT_SWAP_002760__b0,EGLD_USDT_SWAP,data/kline_fetched/okx_EGLD_USDT_SWAP_15m_41079.csv,False,rejected,none,agree,train,15m,2025-07-06T22:15:00+00:00,3183,3196,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ENSO_USDT_SWAP_012660__b0,ENSO_USDT_SWAP,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,False,rejected,none,agree,train,15m,2025-11-14T13:15:00+00:00,1536,1549,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ENS_USDT_SWAP_020160__b0,ENS_USDT_SWAP,data/kline_fetched/okx_ENS_USDT_SWAP_15m_41079.csv,False,rejected,none,agree,train,15m,2025-07-18T21:30:00+00:00,4334,4345,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ETC_USDT_SWAP_015960__b0,ETC_USDT_SWAP,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-07-08T23:00:00+00:00,3475,3487,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_GMT_USDT_SWAP_004660__b0,GMT_USDT_SWAP,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-09-16T06:45:00+00:00,10032,10044,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_GMT_USDT_SWAP_018760__b0,GMT_USDT_SWAP,data/kline_fetched/okx_GMT_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-06-14T22:45:00+00:00,1073,1084,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ICX_USDT_SWAP_018360__b0,ICX_USDT_SWAP,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-09-29T06:45:00+00:00,11279,11291,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ICX_USDT_SWAP_018360__b1,ICX_USDT_SWAP,data/kline_fetched/okx_ICX_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-06-14T00:45:00+00:00,984,995,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_IOTA_USDT_SWAP_008560__b0,IOTA_USDT_SWAP,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-07-03T10:30:00+00:00,2843,2858,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_KAITO_USDT_SWAP_010460__b1,KAITO_USDT_SWAP,data/kline_fetched/okx_KAITO_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2026-02-07T10:45:00+00:00,23871,23883,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_KMNO_USDT_SWAP_015460__b0,KMNO_USDT_SWAP,data/kline_fetched/okx_KMNO_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-08-31T00:45:00+00:00,8472,8483,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_KSM_USDT_SWAP_013560__b0,KSM_USDT_SWAP,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-06-12T19:45:00+00:00,868,879,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_LAYER_USDT_SWAP_018160__b0,LAYER_USDT_SWAP,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-06-17T11:15:00+00:00,1313,1325,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_LIT_USDT_SWAP_010560__b0,LIT_USDT_SWAP,data/kline_fetched/okx_LIT_USDT_SWAP_15m_21543.csv,False,rejected,none,agree,val,15m,2026-03-18T07:45:00+00:00,8064,8081,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_LUNA_USDT_SWAP_029860__b0,LUNA_USDT_SWAP,data/kline_fetched/okx_LUNA_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,val,15m,2026-04-07T15:00:00+00:00,29551,29563,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_MASK_USDT_SWAP_015860__b0,MASK_USDT_SWAP,data/kline_fetched/okx_MASK_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2025-09-06T17:00:00+00:00,9111,9123,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_NMR_USDT_SWAP_006860__b0,NMR_USDT_SWAP,data/kline_fetched/okx_NMR_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-06-16T22:00:00+00:00,1251,1269,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_PEPE_USDT_SWAP_023560__b0,PEPE_USDT_SWAP,data/kline_fetched/okx_PEPE_USDT_SWAP_15m_41174.csv,False,rejected,none,agree,train,15m,2025-10-16T16:30:00+00:00,13046,13059,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_PI_USDT_SWAP_017660__b0,PI_USDT_SWAP,data/kline_fetched/okx_PI_USDT_SWAP_15m_41174.csv,False,rejected,none,agree,train,15m,2025-09-16T09:00:00+00:00,10134,10149,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_PNUT_USDT_SWAP_003160__b0,PNUT_USDT_SWAP,data/kline_fetched/okx_PNUT_USDT_SWAP_15m_41073.csv,False,rejected,none,agree,train,15m,2025-07-13T07:30:00+00:00,3789,3802,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_SIGN_USDT_SWAP_019860__b0,SIGN_USDT_SWAP,data/kline_fetched/okx_SIGN_USDT_SWAP_15m_41073.csv,False,rejected,none,agree,train,15m,2025-09-30T11:45:00+00:00,11387,11402,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_SOL_USDT_SWAP_028860__b0,SOL_USDT_SWAP,data/kline_fetched/okx_SOL_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,val,15m,2026-03-21T21:45:00+00:00,28044,28056,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_TRB_USDT_SWAP_020060__b0,TRB_USDT_SWAP,data/kline_fetched/okx_TRB_USDT_SWAP_15m_41072.csv,False,rejected,none,agree,train,15m,2026-03-02T06:15:00+00:00,26056,26067,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_USELESS_USDT_SWAP_002460__b0,USELESS_USDT_SWAP,data/kline_fetched/okx_USELESS_USDT_SWAP_15m_36110.csv,False,rejected,none,agree,train,15m,2026-01-17T11:45:00+00:00,16891,16903,,,False,False,False,False,False,False,,not_recorded,False
neg_okx_ZETA_USDT_SWAP_004660__b0,ZETA_USDT_SWAP,data/kline_fetched/okx_ZETA_USDT_SWAP_15m_41070.csv,False,rejected,none,agree,train,15m,2025-12-31T13:15:00+00:00,20226,20237,,,False,False,False,False,False,False,,not_recorded,False
okx_APE_USDT_SWAP_018660__b0,APE_USDT_SWAP,data/kline_fetched/okx_APE_USDT_SWAP_15m_41176.csv,False,confirmed,rule_verified,keep_gold,train,15m,2025-12-14T08:00:00+00:00,18680,18693,18685.0,18690.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_AUCTION_USDT_SWAP_012260__b0,AUCTION_USDT_SWAP,data/kline_fetched/okx_AUCTION_USDT_SWAP_15m_41084.csv,False,confirmed,rule_verified,agree,train,15m,2025-10-10T17:00:00+00:00,12384,12396,12389.0,12393.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_BLUR_USDT_SWAP_020760__b0,BLUR_USDT_SWAP,data/kline_fetched/okx_BLUR_USDT_SWAP_15m_41082.csv,False,confirmed,rule_verified,agree,train,15m,2026-01-07T14:30:00+00:00,20916,20928,20921.0,20925.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_CRV_USDT_SWAP_027560__b0,CRV_USDT_SWAP,data/kline_fetched/okx_CRV_USDT_SWAP_15m_41176.csv,False,confirmed,rule_verified,agree,val,15m,2026-03-18T11:45:00+00:00,27720,27731,27725.0,27728.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_DOOD_USDT_SWAP_002060__b0,DOOD_USDT_SWAP,data/kline_fetched/okx_DOOD_USDT_SWAP_15m_41080.csv,False,rejected,none,flip_pos_to_neg,train,15m,2025-06-25T15:45:00+00:00,2103,2115,2108.0,2112.0,False,False,False,False,False,False,,not_recorded,False
okx_DOT_USDT_SWAP_017260__b0,DOT_USDT_SWAP,data/kline_fetched/okx_DOT_USDT_SWAP_15m_41176.csv,False,confirmed,rule_verified,agree,train,15m,2025-11-30T23:45:00+00:00,17396,17411,17401.0,17407.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_DYDX_USDT_SWAP_018560__b1,DYDX_USDT_SWAP,data/kline_fetched/okx_DYDX_USDT_SWAP_15m_41080.csv,False,rejected,none,flip_pos_to_neg,train,15m,2025-12-14T05:30:00+00:00,18571,18586,18576.0,18582.0,False,False,False,False,False,False,,not_recorded,False
okx_EGLD_USDT_SWAP_002760__b0,EGLD_USDT_SWAP,data/kline_fetched/okx_EGLD_USDT_SWAP_15m_41079.csv,False,confirmed,rule_verified,agree,train,15m,2025-07-04T05:15:00+00:00,2923,2936,2928.0,2933.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_EGLD_USDT_SWAP_026860__b0,EGLD_USDT_SWAP,data/kline_fetched/okx_EGLD_USDT_SWAP_15m_41079.csv,False,confirmed,rule_verified,agree,train,15m,2026-03-10T18:45:00+00:00,26882,26894,26887.0,26891.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_ENSO_USDT_SWAP_016260__b0,ENSO_USDT_SWAP,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-16T23:00:00+00:00,16260,16276,16266.0,16272.0,False,False,False,False,False,False,,not_recorded,False
okx_ETC_USDT_SWAP_015960__b0,ETC_USDT_SWAP,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-11-16T11:45:00+00:00,16006,16018,16011.0,16015.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_FIL_USDT_SWAP_029260__b0,FIL_USDT_SWAP,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,val,15m,2026-04-05T01:00:00+00:00,29402,29415,29407.0,29412.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_GIGGLE_USDT_SWAP_004360__b0,GIGGLE_USDT_SWAP,data/kline_fetched/okx_GIGGLE_USDT_SWAP_15m_27288.csv,False,confirmed,rule_verified,agree,train,15m,2025-12-10T08:15:00+00:00,4406,4421,4411.0,4417.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_GMX_USDT_SWAP_024560__b0,GMX_USDT_SWAP,data/kline_fetched/okx_GMX_USDT_SWAP_15m_41077.csv,False,confirmed,rule_verified,agree,train,15m,2026-02-15T14:30:00+00:00,24654,24667,24659.0,24664.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_HMSTR_USDT_SWAP_015860__b0,HMSTR_USDT_SWAP,data/kline_fetched/okx_HMSTR_USDT_SWAP_15m_41077.csv,False,confirmed,rule_verified,agree,train,15m,2025-11-16T12:15:00+00:00,15911,15922,15916.0,15919.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_HOME_USDT_SWAP_030460__b0,HOME_USDT_SWAP,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-27T19:30:00+00:00,30552,30565,30557.0,30562.0,False,False,False,False,False,False,,not_recorded,False
okx_INIT_USDT_SWAP_017160__b1,INIT_USDT_SWAP,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,False,rejected,none,flip_pos_to_neg,train,15m,2025-12-01T00:45:00+00:00,17303,17315,17308.0,17312.0,False,False,False,False,False,False,,not_recorded,False
okx_IOTA_USDT_SWAP_008560__b0,IOTA_USDT_SWAP,data/kline_fetched/okx_IOTA_USDT_SWAP_15m_41077.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-31T23:15:00+00:00,8558,8573,8563.0,8569.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_JTO_USDT_SWAP_018560__b0,JTO_USDT_SWAP,data/kline_fetched/okx_JTO_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-12-14T06:45:00+00:00,18673,18685,18678.0,18682.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_LA_USDT_SWAP_004960__b0,LA_USDT_SWAP,data/kline_fetched/okx_LA_USDT_SWAP_15m_40141.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-05T14:15:00+00:00,5087,5105,5094.0,5100.0,False,False,False,True,False,False,5.0,not_recorded,False
okx_LIT_USDT_SWAP_011760__b0,LIT_USDT_SWAP,data/kline_fetched/okx_LIT_USDT_SWAP_15m_21543.csv,False,confirmed,rule_verified,agree,val,15m,2026-04-27T06:15:00+00:00,11902,11915,11907.0,11912.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_MANA_USDT_SWAP_028160__b0,MANA_USDT_SWAP,data/kline_fetched/okx_MANA_USDT_SWAP_15m_40976.csv,False,confirmed,rule_verified,agree,val,15m,2026-03-26T05:00:00+00:00,28259,28271,28264.0,28268.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_METIS_USDT_SWAP_026460__b0,METIS_USDT_SWAP,data/kline_fetched/okx_METIS_USDT_SWAP_15m_41075.csv,False,confirmed,rule_verified,agree,train,15m,2026-03-08T00:30:00+00:00,26611,26624,26616.0,26621.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_MUBARAK_USDT_SWAP_028960__b0,MUBARAK_USDT_SWAP,data/kline_fetched/okx_MUBARAK_USDT_SWAP_15m_41075.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-02T03:00:00+00:00,29022,29034,29027.0,29031.0,False,False,False,False,False,False,,not_recorded,False
okx_NIGHT_USDT_SWAP_013660__b0,NIGHT_USDT_SWAP,data/kline_fetched/okx_NIGHT_USDT_SWAP_15m_22951.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-05-01T09:00:00+00:00,13703,13718,13708.0,13714.0,False,False,False,False,False,False,,not_recorded,False
okx_ONDO_USDT_SWAP_008660__b0,ONDO_USDT_SWAP,data/kline_fetched/okx_ONDO_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-31T23:30:00+00:00,8658,8672,8663.0,8669.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_ONDO_USDT_SWAP_010760__b0,ONDO_USDT_SWAP,data/kline_fetched/okx_ONDO_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-23T19:00:00+00:00,10849,10862,10854.0,10859.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_PENGU_USDT_SWAP_031960__b0,PENGU_USDT_SWAP,data/kline_fetched/okx_PENGU_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,val,15m,2026-05-02T23:45:00+00:00,32085,32097,32090.0,32094.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_PLUME_USDT_SWAP_010760__b0,PLUME_USDT_SWAP,data/kline_fetched/okx_PLUME_USDT_SWAP_15m_41073.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-25T00:15:00+00:00,10863,10877,10868.0,10874.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_PROVE_USDT_SWAP_005360__b0,PROVE_USDT_SWAP,data/kline_fetched/okx_PROVE_USDT_SWAP_15m_28039.csv,False,confirmed,rule_verified,agree,train,15m,2025-12-12T15:15:00+00:00,5380,5391,5385.0,5388.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_PROVE_USDT_SWAP_011760__b0,PROVE_USDT_SWAP,data/kline_fetched/okx_PROVE_USDT_SWAP_15m_28039.csv,False,confirmed,rule_verified,agree,train,15m,2026-02-17T05:45:00+00:00,11772,11785,11777.0,11782.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_PUMP_USDT_SWAP_006760__b0,PUMP_USDT_SWAP,data/kline_fetched/okx_PUMP_USDT_SWAP_15m_37135.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-24T21:00:00+00:00,6913,6926,6918.0,6923.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_RESOLV_USDT_SWAP_007760__b0,RESOLV_USDT_SWAP,data/kline_fetched/okx_RESOLV_USDT_SWAP_15m_40412.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-01T00:30:00+00:00,7900,7912,7905.0,7909.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_STX_USDT_SWAP_008460__b1,STX_USDT_SWAP,data/kline_fetched/okx_STX_USDT_SWAP_15m_41072.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-31T23:30:00+00:00,8553,8568,8558.0,8564.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_SUI_USDT_SWAP_004260__b0,SUI_USDT_SWAP,data/kline_fetched/okx_SUI_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-07-18T14:30:00+00:00,4399,4411,4404.0,4408.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_THETA_USDT_SWAP_008760__b0,THETA_USDT_SWAP,data/kline_fetched/okx_THETA_USDT_SWAP_15m_41072.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-04T03:00:00+00:00,8858,8870,8863.0,8867.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_TRUMP_USDT_SWAP_026460__b0,TRUMP_USDT_SWAP,data/kline_fetched/okx_TRUMP_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2026-03-05T12:30:00+00:00,26467,26483,26473.0,26479.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_TRUMP_USDT_SWAP_031660__b0,TRUMP_USDT_SWAP,data/kline_fetched/okx_TRUMP_USDT_SWAP_15m_41175.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-29T12:15:00+00:00,31750,31762,31755.0,31759.0,False,False,False,False,False,False,,not_recorded,False
okx_TRUTH_USDT_SWAP_009460__b0,TRUTH_USDT_SWAP,data/kline_fetched/okx_TRUTH_USDT_SWAP_15m_24008.csv,False,confirmed,rule_verified,agree,train,15m,2026-03-08T10:15:00+00:00,9584,9595,9589.0,9592.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_TRX_USDT_SWAP_000760__b0,TRX_USDT_SWAP,data/kline_fetched/okx_TRX_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-06-11T16:30:00+00:00,852,867,857.0,863.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_VANA_USDT_SWAP_028860__b0,VANA_USDT_SWAP,data/kline_fetched/okx_VANA_USDT_SWAP_15m_41071.csv,False,confirmed,rule_verified,agree,val,15m,2026-04-02T02:00:00+00:00,29014,29025,29019.0,29022.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_WCT_USDT_SWAP_014560__b0,WCT_USDT_SWAP,data/kline_fetched/okx_WCT_USDT_SWAP_15m_41071.csv,False,confirmed,rule_verified,agree,train,15m,2025-11-02T15:30:00+00:00,14568,14583,14573.0,14579.0,False,False,False,True,False,False,4.0,not_recorded,False
okx_WLD_USDT_SWAP_025860__b0,WLD_USDT_SWAP,data/kline_fetched/okx_WLD_USDT_SWAP_15m_41174.csv,False,rejected,none,flip_pos_to_neg,train,15m,2026-02-27T13:30:00+00:00,25894,25910,25900.0,25906.0,False,False,False,False,False,False,,not_recorded,False
okx_ZETA_USDT_SWAP_016960__b0,ZETA_USDT_SWAP,data/kline_fetched/okx_ZETA_USDT_SWAP_15m_41070.csv,False,rejected,none,flip_pos_to_neg,train,15m,2025-11-28T17:00:00+00:00,17073,17084,17078.0,17081.0,False,False,False,False,False,False,,not_recorded,False
okx_ZK_USDT_SWAP_010660__b0,ZK_USDT_SWAP,data/kline_fetched/okx_ZK_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,agree,train,15m,2025-09-22T00:45:00+00:00,10679,10691,10684.0,10688.0,False,False,False,True,False,False,3.0,not_recorded,False
okx_ZORA_USDT_SWAP_018160__b0,ZORA_USDT_SWAP,data/kline_fetched/okx_ZORA_USDT_SWAP_15m_28713.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-18T09:30:00+00:00,18214,18232,18221.0,18227.0,False,False,False,False,False,False,,not_recorded,False
ownerno_early300_v1_S018,VANA_USDT_SWAP,data/kline_fetched/okx_VANA_USDT_SWAP_15m_41071.csv,False,rejected,none,agree,train,15m,2025-09-15T08:30:00+00:00,9936,9947,,,False,False,False,False,False,False,,not_recorded,False
ownerno_early300_v1_S133,BARD_USDT_SWAP,data/kline_fetched/okx_BARD_USDT_SWAP_15m_30820.csv,False,rejected,none,agree,train,15m,2026-02-15T11:45:00+00:00,14381,14399,,,False,False,False,False,False,False,,not_recorded,False
ownerno_early300_v1_S203,MAGIC_USDT_SWAP,data/kline_fetched/okx_MAGIC_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2025-06-15T07:45:00+00:00,1107,1118,,,False,False,False,False,False,False,,not_recorded,False
ownerno_early300_v1_S234,S_USDT_SWAP,data/kline_fetched/okx_S_USDT_SWAP_15m_41073.csv,False,rejected,none,agree,train,15m,2025-06-15T07:00:00+00:00,1095,1111,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N051,UMA_USDT_SWAP,data/kline_fetched/okx_UMA_USDT_SWAP_15m_41071.csv,False,rejected,none,agree,train,15m,2026-01-15T00:30:00+00:00,21611,21627,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N058,USELESS_USDT_SWAP,data/kline_fetched/okx_USELESS_USDT_SWAP_15m_36110.csv,False,rejected,none,agree,train,15m,2025-11-15T08:15:00+00:00,10830,10841,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N097,LRC_USDT_SWAP,data/kline_fetched/okx_LRC_USDT_SWAP_15m_39172.csv,True,rejected,none,agree,train,15m,2026-01-15T04:45:00+00:00,21636,21650,,,True,True,True,False,False,False,,not_recorded,True
