bar,arm_id,feature,operator,quantile,threshold,kind,events,retention,2023H1_events,2023H2_events,2023H1_net_bp,2023H2_net_bp,2023H1_improvement_bp,2023H2_improvement_bp,stable_improvement_bp,combined_net_bp,eligible
5m,ma_shift_osc_dir__ge_q50,ma_shift_osc_dir,>=,0.5,0.07124322440409653,continuous,147,0.5017064846416383,90,57,-18.54834645983687,-14.311854885098514,2.519795764811054,1.7395545757800281,1.7395545757800281,-16.90562523697914,True
5m,ma_shift_osc_dir__ge_q75,ma_shift_osc_dir,>=,0.75,0.21254137555874136,continuous,77,0.2627986348122867,45,32,-22.6317861067064,-20.7835679068266,-1.563643882058475,-4.732158445948059,-4.732158445948059,-21.863695426236877,True
5m,ma_shift_osc_delta_dir__le_q25,ma_shift_osc_delta_dir,<=,0.25,-0.05627661614225625,continuous,82,0.27986348122866894,45,37,-18.293155310618936,-19.084087833269827,2.7749869140289896,-3.0326783723912847,-3.0326783723912847,-18.650039497668725,True
5m,ma_shift_osc_delta_dir__le_q50,ma_shift_osc_delta_dir,<=,0.5,-0.013844069597328368,continuous,143,0.4880546075085324,90,53,-17.465355971800008,-14.685545720993396,3.602786252847917,1.365863739885146,1.365863739885146,-16.43507664807448,True
5m,ma_shift_osc_delta_dir__ge_q50,ma_shift_osc_delta_dir,>=,0.5,-0.013844069597328368,continuous,150,0.5119453924914675,90,60,-24.67092847749585,-17.257922431110426,-3.602786252847924,-1.2065129702318842,-3.602786252847924,-21.70572605894167,True
5m,ma_shift_osc_delta_dir__ge_q75,ma_shift_osc_delta_dir,>=,0.75,0.03015195702922778,continuous,84,0.28668941979522183,45,39,-15.02867818668101,-20.06101869508062,6.0394640379669156,-4.0096092342020775,-4.0096092342020775,-17.365121994152254,True
5m,k2_range_atr__le_q25,k2_range_atr,<=,0.25,1.0485240443510861,continuous,73,0.24914675767918087,45,28,-16.259071391496743,-22.167133997816517,4.809070833151182,-6.115724536937975,-6.115724536937975,-18.52517759666049,True
5m,k2_range_atr__le_q50,k2_range_atr,<=,0.5,1.340820826518021,continuous,143,0.4880546075085324,90,53,-18.143134274804254,-19.696731985998138,2.925007949843671,-3.645322525119596,-3.645322525119596,-18.718943216715275,True
5m,k2_range_atr__ge_q50,k2_range_atr,>=,0.5,1.340820826518021,continuous,150,0.5119453924914675,90,60,-23.9931501744916,-12.831374563689566,-2.9250079498436747,3.2200348971889756,-2.9250079498436747,-19.528439930170787,True
5m,k2_range_atr__ge_q75,k2_range_atr,>=,0.75,1.7459301726436363,continuous,78,0.26621160409556316,45,33,-21.808928254396275,-3.6237591053371303,-0.7407860297483495,12.427650355541411,-0.7407860297483495,-14.115202845178946,True
5m,prior_ma_side_share_12_dir__le_q25,prior_ma_side_share_12_dir,<=,0.25,0.4166666666666667,continuous,72,0.24573378839590443,50,22,-16.975500741835916,-13.417103481296657,4.0926414828120095,2.6343059795818853,,-15.88821269000448,False
5m,prior_ma_side_share_12_dir__le_q50,prior_ma_side_share_12_dir,<=,0.5,0.75,continuous,152,0.5187713310580204,96,56,-20.443832733379704,-20.38762836519286,0.624309491268221,-4.336218904314318,-4.336218904314318,-20.42312586088981,True
5m,prior_ma_side_share_12_dir__ge_q50,prior_ma_side_share_12_dir,>=,0.5,0.75,continuous,157,0.5358361774744027,94,63,-23.79183617951825,-12.464175273814,-2.723693954870324,3.587234187064542,-2.723693954870324,-19.2463416759554,True
5m,prior_ma_side_share_12_dir__ge_q75,prior_ma_side_share_12_dir,>=,0.75,1.0,continuous,82,0.27986348122866894,51,31,-21.647593963693854,-21.42646601457141,-0.5794517390459291,-5.375056553692868,-5.375056553692868,-21.563996812196343,True
5m,prior_ma_side_share_48_dir__le_q25,prior_ma_side_share_48_dir,<=,0.25,0.30729166666666663,continuous,76,0.2593856655290102,45,31,-19.551744164069756,-6.040651253382984,1.5163980605781688,10.010758207495558,1.5163980605781688,-14.04064047681594,True
5m,prior_ma_side_share_48_dir__le_q50,prior_ma_side_share_48_dir,<=,0.5,0.4583333333333333,continuous,149,0.5085324232081911,91,58,-20.482760007381,-12.003766566520234,0.5853822172669254,4.047642894358308,0.5853822172669254,-17.182212225032515,True
5m,prior_ma_side_share_48_dir__ge_q50,prior_ma_side_share_48_dir,>=,0.5,0.4583333333333333,continuous,155,0.5290102389078498,96,59,-21.24106580461867,-18.051734627897368,-0.17292357997074603,-2.0003251670188256,-2.0003251670188256,-20.027062324447336,True
5m,prior_ma_side_share_48_dir__ge_q75,prior_ma_side_share_48_dir,>=,0.75,0.671875,continuous,70,0.23890784982935154,45,25,-23.487180232933998,-15.484221329932197,-2.4190380082860727,0.5671881309463451,,-20.62898062471907,False
5m,prior_native_colour_share_12_dir__le_q25,prior_native_colour_share_12_dir,<=,0.25,0.5,continuous,156,0.5324232081911263,105,51,-21.32036654602809,-16.634125240594884,-0.25222432138016515,-0.5827157797163416,-0.5827157797163416,-19.78832611925185,True
5m,prior_native_colour_share_12_dir__le_q50,prior_native_colour_share_12_dir,<=,0.5,0.5,continuous,156,0.5324232081911263,105,51,-21.32036654602809,-16.634125240594884,-0.25222432138016515,-0.5827157797163416,-0.5827157797163416,-19.78832611925185,True
5m,prior_native_colour_share_12_dir__ge_q50,prior_native_colour_share_12_dir,>=,0.5,0.5,continuous,224,0.764505119453925,137,87,-22.273646584547567,-17.55258242467435,-1.205504359899642,-1.5011729637958062,-1.5011729637958062,-20.440018986739663,True
5m,prior_native_colour_share_12_dir__ge_q75,prior_native_colour_share_12_dir,>=,0.75,0.5833333333333334,continuous,137,0.46757679180887374,75,62,-20.71502817471569,-15.57207873885381,0.35311404993223405,0.4793307220247325,0.35311404993223405,-18.387562006661412,True
5m,entry_gap_dir_atr__le_q25,entry_gap_dir_atr,<=,0.25,-0.001509985805004395,continuous,65,0.22184300341296928,45,20,-17.490279511717418,-5.180543477269412,3.577862712930507,10.87086598360913,,-13.702668424194954,False
5m,entry_gap_dir_atr__le_q50,entry_gap_dir_atr,<=,0.5,-0.0,continuous,216,0.7372013651877133,126,90,-17.245896762649988,-16.14537975454265,3.8222454619979374,-0.09397029366410692,-0.09397029366410692,-16.78734800927193,True
5m,entry_gap_dir_atr__ge_q50,entry_gap_dir_atr,>=,0.5,-0.0,continuous,202,0.689419795221843,125,77,-23.560650443038472,-15.461460300050934,-2.4925082183905474,0.589949160827608,-2.4925082183905474,-20.47333538853332,True
5m,entry_gap_dir_atr__ge_q75,entry_gap_dir_atr,>=,0.75,0.0014781911932078226,continuous,59,0.20136518771331058,45,14,-28.69846380922103,-20.979287955367486,-7.630321584573103,-4.927878494488944,,-26.866794962543917,False
5m,long_only,long_only,is_true,,,binary,138,0.4709897610921502,88,50,-19.831700127768777,-14.157440335322827,1.2364420968791485,1.8939691255557154,1.2364420968791485,-17.77580889862169,True
5m,short_only,short_only,is_true,,,binary,155,0.5290102389078498,92,63,-22.250825969488854,-17.554559560525938,-1.1826837448409293,-1.5031500996473959,-1.5031500996473959,-20.342020912942637,True
5m,structure_aligned,structure_aligned,is_true,,,binary,167,0.5699658703071673,97,70,-24.15164930216766,-19.501396540021332,-3.0835070775197337,-3.4499870791427902,-3.4499870791427902,-22.202441557555428,True
5m,structure_not_opposite,structure_not_opposite,is_true,,,binary,167,0.5699658703071673,97,70,-24.15164930216766,-19.501396540021332,-3.0835070775197337,-3.4499870791427902,-3.4499870791427902,-22.202441557555428,True
5m,weekend,weekend,is_true,,,binary,44,0.15017064846416384,31,13,-22.444982903041268,-14.375913505862448,-1.376840678393343,1.6754959550160944,,-20.060939672056612,False
5m,weekday,weekday,is_true,,,binary,249,0.8498293515358362,149,100,-20.78168543921039,-16.269223935030634,0.2864567854375366,-0.21781447415209243,-0.21781447415209243,-18.969451903395225,True
5m,utc_00_06,utc_00_06,is_true,,,binary,47,0.16040955631399317,33,14,-20.244063042179572,-14.77642680461845,0.8240791824683527,1.2749826562600912,,-18.6154054395018,False
5m,utc_06_12,utc_06_12,is_true,,,binary,55,0.18771331058020477,39,16,-16.29953144292164,-20.094094871286522,4.768610781726284,-4.04268541040798,,-17.403404440264147,False
5m,utc_12_18,utc_12_18,is_true,,,binary,118,0.40273037542662116,62,56,-19.984459047746142,-13.004835081070498,1.0836831769017827,3.0465743798080442,1.0836831769017827,-16.67209513135771,True
5m,utc_18_24,utc_18_24,is_true,,,binary,73,0.24914675767918087,46,27,-27.162898539358594,-20.635667086447583,-6.0947563147106685,-4.584257625569041,-6.0947563147106685,-24.74871704307644,True
