period,scope,variant,population,account,return_pct,max_drawdown_pct,trades,win_rate,profit_factor,peak_positions,top1_positive_profit_share,top5_positive_profit_share,return_minus_top1_contribution_pct,return_minus_top5_contribution_pct,natural_exits,boundary_marks,rejected,candidates,valid_candidates,initial_stop_rate,natural_win_rate,natural_big_winners,extra_exit_notional_fee_pct,stress40_static_pct,stress60_static_pct,actual_turnover_fee_static_pct
known,okx,expansion3,all_assets,full,20.528997531198677,8.844671451348141,54,0.2222222222222222,7.050071893140236,8,0.29919917976047594,0.9613480133574005,13.37150091450378,-2.468542631111992,53,1,0,54,54,0.7407407407407407,0.20754716981132076,3,0.02083857542721827,20.219419635179154,19.90984173915963,20.508158955771457
known,okx,expansion3,all_assets,paired_actual,12.094692674056642,3.3596584800879237,38,0.15789473684210525,5.597808205802535,5,0.4860703728473123,0.9998539894782608,4.937196057361744,-2.628384367151093,38,0,0,38,38,0.7894736842105263,0.15789473684210525,2,0.01230656516721533,11.882820180897989,11.670947687739336,12.082386108889427
known,okx,expansion3,all_assets,paired_random,-0.7366119888849789,1.258136617005079,38,0.18421052631578946,0.029846075792293373,3,0.37557552083736406,0.9963762483620383,-0.7451230293241801,-0.7591911988493607,38,0,0,38,38,0.15789473684210525,0.18421052631578946,0,-0.0005928713285107382,-0.8803526492592557,-1.0240933096335325,-0.7360191175564682
known,okx,expansion3,without_useless,full,13.371500914503775,8.844671451348141,53,0.20754716981132076,4.940696165460292,8,0.3963620310568845,0.9877953768291436,6.72661698170542,-3.188575768124945,52,1,0,53,53,0.7547169811320755,0.19230769230769232,2,0.01367481253468777,13.068189294319854,12.764877674135931,13.357826101969087
known,okx,expansion3,without_useless,paired_actual,4.9371960573617395,3.3796060447863985,37,0.13513513513513514,2.8768794840803524,5,0.5878331638752208,1.0,0.48863311617586264,-2.630534405239674,37,0,0,37,37,0.8108108108108109,0.13513513513513514,1,0.0051428022746848314,4.731589840038686,4.525983622715634,4.932053255087054
known,okx,expansion3,without_useless,paired_random,-0.6676928388969391,1.1980458884916834,37,0.1891891891891892,0.03282565680992131,3,0.37557552083736406,0.9963762483620383,-0.6762038793361403,-0.6902720488613209,37,0,0,37,37,0.16216216216216217,0.1891891891891892,0,-0.0005313653398779117,-0.8040203379159978,-0.9403478369350565,-0.6671614735570611
known,binance,baseline,all_assets,full,28.262132523552207,14.209462472095268,429,0.17715617715617715,1.7809581385995377,10,0.30890495282425784,0.6079959241940807,8.352843264818224,-10.923923291479973,419,10,1633,2062,2062,0.6223776223776224,0.16467780429594273,9,0.03096684843987792,25.557416607226468,22.852700690900726,28.23116567511233
known,binance,baseline,all_assets,paired_actual,21.48246478334087,15.894059705505747,435,0.1724137931034483,1.6349656264534258,10,0.33107849290503827,0.6962540527133596,3.1688747038696605,-17.030792905736174,428,7,1183,1618,1618,0.6252873563218391,0.16355140186915887,8,0.023974658774463736,18.990270792217903,16.498076801094935,21.458490124566406
known,binance,baseline,all_assets,paired_random,-9.05708785621247,12.029262267721885,1532,0.3074412532637076,0.6023851146826117,10,0.35580233850352955,0.6059638528187918,-13.939213767774007,-17.37179382402313,1527,5,86,1618,1618,0.07180156657963446,0.3071381794368042,1,-0.003924874286202567,-14.189301426222517,-19.321514996232565,-9.053162981926269
known,binance,baseline,without_useless,full,9.541192253828717,14.209462472095268,422,0.17772511848341233,1.272953517838507,10,0.12350661875844315,0.5037825553918329,4.045571830647949,-12.875401513250562,413,9,1637,2059,2059,0.6208530805687204,0.16707021791767554,8,0.012150919069463808,6.931465438193571,4.321738622558426,9.529041334759253
known,binance,baseline,without_useless,paired_actual,2.179367834000281,15.894059705505747,435,0.17011494252873563,1.0634252247873053,10,0.1937289865515142,0.6144051045846124,-4.8996023950622485,-20.2713532550815,428,7,1180,1615,1615,0.6275862068965518,0.16121495327102803,7,0.004665845487195501,-0.3071098191950812,-2.7935874723904432,2.1747019885130854
known,binance,baseline,without_useless,paired_random,-8.835578329705255,11.92258210756999,1528,0.3069371727748691,0.6074413910489312,10,0.35756136277860817,0.6086261572548126,-13.724188878706123,-17.156768934955245,1523,5,87,1615,1615,0.07264397905759162,0.3066316480630335,1,-0.0037314133787590825,-13.939743280651653,-19.043908231598053,-8.831846916326496
known,binance,volume4,all_assets,full,21.67903582966981,12.215112848222532,271,0.14391143911439114,1.748720047244134,10,0.3678421279426213,0.7197912364118383,3.0537795797756697,-14.766752203314368,267,4,48,319,319,0.7749077490774908,0.13108614232209737,6,0.023415376267031243,19.942695392308277,18.206354954946743,21.65562045340278
known,binance,volume4,all_assets,paired_actual,18.207857003725106,10.710489441258497,223,0.15695067264573992,1.7881705457078627,10,0.43425044351503256,0.7802844760020011,0.2692861376701294,-14.025128770899501,220,3,19,242,242,0.7488789237668162,0.14545454545454545,5,0.019628324226866858,16.787389780583283,15.366922557441459,18.188228679498238
known,binance,volume4,all_assets,paired_random,0.7385330496364185,4.975711066650657,242,0.2975206611570248,1.1190301350445446,5,0.7588132752153155,0.9039125243538696,-4.530000025143179,-5.53744180058555,239,3,0,242,242,0.1115702479338843,0.2928870292887029,1,0.001574159491789599,-0.09709339251673388,-0.9327198346698863,0.7369588901446289
known,binance,volume4,without_useless,full,3.319884124481672,12.215112848222532,270,0.14444444444444443,1.1154475231014132,10,0.1875644613014997,0.6290790425439474,-2.6965338965519767,-16.858791846187067,265,5,48,318,318,0.774074074074074,0.12830188679245283,5,0.005032147284173634,1.607620964789595,-0.10464219490248228,3.3148519771974985
known,binance,volume4,without_useless,paired_actual,0.2800996684413403,10.710489441258497,222,0.15315315315315314,1.0121304607821335,10,0.21952834132219257,0.7048846640577079,-4.850432182939488,-16.19355106256044,219,3,19,241,241,0.7522522522522522,0.1415525114155251,4,0.0016846022719697036,-1.1244029350870923,-2.528905538615525,0.2784150661693706
known,binance,volume4,without_useless,paired_random,0.6795159545301868,4.975711066650657,241,0.2946058091286307,1.109518288819261,5,0.7653185444481762,0.9116617223791784,-4.589017120249411,-5.596458895691781,238,3,0,241,241,0.11203319502074689,0.28991596638655465,1,0.0015076788600293129,-0.14864695096891267,-0.9768098564680121,0.6780082756701574
known,binance,expansion3,all_assets,full,26.746717519783576,10.590515521863997,128,0.15625,3.1197387896982134,10,0.47965624267442236,0.8780160487125761,7.865218176923127,-7.816075522066407,126,2,1,129,129,0.8203125,0.14285714285714285,3,0.027514684264556437,25.97875077501075,25.210784030237917,26.71920283551902
known,binance,expansion3,all_assets,paired_actual,19.55677309783676,7.5100798465939755,96,0.13541666666666666,2.9862536171006147,9,0.6067312650491853,0.9600070470134593,1.7171547293427212,-8.670154269086847,95,1,0,96,96,0.8333333333333334,0.12631578947368421,2,0.02012902812320732,18.984518072466194,18.412263047095625,19.536644069713553
known,binance,expansion3,all_assets,paired_random,-1.0170203663268766,2.92104916922572,96,0.2708333333333333,0.5205575374042387,3,0.7375136943220245,0.9131991573833056,-1.8314095231046343,-2.0254077325238007,95,1,0,96,96,0.10416666666666667,0.2631578947368421,0,-0.0006792743685971194,-1.3547663640565886,-1.6925123617863003,-1.0163410919582796
known,binance,expansion3,without_useless,full,7.917063287791636,10.590515521863997,127,0.14960629921259844,1.6300341599522419,10,0.31000196552635273,0.8232012405535312,1.5672468217725728,-8.944690421540182,125,2,1,128,128,0.8267716535433071,0.136,2,0.00866765055441446,7.16647602116887,6.415888754546104,7.908395637237221
known,binance,expansion3,without_useless,paired_actual,1.72790861066441,5.5937895615952975,95,0.12631578947368421,1.1756842662840996,9,0.37157079732155696,0.9321051344797311,-2.5686444571923848,-9.050223589127857,94,1,0,95,95,0.8421052631578947,0.11702127659574468,1,0.0022842870802364254,1.1715301410923866,0.6151516715203633,1.7256243235841735
known,binance,expansion3,without_useless,paired_random,-1.0750333259528124,2.922709603998952,95,0.2631578947368421,0.4932091409055652,3,0.7784087533602391,0.9302573976437263,-1.8894224827305701,-2.0482900299440896,94,1,0,95,95,0.10526315789473684,0.2553191489361702,0,-0.000744623877909203,-1.4054427739963873,-1.7358522220399624,-1.0742887020749032
known,gate,baseline,all_assets,full,7.6188461631443065,5.632174066044005,381,0.1968503937007874,2.0509210278613756,10,0.3115384678080312,0.8450513485757163,2.9867268197557886,-4.945825947608172,371,10,1170,1551,1551,0.6299212598425197,0.18059299191374664,9,0.008057412314226513,7.1802800120620836,6.741713860979861,7.61078875083008
known,gate,baseline,all_assets,paired_actual,6.210998134507783,4.9420951398860264,384,0.19010416666666666,2.2076298055786396,10,0.39052168004061033,0.8607302500333158,1.776964599653816,-3.5618441638099045,374,10,841,1225,1225,0.640625,0.16844919786096257,9,0.006549228986154992,5.872767282860565,5.534536431213347,6.204448905521628
known,gate,baseline,all_assets,paired_random,-4.589343598092674,4.627400122537539,1183,0.31614539306847,0.3057137535264962,10,0.3134005335831183,0.5903882161635153,-5.22266872771264,-5.782410148595829,1181,2,42,1225,1225,0.0989010989010989,0.31668077900084673,0,-0.003738518672850815,-5.440168523334515,-6.290993448576357,-4.585605079419823
known,gate,baseline,without_useless,full,7.627498961510327,5.624586302115109,380,0.19736842105263158,2.05337181197676,10,0.3115384678080312,0.8450513485757163,2.9953796181218086,-4.937173149242152,370,10,1168,1548,1548,0.6289473684210526,0.1810810810810811,9,0.008065730300872131,7.189267622148503,6.751036282786679,7.619433231209454
known,gate,baseline,without_useless,paired_actual,6.21969506142514,4.934311047039152,383,0.1906005221932115,2.211369184697469,10,0.39052168004061033,0.8607302500333158,1.7856615265711726,-3.5531472368925483,373,10,839,1222,1222,0.639686684073107,0.16890080428954424,9,0.006557590457577001,5.881799665273258,5.5439042691213745,6.213137470967563
known,gate,baseline,without_useless,paired_random,-4.718248652228053,4.7562537602113935,1181,0.31583403895004236,0.28602669274087866,10,0.3350590147720236,0.603554765238578,-5.351573781848019,-5.859081708719768,1179,2,41,1222,1222,0.09906858594411516,0.31636980491942324,0,-0.003874806843207272,-5.561690461248811,-6.405132270269569,-4.714373845384846
known,gate,volume4,all_assets,full,4.717638978795236,4.285864389892968,260,0.16538461538461538,2.1942579049535675,10,0.5065684889178679,0.9565520722636177,0.326750356554664,-3.5736655586331523,254,6,88,348,348,0.75,0.14566929133858267,0,0.004969615228518838,4.465662729071734,4.213686479348231,4.712669363566717
known,gate,volume4,all_assets,paired_actual,5.6166349108670115,5.064837603222383,226,0.17256637168141592,2.5642778838170854,10,0.47975470035491846,0.9578092277712755,1.1994394728050328,-3.202102140203071,220,6,36,262,262,0.7610619469026548,0.15,1,0.005854631796501944,5.378638025232223,5.1406411395974345,5.61078027907051
known,gate,volume4,all_assets,paired_random,-1.6983575379406246,1.8846999348302473,259,0.35135135135135137,0.15736873569369783,7,0.45656402529767126,0.7268392165591384,-1.8431719210432211,-1.9288986382652962,257,2,3,262,262,0.09266409266409266,0.3540856031128405,0,-0.001502894975382197,-1.8938201004992812,-2.0892826630579373,-1.6968546429652425
known,gate,volume4,without_useless,full,4.726335934073271,4.277911267656631,259,0.16602316602316602,2.1990994673327457,10,0.5065684889178679,0.9565520722636177,0.3354473118326996,-3.564968603355117,253,6,88,347,347,0.749034749034749,0.14624505928853754,0,0.004977976699940846,4.4746951682057965,4.223054402338322,4.72135795737333
known,gate,volume4,without_useless,paired_actual,5.6253308891247435,5.057016067127218,225,0.17333333333333334,2.57050338522256,10,0.47975470035491846,0.9578092277712755,1.208135451062765,-3.1934061619453384,219,6,36,261,261,0.76,0.1506849315068493,1,0.005862994102477556,5.387667675772075,5.150004462419407,5.619467895022266
known,gate,volume4,without_useless,paired_random,-1.697287987196847,1.8836308597536489,258,0.35271317829457366,0.15745228807187345,7,0.45656402529767126,0.7268392165591384,-1.842102370299444,-1.9278290875215185,256,2,3,261,261,0.09302325581395349,0.35546875,0,-0.0015018764884662836,-1.8926994859276316,-2.088110984658416,-1.6957861107083807
known,gate,expansion3,all_assets,full,5.252737209809028,4.6927438552438305,119,0.15966386554621848,2.691333710115563,10,0.5303771739443837,0.993795359115811,0.8196247867804768,-3.053816633148024,119,0,0,119,119,0.7478991596638656,0.15966386554621848,0,0.005435652739762869,5.069821679855123,4.88690614990122,5.247301557069265
known,gate,expansion3,all_assets,paired_actual,5.158627109379755,3.5349789557372113,83,0.1686746987951807,3.739842822455022,7,0.6313607954189564,0.9970913051505041,0.7129343264679247,-1.8623372130410827,83,0,0,83,83,0.7469879518072289,0.1686746987951807,0,0.005283508622237461,5.033745596522038,4.908864083664319,5.153343600757518
known,gate,expansion3,all_assets,paired_random,-1.0885701090246584,1.234304962400623,83,0.3614457831325301,0.14766092464050812,2,0.7678954762412684,0.9402850337884084,-1.233384492127255,-1.2658947597377848,82,1,0,83,83,0.13253012048192772,0.36585365853658536,0,-0.0009895443729717177,-1.1875958450776363,-1.286621581130614,-1.0875805646516867
known,gate,expansion3,without_useless,full,5.261389064328978,4.684909788835578,118,0.16101694915254236,2.698852222931701,10,0.5303771739443837,0.993795359115811,0.8282766413004273,-3.0451647786280738,118,0,0,118,118,0.7457627118644068,0.16101694915254236,0,0.00544397155672753,5.078806571930352,4.896224079531727,5.255945092772251
known,gate,expansion3,without_useless,paired_actual,5.167323087637488,3.527002152841985,82,0.17073170731707318,3.7571957912381646,7,0.6313607954189564,0.9970913051505041,0.7216303047256569,-1.8536412347833504,82,0,0,82,82,0.7439024390243902,0.17073170731707318,0,0.005291870928213072,5.042775247061891,4.918227406486293,5.162031216709275
known,gate,expansion3,without_useless,paired_random,-1.0874996057333046,1.2332344610203605,82,0.36585365853658536,0.14778479681457576,2,0.7678954762412684,0.9402850337884084,-1.2323139888359012,-1.2648242564464307,81,1,0,82,82,0.13414634146341464,0.37037037037037035,0,-0.0009885250141554985,-1.1864741973111523,-1.285448788889,-1.0865110807191491
known,combined,baseline,all_assets,full,15.30570616667719,12.497711713026028,437,0.18764302059496568,1.5055294857213877,10,0.3855758167974327,0.7296897472412044,-2.2697227695507864,-17.955223952468536,427,10,4141,4578,4578,0.597254004576659,0.17330210772833723,9,0.01747151944795315,13.139892885401142,10.974079604125095,15.288234647229237
known,combined,baseline,all_assets,paired_actual,28.874946722286772,13.462017259005021,431,0.16937354988399073,2.056266942861116,10,0.35126551049008214,0.7203853541685209,9.12970261919686,-11.61916454557691,421,10,3172,3603,3603,0.6218097447795824,0.1496437054631829,7,0.030811653744504137,26.93823970006933,25.00153267785189,28.84413506854227
known,combined,baseline,all_assets,paired_random,-14.519752106067942,17.356662725164885,2979,0.3135280295401141,0.4970251566221693,10,0.31978478907195373,0.4587229879271892,-19.108023631418494,-21.101508635633408,2972,7,624,3603,3603,0.06411547499160793,0.3135935397039031,1,-0.007472105411824459,-21.567398800311306,-28.61504549455467,-14.512280000656117
known,combined,baseline,without_useless,full,-2.2155914336248537,12.497711713026028,437,0.18764302059496568,0.9265754082091673,10,0.18239135035449736,0.63826857050503,-7.315156588257173,-20.061241214265202,427,10,4132,4569,4569,0.5949656750572082,0.17330210772833723,8,-6.539632126191819e-05,-4.365786545987895,-6.5159816583509365,-2.215526037303592
known,combined,baseline,without_useless,paired_actual,9.22593875977039,13.462017259005021,430,0.1697674418604651,1.3386155096563488,10,0.1997015186922682,0.6596490827302778,1.942425060387777,-14.832782287087475,420,10,3164,3594,3594,0.6209302325581395,0.15,6,0.011145815575304974,7.3060619442357115,5.386185128701033,9.214792944195086
known,combined,baseline,without_useless,paired_random,-14.41067792706027,17.357281162338367,2975,0.3136134453781513,0.49596851741487863,10,0.3235675900800824,0.46415036628322753,-18.998915235324297,-20.992400239539208,2968,7,619,3594,3594,0.0642016806722689,0.3136792452830189,1,-0.007394426504867078,-21.42692934925338,-28.443180771446492,-14.403283500555403
known,combined,volume4,all_assets,full,21.63250558147741,11.338775221117547,359,0.15041782729805014,1.8623304587084661,10,0.39893643744313784,0.8036922629660833,2.994752682973518,-15.914873894823991,351,8,478,837,837,0.7604456824512534,0.13105413105413105,4,0.023130164151533728,20.134847011421215,18.637188441365023,21.609375417325875
known,combined,volume4,all_assets,paired_actual,24.575042009682146,11.957627820152638,309,0.15857605177993528,2.180600930979044,10,0.41589667704670724,0.8305282272172241,5.697180699018005,-13.12325555627251,304,5,322,631,631,0.7572815533980582,0.14473684210526316,5,0.02587043169191982,23.279652327444566,21.98426264520699,24.549171577990226
known,combined,volume4,all_assets,paired_random,-2.450476478577126,7.841598903640268,586,0.31399317406143346,0.7447332249586036,10,0.7133441806172263,0.8648170616378796,-7.550311168373512,-8.633219915907036,581,5,45,631,631,0.08361774744027303,0.3132530120481928,1,-0.0010944154114543858,-3.8065375457000243,-5.162598612822922,-2.4493820631656718
known,combined,volume4,without_useless,full,3.126897276996664,11.338775221117547,357,0.15126050420168066,1.125269006821678,10,0.26782573776189456,0.7494533958036196,-4.39588767759892,-17.924017311109036,349,8,477,834,834,0.7591036414565826,0.1318051575931232,3,0.004603356056567288,1.650438497426142,0.17397971785561994,3.1222939209400966
known,combined,volume4,without_useless,paired_actual,5.485787140887507,11.957627820152638,310,0.15483870967741936,1.2608912892449045,10,0.2799333173125665,0.7911685114615417,-1.9360532144367355,-15.490374048495447,305,5,318,628,628,0.7580645161290323,0.14098360655737704,4,0.006783740965508311,4.187833316266767,2.8898794916460275,5.479003399921999
known,combined,volume4,without_useless,paired_random,-2.438847218933675,7.840534737026306,583,0.313893653516295,0.7441118953532406,10,0.7190984767249483,0.8717914730015989,-7.538740794750281,-8.621649542283805,578,5,45,628,628,0.08404802744425385,0.31314878892733566,1,-0.001097349654045235,-3.780344783822243,-5.1218423487108105,-2.4377498692796298
known,combined,expansion3,all_assets,full,28.49822554135803,9.635745966330989,188,0.14361702127659576,3.1483686245243474,10,0.4613802168260925,0.8365955721721984,9.229474630226694,-6.440749095297528,186,2,111,299,299,0.7819148936170213,0.13440860215053763,3,0.029329234042300593,27.667217040415505,26.83620853947298,28.468896307315728
known,combined,expansion3,all_assets,paired_actual,17.9749015499394,7.344263100497472,152,0.14473684210526316,2.6037262705410185,10,0.6071253008962129,0.9620625364940492,0.2570958937978212,-10.101077206824852,151,1,65,217,217,0.7960526315789473,0.1390728476821192,2,0.01860436273041312,17.345440369465692,16.71597918899198,17.956297187208985
known,combined,expansion3,all_assets,paired_random,-1.7648593450161427,2.9535038305773975,201,0.29850746268656714,0.4238941854988125,4,0.6219534366283406,0.8488273805751999,-2.572509297267733,-2.8671209501740043,199,2,16,217,217,0.09950248756218906,0.2964824120603015,0,-0.0012590406438333721,-2.2706780461989613,-2.7764967473817794,-1.7636003043723094
known,combined,expansion3,without_useless,full,9.403832534017011,9.917588905438357,186,0.13978494623655913,1.7183600136166257,10,0.28241800926659505,0.7969449313676861,3.0509725750106202,-8.52306793938604,184,2,110,296,296,0.7849462365591398,0.13043478260869565,2,0.010209313090332411,8.598351977701647,7.792871421386284,9.39362322092668
known,combined,expansion3,without_useless,paired_actual,0.38038393723100306,6.1281108607259664,150,0.14,1.034315435251716,10,0.3733907587688205,0.9375236889829741,-3.900655499282318,-10.368612364754364,149,1,64,214,214,0.8,0.1342281879194631,1,0.0009868741096226224,-0.2261062351606261,-0.8325964075522553,0.37939706312138044
known,combined,expansion3,without_useless,paired_random,-1.7532092504708563,2.9524470318015417,198,0.29797979797979796,0.4144579282029622,4,0.6508292628014788,0.8768025451890392,-2.560859202722447,-2.8412819205714417,196,2,16,214,214,0.10101010101010101,0.29591836734693877,0,-0.0012620631192003086,-2.244355381741462,-2.7355015130120677,-1.7519471873516559
